date_local,SO
2015-04-01,0.2
2015-04-02,0.329167
2015-04-03,0.116667
2015-04-04,0.3
2015-04-05,0.4
2015-04-06,0.6
2015-04-07,0.6375
2015-04-08,0.704167
2015-04-09,0.608333
2015-04-10,0.5
2015-04-11,0.427273
2015-04-12,0.0
2015-04-13,0.1
2015-04-14,-0.057143
2015-04-15,0.126087
2015-04-16,0.025
2015-04-17,0.016667
2015-04-18,0.1
2015-04-19,0.0125
2015-04-20,0.0
2015-04-21,0.2
2015-04-22,0.030435
2015-04-23,0.1
2015-04-24,0.1
2015-04-25,0.2
2015-04-26,0.420833
2015-04-27,0.425
2015-04-28,0.2
2015-04-29,0.216667
2015-04-30,0.4
2015-05-01,0.4
2015-05-02,0.5
2015-05-03,0.4
2015-05-04,0.3
2015-05-05,0.3
2015-05-06,0.404167
2015-05-07,0.5
2015-05-08,0.4
2015-05-09,0.4
2015-05-10,0.0
2015-05-11,-0.0875
2015-05-12,-0.116667
2015-05-13,-0.1
2015-05-14,-0.1
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,-0.175
2015-05-18,-0.2
2015-05-19,-0.175
2015-05-20,-0.128571
2015-05-21,-0.2
2015-05-22,-0.183333
2015-05-23,-0.05
2015-05-24,0.1
2015-05-25,0.108333
2015-05-26,0.1
2015-05-27,0.1
2015-05-28,0.104167
2015-05-29,0.2
2015-05-30,0.147826
2015-05-31,0.2125
2015-06-01,0.3
2015-06-02,0.6
2015-06-03,0.6
2015-06-04,0.508333
2015-06-05,0.433333
2015-06-06,0.5
2015-06-07,0.1
2015-06-08,0.333333
2015-06-09,0.116667
2015-06-10,0.3
2015-06-11,0.070588
2015-06-12,0.0375
2015-06-13,0.1
2015-06-14,0.1
2015-06-15,0.3
2015-06-16,0.5
2015-06-17,0.1
2015-06-18,0.134783
2015-06-19,0.1
2015-06-20,0.1
2015-06-21,0.020833
2015-06-22,0.1
2015-06-23,0.1
2015-06-24,0.1
2015-06-25,0.1
2015-06-26,0.120833
2015-06-27,0.1
2015-06-28,0.1375
2015-06-29,0.2
2015-06-30,0.2
2015-07-01,0.3
2015-07-02,0.4
2015-07-03,0.4
2015-07-04,0.3
2015-07-05,0.1
2015-07-06,0.116667
2015-07-07,0.129167
2015-07-08,0.1
2015-07-09,0.3
2015-07-10,0.2
2015-07-11,0.3
2015-07-12,0.2
2015-07-13,0.216667
2015-07-14,0.404167
2015-07-15,0.5
2015-07-16,0.204167
2015-07-17,0.2
2015-07-18,0.143478
2015-07-19,0.104167
2015-07-20,0.4
2015-07-21,0.5
2015-07-22,0.3125
2015-07-23,0.508333
2015-07-24,0.4
2015-07-25,0.334783
2015-07-26,0.125
2015-07-27,0.133333
2015-07-28,0.2
2015-07-29,0.2
2015-07-30,0.1
2015-07-31,0.220833
2015-08-01,0.4
2015-08-02,0.604167
2015-08-03,0.433333
2015-08-04,0.225
2015-08-05,0.116667
2015-08-06,0.245833
2015-08-07,0.3
2015-08-08,0.4
2015-08-09,0.3375
2015-08-10,0.3
2015-08-11,0.5
2015-08-12,0.416667
2015-08-13,0.5
2015-08-14,0.441667
2015-08-15,0.8
2015-08-16,0.5
2015-08-17,0.5
2015-08-18,0.433333
2015-08-19,0.5
2015-08-20,0.4
2015-08-21,0.345833
2015-08-22,0.313043
2015-08-23,0.3
2015-08-24,0.229167
2015-08-25,0.508333
2015-08-26,0.441667
2015-08-27,0.420833
2015-08-28,1.008333
2015-08-29,0.7
2015-08-30,0.2
2015-08-31,0.2375
2015-09-01,0.025
2015-09-02,0.120833
2015-09-03,0.1
2015-09-04,0.1
2015-09-05,0.1
2015-09-06,0.329167
2015-09-07,0.4375
2015-09-08,0.5
2015-09-09,0.447368
2015-09-10,0.3
2015-09-11,0.3
2015-09-12,0.330435
2015-09-13,0.2
2015-09-14,0.2
2015-09-15,0.1
2015-09-16,-0.05
2015-09-17,0.0125
2015-09-18,0.029167
2015-09-19,0.034783
2015-09-20,0.025
2015-09-21,0.2125
2015-09-22,0.3
2015-09-23,0.3
2015-09-24,0.641667
2015-09-25,0.3
2015-09-26,0.345455
2015-09-27,0.245833
2015-09-28,0.333333
2015-09-29,0.6
2015-09-30,0.445455
2015-10-01,0.741667
2015-10-02,0.7
2015-10-03,0.7
2015-10-04,1.0
2015-10-05,1.233333
2015-10-06,0.733333
2015-10-07,0.733333
2015-10-08,0.6
2015-10-09,0.608333
2015-10-10,0.6
2015-10-11,0.916667
2015-10-12,0.8375
2015-10-13,0.9
2015-10-14,1.2
2015-10-15,0.716667
2015-10-16,0.9
2015-10-17,1.5
2015-10-18,0.6
2015-10-19,1.0
2015-10-20,0.4
2015-10-21,0.4
2015-10-22,0.516667
2015-10-23,0.345833
2015-10-24,0.236364
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.1
2015-10-28,0.304167
2015-10-29,0.245833
2015-10-30,0.1
2015-10-31,0.1
2015-11-01,0.2
2015-11-02,0.220833
2015-11-03,0.3
2015-11-04,0.2
2015-11-05,0.241667
2015-11-06,0.1375
2015-11-07,0.2
2015-11-08,0.6
2015-11-09,0.6
2015-11-10,1.041667
2015-11-11,0.416667
2015-11-12,0.3
2015-11-13,0.904167
2015-11-14,0.4
2015-11-15,1.233333
2015-11-16,0.7375
2015-11-17,0.820833
2015-11-18,0.820833
2015-11-19,0.9125
2015-11-20,0.9
2015-11-21,0.6
2015-11-22,0.025
2015-11-23,0.4
2015-11-24,0.108333
2015-11-25,0.1
2015-11-26,0.0125
2015-11-27,0.0
2015-11-28,0.03913
2015-11-29,0.3
2015-11-30,0.3
2015-12-01,0.316667
2015-12-02,0.4
2015-12-03,1.2
2015-12-04,0.7
2015-12-05,0.6
2015-12-06,0.3
2015-12-07,0.916667
2015-12-08,1.1
2015-12-09,0.6375
2015-12-10,0.8
2015-12-11,0.6
2015-12-12,0.6
2015-12-13,0.204167
2015-12-14,0.716667
2015-12-15,0.208333
2015-12-16,0.0
2015-12-17,0.0125
2015-12-18,-0.05
2015-12-19,0.3
2015-12-20,0.3125
2015-12-21,0.4
2015-12-22,0.8
2015-12-23,0.6
2015-12-24,0.7
2015-12-25,0.7
2015-12-26,0.5
2015-12-27,0.145833
2015-12-28,0.1
2015-12-29,0.533333
2015-12-30,0.208333
2015-12-31,0.9
