date_local,NO2
2018-08-30,14.433333
2018-08-31,13.966667
2018-09-01,10.833333
2018-09-02,7.640909
2018-09-03,8.616667
2018-09-04,10.554167
2018-09-05,13.0
2018-09-06,11.483333
2018-09-07,11.7875
2018-09-08,7.4875
2018-09-09,7.3
2018-09-10,10.816667
2018-09-11,10.925
2018-09-12,13.866667
2018-09-13,13.2625
2018-09-14,13.541667
2018-09-15,11.254167
2018-09-16,8.7
2018-09-17,13.691667
2018-09-18,13.483333
2018-09-19,12.520833
2018-09-20,11.772727
2018-09-21,9.2
2018-09-22,2.295833
2018-09-23,2.475
2018-09-24,12.491667
2018-09-25,11.675
2018-09-26,6.45
2018-09-27,10.608333
2018-09-28,18.183333
2018-09-29,11.833333
2018-09-30,11.218182
2018-10-01,15.1375
2018-10-02,13.525
2018-10-03,13.145833
2018-10-04,13.895833
2018-10-05,11.241667
2018-10-06,10.379167
2018-10-07,6.686364
2018-10-08,10.2375
2018-10-09,11.979167
2018-10-10,10.35
2018-10-11,15.5375
2018-10-12,18.091667
2018-10-13,8.45
2018-10-14,8.236364
2018-10-15,1.795833
2018-10-16,3.641667
2018-10-17,4.266667
2018-10-18,6.082609
2018-10-19,6.483333
2018-10-20,3.920833
2018-10-21,12.675
2018-10-22,18.6625
2018-10-23,19.220833
2018-10-24,13.2
2018-10-25,5.779167
2018-10-26,10.35
2018-10-27,10.991667
2018-10-28,16.35
2018-10-29,17.533333
2018-10-30,14.6625
2018-10-31,9.479167
2018-11-01,6.941667
2018-11-02,10.741667
2018-11-03,15.7
2018-11-04,10.877273
2018-11-05,19.258333
2018-11-06,17.720833
2018-11-07,11.7625
2018-11-08,5.4375
2018-11-09,4.870833
2018-11-10,13.816667
2018-11-11,13.2
2018-11-12,4.295833
2018-11-13,3.3625
2018-11-14,14.020833
2018-11-15,31.066667
2018-11-16,30.391304
2018-11-17,21.225
2018-11-18,3.715
2018-11-19,6.4875
2018-11-20,14.92
2018-11-21,19.766667
2018-11-22,14.466667
2018-11-23,11.1125
2018-11-24,17.775
2018-11-25,3.45
2018-11-26,8.3375
2018-11-27,24.625
2018-11-28,24.329167
2018-11-29,18.927273
2018-11-30,12.745833
2018-12-01,11.375
2018-12-02,11.572727
2018-12-03,11.494737
2018-12-04,14.395833
2018-12-05,23.241667
2018-12-06,21.433333
2018-12-07,7.679167
2018-12-08,3.7375
2018-12-09,4.222727
2018-12-10,14.258333
2018-12-11,25.831579
2018-12-12,24.991667
2018-12-13,6.258333
2018-12-14,2.363158
2018-12-15,10.679167
2018-12-16,25.145
2018-12-17,17.533333
2018-12-18,20.6
2018-12-19,17.695833
2018-12-20,4.1375
2018-12-21,15.475
2018-12-22,25.625
2018-12-23,6.181818
2018-12-24,17.741667
2018-12-25,5.470833
2018-12-26,5.316667
2018-12-27,10.366667
2018-12-28,6.375
2018-12-29,4.35
2018-12-30,6.95
2018-12-31,11.316667
