date_local,NO2
2016-10-20,6.545833
2016-10-21,13.804167
2016-10-22,21.391667
2016-10-23,18.53
2016-10-24,19.679167
2016-10-25,22.529167
2016-10-26,22.625
2016-10-27,22.820833
2016-10-28,20.658333
2016-10-29,19.366667
2016-10-30,16.190909
2016-10-31,19.6125
2016-11-01,12.672727
2016-11-02,12.433333
2016-11-03,10.225
2016-11-04,7.291667
2016-11-05,12.2375
2016-11-06,13.177273
2016-11-07,16.479167
2016-11-08,9.670833
2016-11-09,6.058333
2016-11-10,12.55
2016-11-11,10.6125
2016-11-12,11.579167
2016-11-13,17.477273
2016-11-14,15.329167
2016-11-15,12.9875
2016-11-16,23.379167
2016-11-17,14.041667
2016-11-18,6.716667
2016-11-19,6.829167
2016-11-20,22.345
2016-11-21,22.7375
2016-11-22,16.8125
2016-11-23,7.241667
2016-11-24,14.766667
2016-11-25,11.2
2016-11-26,14.975
2016-11-27,10.490909
2016-11-28,11.7625
2016-11-29,17.770833
2016-11-30,10.9125
2016-12-01,24.95
2016-12-02,22.370833
2016-12-03,8.829167
2016-12-04,3.327273
2016-12-05,6.716667
2016-12-06,7.5875
2016-12-07,11.1
2016-12-08,5.6625
2016-12-09,13.4375
2016-12-10,17.004167
2016-12-11,11.677273
2016-12-12,12.658333
2016-12-13,11.1
2016-12-14,11.029167
2016-12-15,14.72381
2016-12-16,15.829167
2016-12-17,8.866667
2016-12-18,2.515
2016-12-19,9.293333
2016-12-20,26.9125
2016-12-21,28.9125
2016-12-22,16.820833
2016-12-23,19.047368
2016-12-24,6.45
2016-12-25,3.652632
2016-12-26,8.45
2016-12-27,15.416667
2016-12-28,12.645833
2016-12-29,6.790909
2016-12-30,17.075
2016-12-31,14.395833
