date_local,SO
2016-09-15,-0.05
2016-09-16,0.0
2016-09-17,0.004348
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.045833
2016-09-23,0.0
2016-09-24,0.013636
2016-09-25,-0.2
2016-09-26,-0.2
2016-09-27,-0.1375
2016-09-28,-0.1
2016-09-29,-0.0375
2016-09-30,0.071429
2016-10-01,0.009091
2016-10-02,0.2
2016-10-03,0.4
2016-10-04,0.208333
2016-10-05,0.2
2016-10-06,0.1
2016-10-07,0.029167
2016-10-08,0.03913
2016-10-09,0.7
2016-10-10,0.447619
2016-10-11,0.6
2016-10-12,0.1
2016-10-13,0.0
2016-10-14,0.0
2016-10-15,0.1
2016-10-16,0.044444
2016-10-17,0.166667
2016-10-18,-0.0875
2016-10-19,-0.06
2016-10-20,-0.2
2016-10-21,0.269231
2016-10-22,0.5
2016-10-23,0.2
2016-10-24,0.036364
2016-10-25,0.1
2016-10-26,0.2
2016-10-27,0.145833
2016-10-28,0.043478
2016-10-29,0.140909
2016-10-30,0.2
2016-10-31,0.4
2016-11-01,0.325
2016-11-02,0.245833
2016-11-03,0.2
2016-11-04,0.220833
2016-11-05,0.328571
2016-11-06,0.116667
2016-11-07,0.008333
2016-11-08,-0.025
2016-11-09,-0.05
2016-11-10,0.1
2016-11-11,0.1
2016-11-12,0.131818
2016-11-13,0.6
2016-11-14,0.5
2016-11-15,0.516667
2016-11-16,0.9
2016-11-17,0.533333
2016-11-18,0.3
2016-11-19,0.118182
2016-11-20,0.445833
2016-11-21,0.2
2016-11-22,0.116667
2016-11-23,0.0125
2016-11-24,0.141667
2016-11-25,-0.05
2016-11-26,0.631818
2016-11-27,0.529167
2016-11-28,0.629167
2016-11-29,0.7
2016-11-30,0.515789
2016-12-01,1.0
2016-12-02,0.904167
2016-12-03,0.645455
2016-12-04,0.3
2016-12-05,0.4
2016-12-06,0.3
2016-12-07,0.341667
2016-12-08,0.1
2016-12-09,0.508333
2016-12-10,0.6
2016-12-11,0.0
2016-12-12,0.020833
2016-12-13,0.025
2016-12-14,0.116667
2016-12-15,0.1
2016-12-16,0.2
2016-12-17,0.1
2016-12-18,-0.057143
2016-12-19,-0.057143
2016-12-20,0.629167
2016-12-21,1.316667
2016-12-22,0.7
2016-12-23,0.508333
2016-12-24,0.2
2016-12-25,0.2
2016-12-26,0.1
2016-12-27,0.220833
2016-12-28,0.129167
2016-12-29,0.016667
2016-12-30,0.645833
2016-12-31,0.5
