date_local,Ozone(ppm)
2019-04-18,0.040824
2019-04-19,0.0435
2019-04-20,0.050882
2019-04-21,0.046118
2019-04-22,0.041083
2019-04-23,0.035176
2019-04-24,0.035783
2019-04-25,0.037824
2019-04-26,0.042529
2019-04-27,0.051176
2019-04-28,0.039529
2019-04-29,0.032208
2019-04-30,0.024
2019-05-01,0.024412
2019-05-02,0.035045
2019-05-03,0.034882
2019-05-04,0.037727
2019-05-05,0.042765
2019-05-06,0.0295
2019-05-07,0.037412
2019-05-08,0.031083
2019-05-09,0.026059
2019-05-10,0.026167
2019-05-11,0.017706
2019-05-12,0.029176
2019-05-13,0.041
2019-05-14,0.043235
2019-05-15,0.044824
2019-05-16,0.038647
2019-05-17,0.029583
2019-05-18,0.020522
2019-05-19,0.032706
2019-05-20,0.025941
2019-05-21,0.04
2019-05-22,0.027588
2019-05-23,0.022529
2019-05-24,0.028235
2019-05-25,0.026882
2019-05-26,0.034941
2019-05-27,0.03325
2019-05-28,0.025304
2019-05-29,0.024667
2019-05-30,0.035625
2019-05-31,0.033471
2019-06-01,0.022682
2019-06-02,0.019882
2019-06-03,0.021235
2019-06-04,0.013545
2019-06-05,0.028
2019-06-06,0.034625
2019-06-07,0.038471
2019-06-08,0.045647
2019-06-09,0.044235
2019-06-10,0.044706
2019-06-11,0.03325
2019-06-12,0.050417
2019-06-13,0.048059
2019-06-14,0.049706
2019-06-15,0.026957
2019-06-16,0.031059
2019-06-17,0.039353
2019-06-18,0.038353
2019-06-19,0.030118
2019-06-20,0.022706
2019-06-21,0.020529
2019-06-22,0.022435
2019-06-23,0.021118
2019-06-24,0.030167
2019-06-25,0.028529
2019-06-26,0.019176
2019-06-27,0.017958
2019-06-28,0.027176
2019-06-29,0.032176
2019-06-30,0.03025
2019-07-01,0.030706
2019-07-02,0.025294
2019-07-03,0.019292
2019-07-04,0.018412
2019-07-05,0.020412
2019-07-06,0.023294
2019-07-07,0.024647
2019-07-08,0.021176
2019-07-09,0.026353
2019-07-10,0.039
2019-07-11,0.042471
2019-07-12,0.046118
2019-07-13,0.044882
2019-07-14,0.033875
2019-07-15,0.033792
2019-07-16,0.023706
2019-07-17,0.023471
2019-07-18,0.024882
2019-07-19,0.025941
2019-07-20,0.024588
2019-07-21,0.024824
2019-07-22,0.035765
2019-07-23,0.042412
2019-07-24,0.048529
2019-07-25,0.047708
2019-07-26,0.053706
2019-07-27,0.044318
2019-07-28,0.020833
2019-07-29,0.025706
2019-07-30,0.028882
2019-07-31,0.033588
2019-08-01,0.036294
2019-08-02,0.039941
2019-08-03,0.037118
2019-08-04,0.034588
2019-08-05,0.037412
2019-08-06,0.031882
2019-08-07,0.024529
2019-08-08,0.026765
2019-08-09,0.028353
2019-08-10,0.024588
2019-08-11,0.026353
2019-08-12,0.027353
2019-08-13,0.028059
2019-08-14,0.040176
2019-08-15,0.043706
2019-08-16,0.043118
2019-08-17,0.028176
2019-08-18,0.023588
2019-08-19,0.023529
2019-08-20,0.025429
2019-08-21,0.026824
2019-08-22,0.028647
2019-08-23,0.031118
2019-08-24,0.025773
2019-08-25,0.032294
2019-08-26,0.030529
2019-08-27,0.025765
2019-08-28,0.034118
2019-08-29,0.033
2019-08-30,0.031471
2019-08-31,0.037941
2019-09-01,0.042765
2019-09-02,0.040667
2019-09-03,0.036824
2019-09-04,0.041294
2019-09-05,0.041765
2019-09-06,0.047941
2019-09-07,0.036059
2019-09-08,0.031118
2019-09-09,0.029294
2019-09-10,0.026294
2019-09-11,0.021588
2019-09-12,0.028765
2019-09-13,0.043412
2019-09-14,0.049412
2019-09-15,0.046083
2019-09-16,0.039765
2019-09-17,0.032
2019-09-18,0.035765
2019-09-19,0.030353
2019-09-20,0.028765
2019-09-21,0.033864
2019-09-22,0.028471
2019-09-23,0.026412
2019-09-24,0.029471
2019-09-25,0.032294
2019-09-26,0.035471
2019-09-27,0.031765
2019-09-28,0.025176
2019-09-29,0.026706
2019-09-30,0.021
