date_local,NO2
2017-04-24,17.95
2017-04-25,10.952632
2017-04-26,4.204167
2017-04-27,17.7875
2017-04-28,11.375
2017-04-29,5.508333
2017-04-30,6.995455
2017-05-01,16.15
2017-05-02,17.725
2017-05-03,8.668421
2017-05-04,2.941667
2017-05-05,16.2
2017-05-06,22.216667
2017-05-07,13.85
2017-05-08,15.359091
2017-05-09,16.608333
2017-05-10,14.016667
2017-05-11,15.095833
2017-05-12,5.658333
2017-05-13,14.158333
2017-05-14,13.577273
2017-05-15,14.456522
2017-05-16,11.691667
2017-05-17,11.8625
2017-05-18,9.125
2017-05-19,7.716667
2017-05-20,9.908333
2017-05-21,8.963636
2017-05-22,12.65
2017-05-23,7.695833
2017-05-24,4.529167
2017-05-25,10.533333
2017-05-26,10.226316
2017-05-27,6.995833
2017-05-28,7.545455
2017-05-29,11.375
2017-05-30,21.179167
2017-05-31,19.526087
2017-06-01,15.068421
2017-06-02,12.395833
2017-06-03,9.7
2017-06-04,8.455
2017-06-05,7.4
2017-06-06,7.9375
2017-06-07,15.866667
2017-06-08,24.766667
2017-06-09,18.959091
2017-06-10,19.3375
2017-06-11,9.968182
2017-06-12,11.129167
2017-06-13,8.4125
2017-06-14,7.691667
2017-06-15,8.029167
2017-06-16,7.770833
2017-06-17,5.554167
2017-06-18,4.713636
2017-06-19,12.527273
2017-06-20,14.082609
2017-06-21,12.466667
2017-06-22,7.668182
2017-06-23,10.570833
2017-06-24,11.945833
2017-06-25,9.068182
2017-06-26,11.225
2017-06-27,14.470833
2017-06-28,14.625
2017-06-29,9.704167
2017-06-30,6.666667
2017-07-01,6.183333
2017-07-02,5.635
2017-07-03,6.741667
2017-07-04,4.654167
2017-07-05,7.879167
2017-07-06,10.104167
2017-07-07,13.145833
2017-07-08,8.85
2017-07-09,7.618182
2017-07-10,10.3875
2017-07-11,7.704167
2017-07-12,8.795833
2017-07-13,10.8125
2017-07-14,11.533333
2017-07-15,9.404167
2017-07-16,12.568182
2017-07-17,18.35
2017-07-18,12.141667
2017-07-19,10.870833
2017-07-20,10.691667
2017-07-21,10.454167
2017-07-22,8.0625
2017-07-23,6.859091
2017-07-24,12.304167
2017-07-25,8.1625
2017-07-26,10.233333
2017-07-27,11.6375
2017-07-28,12.158333
2017-07-29,10.054167
2017-07-30,10.58
2017-07-31,18.833333
2017-08-01,20.033333
2017-08-02,11.954167
2017-08-03,19.7625
2017-08-04,18.254167
2017-08-05,10.220833
2017-08-06,4.995455
2017-08-07,11.854167
2017-08-08,10.208333
2017-08-09,12.616667
2017-08-10,14.066667
2017-08-11,10.284211
2017-08-12,8.808333
2017-08-13,6.554545
2017-08-14,7.558333
2017-08-15,7.375
2017-08-16,6.958333
2017-08-17,9.308333
2017-08-18,10.2875
2017-08-19,8.475
2017-08-20,6.581818
2017-08-21,12.216667
2017-08-22,12.770833
2017-08-23,10.020833
2017-08-24,19.270833
2017-08-25,14.1125
2017-08-26,4.554167
2017-08-27,2.895
2017-08-28,3.175
2017-08-29,4.645833
2017-08-30,5.175
2017-08-31,11.65
2017-09-01,25.05
2017-09-02,20.045833
2017-09-03,19.613636
2017-09-04,13.566667
2017-09-05,13.066667
2017-09-06,18.15
2017-09-07,22.6
2017-09-08,22.445833
2017-09-09,19.541667
2017-09-10,16.836364
2017-09-11,13.179167
2017-09-12,16.6625
2017-09-13,27.28
2017-09-14,16.8375
2017-09-15,16.331579
2017-09-16,11.791667
2017-09-17,10.372727
2017-09-18,12.166667
2017-09-19,8.608333
2017-09-20,8.7
2017-09-21,9.278947
2017-09-22,14.49
2017-09-23,14.479167
2017-09-24,11.415
2017-09-25,14.595833
2017-09-26,13.829167
2017-09-27,14.041667
2017-09-28,5.670833
2017-09-29,8.3875
2017-09-30,17.329167
2017-10-01,22.545455
2017-10-02,23.341667
2017-10-03,15.2625
2017-10-04,18.045833
2017-10-05,19.905556
2017-10-06,20.1125
2017-10-07,7.920833
2017-10-08,13.831818
2017-10-09,14.341667
2017-10-10,2.995455
2017-10-11,16.583333
2017-10-12,27.35
2017-10-13,19.841667
2017-10-14,14.55
2017-10-15,3.213636
2017-10-16,9.466667
2017-10-17,23.458333
2017-10-18,32.2875
2017-10-19,23.6125
2017-10-20,21.375
2017-10-21,9.975
2017-10-22,6.27
2017-10-23,23.045833
2017-10-24,7.1375
2017-10-25,13.675
2017-10-26,22.808333
2017-10-27,4.254167
2017-10-28,8.366667
2017-10-29,17.272727
2017-10-30,22.325
2017-10-31,9.5
2017-11-01,17.079167
2017-11-02,16.708333
2017-11-03,16.316667
2017-11-04,12.783333
2017-11-05,11.518182
2017-11-06,15.533333
2017-11-07,8.9125
2017-11-08,4.65
2017-11-09,6.695833
2017-11-10,20.304167
2017-11-11,18.841667
2017-11-12,15.109091
2017-11-13,19.545833
2017-11-14,17.995833
2017-11-15,20.141667
2017-11-16,18.945833
2017-11-17,11.2125
2017-11-18,4.020833
2017-11-19,14.605
2017-11-20,26.9125
2017-11-21,19.045833
2017-11-22,10.721053
2017-11-23,19.025
2017-11-24,23.983333
2017-11-25,23.0875
2017-11-26,18.459091
2017-11-27,25.879167
2017-11-28,26.815
2017-11-29,13.395833
2017-11-30,25.340909
2017-12-01,29.9875
2017-12-02,27.333333
2017-12-03,13.318182
2017-12-04,13.591667
2017-12-05,6.645833
2017-12-06,8.5125
2017-12-07,10.141667
2017-12-08,16.291667
2017-12-09,9.916667
2017-12-10,14.940909
2017-12-11,13.225
2017-12-12,11.45
2017-12-13,24.145833
2017-12-14,16.3
2017-12-15,17.033333
2017-12-16,22.020833
2017-12-17,12.065
2017-12-18,13.525
2017-12-19,9.795833
2017-12-20,14.470833
2017-12-21,18.670833
2017-12-22,6.545833
2017-12-23,9.341667
2017-12-24,10.159091
2017-12-25,9.658333
2017-12-26,10.229167
2017-12-27,6.504167
2017-12-28,14.445833
2017-12-29,17.5875
2017-12-30,11.216667
2017-12-31,5.481818
