date_local,SO
2017-09-08,0.0125
2017-09-09,0.140909
2017-09-10,0.4
2017-09-11,0.216667
2017-09-12,0.3
2017-09-13,0.4375
2017-09-14,0.3
2017-09-15,0.2
2017-09-16,0.1
2017-09-17,0.1
2017-09-18,0.020833
2017-09-19,0.142857
2017-09-20,0.1
2017-09-21,0.1
2017-09-22,0.1
2017-09-23,0.1
2017-09-24,0.2
2017-09-25,0.2
2017-09-26,0.1
2017-09-27,0.104167
2017-09-28,0.029167
2017-09-29,0.1
2017-09-30,0.4
2017-10-01,0.545833
2017-10-02,0.445833
2017-10-03,0.245833
2017-10-04,0.3
2017-10-05,0.3
2017-10-06,0.4375
2017-10-07,0.545455
2017-10-08,0.7
2017-10-09,0.620833
2017-10-10,0.3
2017-10-11,0.4
2017-10-12,0.8
2017-10-13,0.625
2017-10-14,0.6
2017-10-15,0.0375
2017-10-16,0.0375
2017-10-17,0.2
2017-10-18,0.7
2017-10-19,0.108333
2017-10-20,0.225
2017-10-21,0.3
2017-10-22,0.3
2017-10-23,0.5
2017-10-24,0.2
2017-10-25,0.329167
2017-10-26,0.8
2017-10-27,0.4
2017-10-28,0.240909
2017-10-29,0.5
2017-10-30,0.7125
2017-10-31,0.533333
2017-11-01,0.625
2017-11-02,0.541667
2017-11-03,0.504167
2017-11-04,0.509091
2017-11-05,0.4
2017-11-06,0.345833
2017-11-07,0.2
2017-11-08,0.1
2017-11-09,0.1
2017-11-10,0.4
2017-11-11,0.318182
2017-11-12,0.2
2017-11-13,0.341667
2017-11-14,0.6
2017-11-15,0.5
2017-11-16,0.441667
2017-11-17,0.5
2017-11-18,0.404545
2017-11-19,-0.071429
2017-11-20,0.5
2017-11-21,0.209091
2017-11-22,0.041667
2017-11-23,0.05
2017-11-24,0.620833
2017-11-25,0.5
2017-11-26,0.5
2017-11-27,0.6
2017-11-28,0.4
2017-11-29,0.2
2017-11-30,0.238462
2017-12-01,0.9
2017-12-02,0.722727
2017-12-03,0.8
2017-12-04,0.9
2017-12-05,0.6
2017-12-06,0.433333
2017-12-07,0.429167
2017-12-08,0.608333
2017-12-09,0.528571
2017-12-10,0.420833
2017-12-11,0.529167
2017-12-12,0.5
2017-12-13,0.933333
2017-12-14,1.0
2017-12-15,0.6
2017-12-16,0.8
2017-12-17,0.020833
2017-12-18,0.1
2017-12-19,0.125
2017-12-20,0.1
2017-12-21,0.333333
2017-12-22,0.116667
2017-12-23,0.0
2017-12-24,0.008333
2017-12-25,0.2
2017-12-26,-0.042857
2017-12-27,-0.066667
2017-12-28,0.2
2017-12-29,0.704167
2017-12-30,0.213636
2017-12-31,-0.04
