date,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,Ozone(ppm)
2017-10-22,21,136,16,13,67,0.2,1018,10,25,18,8.7,0.031588
2017-10-23,19,158,7,0,47,0.0,1020,10,26,13,8.7,0.036706
2017-10-24,18,264,16,5,37,0.0,1025,10,23,15,8.7,0.036176
2017-10-25,18,269,10,0,32,0.0,1022,10,25,12,8.7,0.034588
2017-10-26,19,199,21,0,42,0.0,1012,10,26,13,8.7,0.043529000000000005
2017-10-27,14,287,24,14,48,0.0,1016,10,17,10,8.7,0.031176
2017-10-28,9,183,14,17,28,0.0,1022,10,16,5,8.7,0.033609
2017-10-29,14,200,11,1,25,0.0,1018,10,22,7,8.7,0.040293999999999996
2017-10-30,17,187,15,1,47,0.0,1014,10,24,10,8.7,0.040875
2017-10-31,14,98,15,84,65,0.3,1017,9,16,13,4.1,0.02225
2017-11-01,18,241,10,41,79,0.0,1011,10,27,11,8.7,0.027647
2017-11-02,23,194,17,32,83,0.0,1013,10,28,19,7.2,0.029529000000000003
2017-11-03,25,183,11,48,82,0.0,1016,9,29,22,8.7,0.025294
2017-11-04,24,188,14,61,85,0.0,1015,10,27,22,5.6,0.021471
2017-11-05,24,190,17,55,79,0.0,1013,10,30,21,5.6,0.021412
2017-11-06,24,189,15,46,79,0.0,1014,9,30,20,7.2,0.024294
2017-11-07,20,137,13,83,81,0.0,1017,7,25,16,4.1,0.020541999999999998
2017-11-08,10,182,22,97,73,0.0,1023,7,15,8,4.1,0.010417000000000001
2017-11-09,10,150,14,68,79,0.0,1024,10,15,8,7.2,0.010353
2017-11-10,13,68,7,80,76,0.0,1024,10,16,9,4.1,0.024529
2017-11-11,17,143,10,81,76,0.0,1020,10,20,14,4.1,0.034059
2017-11-12,19,101,8,86,90,0.0,1021,8,22,16,4.1,0.032542
2017-11-13,19,71,8,55,83,0.0,1024,9,23,16,7.2,0.032118
2017-11-14,20,171,13,51,77,0.0,1019,10,24,15,7.1,0.033824
2017-11-15,20,178,10,70,87,0.0,1016,8,22,17,4.0,0.024958
2017-11-16,22,207,7,57,82,0.0,1017,10,26,19,7.1,0.028235000000000003
2017-11-17,23,191,21,48,80,0.0,1014,10,27,20,7.1,0.027999999999999997
2017-11-18,20,239,24,38,66,0.0,1014,10,26,14,8.7,0.035941
2017-11-19,12,73,13,41,42,0.0,1026,10,16,9,7.1,0.031917
2017-11-20,12,158,10,18,48,0.0,1020,10,18,7,8.7,0.035765
2017-11-21,16,164,16,19,71,0.0,1013,10,23,11,8.7,0.033706
2017-11-22,13,140,20,22,44,0.0,1024,10,16,10,7.1,0.032471
2017-11-23,12,145,6,1,32,0.0,1021,10,19,5,8.7,0.033235
2017-11-24,15,201,14,5,39,0.0,1015,10,22,10,8.7,0.044353
2017-11-25,17,148,13,5,59,0.0,1014,10,25,11,8.7,0.044941
2017-11-26,18,84,9,10,66,0.0,1023,10,23,13,8.7,0.03875
2017-11-27,17,166,12,2,70,0.0,1020,10,23,13,8.7,0.042941
2017-11-28,18,173,16,1,71,0.0,1016,10,24,12,8.7,0.036706
2017-11-29,16,271,10,15,51,0.0,1022,10,21,14,8.7,0.029087000000000002
2017-11-30,16,94,6,20,53,0.0,1022,10,23,11,8.7,0.034529000000000004
2017-12-01,17,119,8,37,56,0.0,1021,10,23,13,7.1,0.039941000000000004
2017-12-02,18,190,10,23,70,0.0,1019,10,24,13,8.7,0.038652
2017-12-03,19,152,9,62,86,0.0,1017,10,23,16,5.4,0.024541999999999998
2017-12-04,22,180,18,56,82,0.0,1013,10,27,19,7.1,0.02475
2017-12-05,14,71,23,81,57,0.1,1021,9,20,11,3.8,0.026764999999999997
2017-12-06,5,14,19,96,78,0.4,1028,9,7,5,3.8,0.020541999999999998
2017-12-07,5,186,15,99,73,0.0,1028,10,7,2,3.8,0.024824000000000002
2017-12-08,3,268,8,34,58,0.0,1025,10,8,-1,8.7,0.020791999999999998
2017-12-09,10,274,15,2,50,0.0,1025,10,17,5,8.7,0.033294
2017-12-10,11,187,8,2,44,0.0,1029,10,18,6,8.7,0.028999999999999998
2017-12-11,14,254,12,15,37,0.0,1025,10,22,9,8.7,0.030588
2017-12-12,12,217,16,6,40,0.0,1026,10,15,9,8.7,0.031043
2017-12-13,10,226,11,20,49,0.0,1020,10,16,6,8.7,0.025118
2017-12-14,12,179,13,26,48,0.0,1016,10,16,9,7.1,0.029941000000000002
2017-12-15,10,129,13,18,44,0.0,1025,10,14,7,8.7,0.027000000000000003
2017-12-16,8,146,8,69,69,0.4,1021,9,10,6,3.8,0.017059
2017-12-17,8,129,5,34,85,0.0,1018,7,16,4,8.7,0.014792
2017-12-18,11,89,5,85,93,0.0,1020,8,14,8,3.8,0.005582999999999999
2017-12-19,17,176,13,89,95,0.3,1017,6,21,14,3.8,0.011412
2017-12-20,16,258,10,12,61,0.0,1016,10,22,11,8.7,0.025588
2017-12-21,18,197,16,30,70,0.0,1012,10,24,13,8.7,0.028792
2017-12-22,14,211,19,89,83,0.1,1015,8,21,6,3.8,0.0085
2017-12-23,7,293,11,17,56,0.0,1024,10,12,3,8.7,0.015765
2017-12-24,8,112,18,4,65,0.0,1024,10,15,5,8.7,0.019118
2017-12-25,6,92,12,21,64,0.0,1028,10,11,1,8.7,0.025
2017-12-26,8,60,14,96,83,0.0,1023,10,9,5,3.8,0.01775
2017-12-27,4,15,21,100,74,0.0,1031,10,5,3,3.8,0.016833
2017-12-28,5,34,9,94,70,0.0,1030,10,7,3,3.8,0.017769
2017-12-29,6,109,7,74,82,0.0,1027,9,9,4,3.8,0.010708
2017-12-30,11,137,10,76,83,0.0,1021,10,16,8,7.1,0.008938
2017-12-31,3,15,22,87,73,0.0,1028,9,6,-2,3.8,0.013000000000000001
2018-01-01,-3,17,20,48,41,0.0,1039,10,1,-4,7.1,0.028647000000000002
2018-01-02,-2,112,13,77,45,0.0,1035,10,1,-4,3.8,0.026000000000000002
2018-01-03,1,333,9,1,44,0.0,1031,10,10,-5,8.7,0.028352999999999996
2018-01-04,6,90,6,43,47,0.0,1028,10,11,1,7.1,0.0235
2018-01-05,9,166,9,48,52,0.0,1027,9,15,6,8.7,0.031529
2018-01-06,10,158,10,52,75,0.0,1026,10,15,5,5.4,0.032588
2018-01-07,14,189,20,86,90,0.1,1017,8,18,12,3.8,0.031375
2018-01-08,13,259,18,2,61,0.0,1019,10,18,9,8.7,0.03165
2018-01-09,11,109,7,9,63,0.0,1019,10,18,6,8.7,0.028294
2018-01-10,12,165,16,46,86,0.0,1013,9,16,8,5.5,0.032417
2018-01-11,13,266,21,41,70,0.1,1012,6,20,7,8.7,0.028058999999999997
2018-01-12,5,226,20,1,37,0.0,1025,10,11,1,8.7,0.03075
2018-01-13,4,37,13,2,39,0.0,1034,10,9,0,8.7,0.024825999999999997
2018-01-14,7,155,9,1,53,0.0,1032,10,14,1,8.7,0.032471
2018-01-15,11,166,12,44,83,0.0,1026,9,17,4,5.5,0.031118
2018-01-16,-3,51,28,84,63,0.0,1039,10,2,-4,3.8,0.032417
2018-01-17,-3,76,11,1,41,0.0,1040,10,1,-7,8.7,0.02325
2018-01-18,1,132,6,44,41,0.0,1033,10,7,-3,8.7,0.023
2018-01-19,5,162,7,96,73,0.0,1023,8,9,2,3.9,0.020125
2018-01-20,13,190,16,61,89,0.0,1017,9,19,8,7.1,0.026588
2018-01-21,17,183,18,83,95,0.1,1012,9,19,15,3.9,0.024353
2018-01-22,12,313,15,1,45,0.0,1018,10,16,8,8.7,0.035529000000000005
2018-01-23,10,195,8,1,31,0.0,1024,10,16,6,10.7,0.030375
2018-01-24,10,71,8,0,40,0.0,1030,10,16,5,10.8,0.030412
2018-01-25,10,161,9,19,46,0.0,1029,10,15,6,10.8,0.041118
2018-01-26,13,151,11,92,87,0.0,1023,10,16,8,5.4,0.028957999999999998
2018-01-27,16,88,12,92,90,0.0,1021,6,18,15,5.4,0.024647
2018-01-28,14,58,14,22,63,0.0,1025,10,19,10,10.8,0.037176
2018-01-29,11,103,14,0,45,0.0,1031,10,16,8,10.8,0.033957999999999995
2018-01-30,10,114,11,0,45,0.0,1030,10,17,4,10.8,0.033
2018-01-31,12,191,21,5,66,0.0,1019,10,20,6,10.9,0.038235000000000005
2018-02-01,15,189,19,53,68,0.0,1017,10,21,12,7.0,0.037824
2018-02-02,10,48,19,36,50,0.0,1029,10,13,7,10.1,0.03175
2018-02-03,11,171,14,64,68,0.0,1019,9,16,7,7.0,0.021957
2018-02-04,15,138,12,4,75,0.0,1014,10,22,11,10.9,0.025294
2018-02-05,8,72,13,52,62,0.0,1021,10,13,4,8.5,0.01575
2018-02-06,9,79,13,97,80,0.1,1018,9,11,7,5.5,0.008235
2018-02-07,4,96,21,70,64,0.0,1027,10,7,3,8.5,0.021294
2018-02-08,7,55,11,25,69,0.0,1029,10,14,1,10.1,0.024765000000000002
2018-02-09,12,187,11,91,82,0.0,1020,10,16,8,5.5,0.015875
2018-02-10,12,160,13,83,81,0.1,1013,9,15,5,7.0,0.016412
2018-02-11,2,137,22,36,54,0.0,1021,10,4,0,11.0,0.027999999999999997
2018-02-12,3,32,15,12,64,0.0,1029,10,8,-1,11.0,0.022458000000000002
2018-02-13,6,40,7,100,81,0.0,1029,9,8,4,5.5,0.006292
2018-02-14,13,171,10,84,87,0.0,1024,10,21,7,8.6,0.009059000000000001
2018-02-15,19,189,19,87,92,0.0,1018,10,21,16,5.5,0.017059
2018-02-16,18,118,15,83,79,0.0,1019,9,20,15,7.1,0.030118000000000002
2018-02-17,12,95,9,74,70,0.0,1019,10,14,10,7.1,0.020826
2018-02-18,14,108,13,79,85,0.0,1018,10,21,10,7.1,0.019882
2018-02-19,20,171,26,98,87,0.0,1012,10,23,18,5.6,0.024471
2018-02-20,21,166,23,97,91,0.1,1013,7,21,20,5.6,0.019916999999999997
2018-02-21,9,201,20,98,90,0.5,1022,9,20,5,5.6,0.017765
2018-02-22,4,135,14,99,84,0.1,1024,9,6,3,5.6,0.014353
2018-02-23,12,77,8,92,91,0.1,1020,8,18,6,5.6,0.007208
2018-02-24,20,203,17,73,90,0.0,1012,7,24,18,7.1,0.017
2018-02-25,14,46,11,19,78,0.1,1016,10,18,12,11.3,0.0245
2018-02-26,14,137,10,11,74,0.0,1021,10,20,9,11.3,0.028470999999999996
2018-02-27,19,147,16,71,88,0.1,1017,10,25,15,7.3,0.019916999999999997
2018-02-28,22,176,17,78,86,0.0,1010,9,26,19,7.3,0.025882
2018-03-01,17,158,17,34,68,0.0,1016,9,20,13,11.6,0.028207999999999997
2018-03-02,15,70,11,20,73,0.0,1024,10,21,10,11.6,0.036000000000000004
2018-03-03,16,135,11,62,87,0.0,1021,9,21,12,5.9,0.038765
2018-03-04,20,162,16,74,88,0.0,1016,8,24,17,8.7,0.026125
2018-03-05,20,132,15,56,77,0.1,1013,8,25,16,10.2,0.038412
2018-03-06,15,37,12,19,39,0.0,1019,10,20,10,10.2,0.044176
2018-03-07,12,30,13,41,37,0.0,1025,10,16,7,11.6,0.042
2018-03-08,13,125,11,35,50,0.0,1022,10,19,8,11.6,0.046588
2018-03-09,15,176,18,65,83,0.0,1014,10,20,10,5.9,0.042881999999999997
2018-03-10,22,200,15,48,75,0.0,1008,9,30,17,10.2,0.041647
2018-03-11,18,128,25,54,65,0.0,1014,10,20,15,7.4,0.043647000000000005
2018-03-12,12,74,17,22,50,0.0,1025,10,17,7,11.6,0.040833
2018-03-13,13,48,9,14,52,0.0,1024,10,19,8,11.6,0.051118000000000004
2018-03-14,13,86,9,6,46,0.0,1024,10,20,7,11.6,0.052588
2018-03-15,15,180,18,54,78,0.0,1016,10,21,10,7.4,0.045708
2018-03-16,22,218,12,47,68,0.0,1012,9,28,17,11.6,0.037118
2018-03-17,21,179,15,73,87,0.2,1011,7,25,18,7.4,0.029706
2018-03-18,22,177,9,54,84,0.0,1009,8,28,19,10.2,0.029470999999999997
2018-03-19,20,297,18,22,50,0.0,1008,10,25,16,11.6,0.043412
2018-03-20,14,227,15,4,49,0.0,1017,10,21,9,11.6,0.0355
2018-03-21,15,128,12,3,50,0.0,1021,10,22,9,11.6,0.046353
2018-03-22,17,169,18,15,69,0.0,1023,10,24,11,11.6,0.049824
2018-03-23,19,178,21,60,83,0.0,1018,10,23,14,8.8,0.042476
2018-03-24,22,192,16,70,82,0.0,1013,10,27,18,8.8,0.035739
2018-03-25,21,159,13,82,88,0.0,1012,7,23,20,6.1,0.032824
2018-03-26,23,168,22,67,78,0.0,1011,10,28,19,10.2,0.037042
2018-03-27,21,121,18,79,83,0.2,1014,9,25,17,8.9,0.033471
2018-03-28,18,114,11,87,91,1.1,1010,8,22,17,7.5,0.029542000000000002
2018-03-29,19,187,12,16,73,0.0,1012,9,26,13,11.6,0.038765
2018-03-30,17,58,15,6,70,0.0,1023,10,21,12,11.6,0.039882
2018-03-31,19,178,19,17,78,0.0,1019,9,25,13,11.6,0.049647000000000004
2018-04-01,20,165,16,81,86,0.0,1014,10,23,17,6.2,0.040292
2018-04-02,20,129,15,82,84,0.0,1010,8,25,14,7.5,0.024706
2018-04-03,21,153,19,83,83,0.1,1009,9,25,16,6.2,0.036786
2018-04-04,14,51,19,6,51,0.0,1023,10,18,9,11.6,0.04075
2018-04-05,18,160,14,41,66,0.0,1017,10,24,12,10.2,0.035941
2018-04-06,23,184,20,60,85,0.0,1009,10,27,19,10.2,0.030235
2018-04-07,10,226,26,69,70,0.0,1016,10,19,4,8.9,0.028182
2018-04-08,10,137,11,38,75,0.0,1013,10,18,3,10.3,0.027529
2018-04-09,14,50,13,83,86,0.0,1015,8,16,11,6.2,0.034
2018-04-10,16,79,12,13,63,0.0,1024,10,22,10,11.6,0.044000000000000004
2018-04-11,18,166,15,2,63,0.0,1020,10,25,11,11.6,0.05311799999999999
2018-04-12,20,179,23,46,83,0.0,1012,10,27,16,10.3,0.041042
2018-04-13,23,176,21,65,84,0.2,1005,9,28,21,8.9,0.034529000000000004
2018-04-14,15,335,23,15,41,0.0,1016,10,19,12,11.6,0.046706
2018-04-15,14,271,11,0,41,0.0,1022,10,21,7,11.6,0.04525
2018-04-16,17,166,17,0,57,0.0,1021,10,26,9,11.6,0.049824
2018-04-17,20,182,24,1,71,0.0,1014,10,27,13,11.6,0.046824
2018-04-18,20,114,16,50,71,0.0,1015,9,26,17,9.1,0.054588
2018-04-19,17,41,18,12,46,0.0,1024,10,23,13,13.4,0.048353
2018-04-20,15,102,15,30,63,0.0,1021,10,20,12,13.4,0.047
2018-04-21,17,137,10,77,92,0.0,1014,8,22,14,9.6,0.02887
2018-04-22,16,264,16,4,65,0.0,1018,10,23,10,13.5,0.039529
2018-04-23,19,228,8,5,55,0.0,1018,10,27,12,13.5,0.050733
2018-04-24,21,135,8,6,63,0.0,1017,10,29,14,13.5,0.053235000000000005
2018-04-25,20,217,12,22,69,0.0,1018,10,28,15,13.5,0.037375
2018-04-26,17,175,7,9,58,0.0,1017,10,24,10,13.5,0.041588
2018-04-27,19,118,6,18,57,0.0,1017,10,25,14,13.5,0.053471000000000005
2018-04-28,21,181,9,9,55,0.0,1017,10,27,15,13.6,0.059705999999999995
2018-04-29,20,167,13,4,67,0.0,1018,10,26,15,13.6,0.051940999999999994
2018-04-30,19,150,18,82,89,0.0,1017,8,23,17,8.5,0.042
2018-05-01,22,156,19,97,93,0.0,1014,10,24,19,8.5,0.031958
2018-05-02,24,159,22,76,86,0.0,1014,7,28,22,9.7,0.027294
2018-05-03,25,164,19,83,83,0.1,1014,9,29,23,8.5,0.02725
2018-05-04,20,133,13,88,92,0.1,1018,8,22,18,8.5,0.026706
2018-05-05,21,195,11,14,69,0.0,1020,10,27,16,13.7,0.041471
2018-05-06,22,191,6,0,60,0.0,1020,10,29,16,13.7,0.051765
2018-05-07,24,194,9,3,54,0.0,1019,10,31,17,13.7,0.054353
2018-05-08,24,190,17,24,57,0.0,1017,10,30,17,13.3,0.051235
2018-05-09,23,177,18,11,67,0.0,1016,10,29,17,13.7,0.050118
2018-05-10,23,173,18,12,72,0.0,1015,9,29,17,13.7,0.045765
2018-05-11,25,171,21,30,73,0.0,1013,10,30,20,13.3,0.037792
2018-05-12,25,165,19,55,74,0.0,1014,10,30,21,12.1,0.033435
2018-05-13,26,164,15,47,75,0.0,1014,9,31,21,12.1,0.029352999999999997
2018-05-14,26,167,15,62,75,0.0,1014,10,31,23,12.2,0.031529
2018-05-15,26,164,10,40,73,0.0,1013,10,31,21,12.2,0.033471
2018-05-16,27,182,5,11,64,0.0,1012,9,34,20,13.8,0.044353
2018-05-17,27,178,10,4,56,0.0,1011,10,34,21,13.8,0.043941
2018-05-18,26,173,18,15,67,0.0,1009,9,33,21,13.3,0.038529
2018-05-19,26,165,21,43,74,0.0,1010,10,32,21,13.3,0.030608999999999997
2018-05-20,24,149,11,44,82,0.2,1014,9,29,22,13.3,0.022882
2018-05-21,23,88,9,52,83,0.1,1015,8,29,20,11.0,0.026824
2018-05-22,25,147,9,48,79,0.3,1014,6,30,21,13.3,0.029529000000000003
2018-05-23,25,151,10,28,78,0.1,1015,8,29,21,13.3,0.028765
2018-05-24,26,139,7,28,76,0.0,1016,8,31,21,13.9,0.033294
2018-05-25,27,168,9,19,73,0.0,1013,8,33,22,13.9,0.041235
2018-05-26,28,182,12,4,63,0.0,1009,10,35,22,13.9,0.04
2018-05-27,28,158,11,15,65,0.0,1009,10,35,23,14.0,0.039118
2018-05-28,28,152,9,11,65,0.0,1009,10,34,23,14.0,0.044059
2018-05-29,28,177,12,4,63,0.0,1008,10,35,23,14.0,0.042941
2018-05-30,28,172,18,8,69,0.0,1008,10,35,22,14.0,0.030824
2018-05-31,28,173,21,33,70,0.0,1010,10,35,23,13.3,0.034824
2018-06-01,29,175,17,44,70,0.0,1011,9,36,24,12.2,0.033706
2018-06-02,29,181,15,28,68,0.0,1011,10,37,23,13.3,0.034294
2018-06-03,29,153,9,47,72,0.1,1015,9,35,24,11.1,0.035941
2018-06-04,27,160,7,12,68,0.1,1015,10,33,24,14.0,0.038792
2018-06-05,29,174,13,24,65,0.0,1010,10,37,23,13.4,0.031941000000000004
2018-06-06,29,166,14,22,66,0.0,1010,10,37,24,13.4,0.032293999999999996
2018-06-07,29,161,16,22,66,0.0,1013,10,36,23,13.4,0.029588
2018-06-08,28,166,12,36,70,0.1,1016,9,33,23,13.4,0.027999999999999997
2018-06-09,27,170,12,41,75,0.2,1016,7,33,22,13.4,0.023353
2018-06-10,28,176,18,37,70,0.0,1012,8,35,23,13.4,0.023059
2018-06-11,29,174,22,38,67,0.0,1010,10,35,24,13.4,0.026059
2018-06-12,29,166,18,48,68,0.0,1012,9,34,24,12.2,0.026059
2018-06-13,29,160,13,34,66,0.0,1015,8,34,23,13.4,0.027412
2018-06-14,28,178,14,30,68,0.0,1015,8,33,23,13.4,0.028118
2018-06-15,27,164,15,36,71,0.0,1013,10,32,23,12.2,0.024941
2018-06-16,27,148,15,37,75,0.2,1012,9,31,23,13.4,0.023087
2018-06-17,27,98,11,44,79,0.0,1012,8,32,23,13.4,0.023
2018-06-18,26,87,15,59,82,0.1,1012,8,31,23,11.1,0.023235
2018-06-19,24,91,14,90,90,0.0,1012,7,27,22,8.8,0.014041999999999999
2018-06-20,24,89,11,82,89,0.0,1010,7,27,22,9.9,0.018175999999999998
2018-06-21,27,106,8,58,79,0.0,1012,6,33,23,13.4,0.027176
2018-06-22,29,203,15,27,72,0.0,1011,9,36,23,13.4,0.032353
2018-06-23,29,174,21,19,70,0.0,1009,10,35,23,14.1,0.025529
2018-06-24,29,169,24,33,68,0.0,1010,10,35,25,14.1,0.025471
2018-06-25,28,163,18,46,72,0.0,1014,10,33,24,13.4,0.0255
2018-06-26,29,167,16,43,71,0.0,1015,9,34,24,13.4,0.024941
2018-06-27,29,179,15,24,66,0.0,1015,10,36,23,14.1,0.030909
2018-06-28,29,180,17,30,68,0.0,1014,10,35,24,13.4,0.023882
2018-06-29,29,169,19,50,71,0.0,1014,10,35,24,12.2,0.023647
2018-06-30,29,170,20,30,67,0.0,1013,9,36,24,13.4,0.021882
2018-07-01,30,174,19,27,63,0.0,1013,10,38,24,14.0,0.023
2018-07-02,29,175,13,20,64,0.0,1014,10,37,24,13.4,0.025764999999999996
2018-07-03,30,182,11,17,63,0.0,1014,8,37,23,13.4,0.031529
2018-07-04,26,148,8,50,77,0.1,1015,10,31,23,12.2,0.017647
2018-07-05,26,77,10,36,71,0.0,1020,8,33,21,14.0,0.027706
2018-07-06,28,152,9,26,65,0.2,1019,9,33,24,14.0,0.036706
2018-07-07,27,60,9,25,76,0.3,1017,9,32,23,14.0,0.028824000000000002
2018-07-08,26,111,8,24,77,0.2,1017,10,31,23,14.0,0.028941
2018-07-09,26,188,9,46,82,0.1,1020,10,30,23,12.2,0.012542
2018-07-10,27,185,9,22,72,0.0,1019,9,33,23,14.0,0.022765
2018-07-11,28,191,11,13,67,0.0,1016,10,34,23,14.0,0.026882
2018-07-12,29,184,11,10,61,0.0,1016,10,35,23,14.0,0.025588
2018-07-13,29,183,14,19,63,0.0,1017,10,35,24,14.0,0.023941
2018-07-14,29,185,14,21,66,0.0,1017,10,35,24,13.3,0.024235
2018-07-15,29,186,15,27,66,0.0,1016,10,35,24,13.3,0.021824
2018-07-16,29,188,15,15,62,0.0,1016,9,37,23,13.3,0.025176
2018-07-17,29,199,12,3,59,0.0,1017,10,37,22,13.9,0.028118
2018-07-18,30,195,13,6,58,0.0,1014,10,38,24,13.9,0.032471
2018-07-19,31,189,14,7,57,0.0,1013,10,38,24,13.9,0.032706
2018-07-20,31,188,14,9,57,0.0,1013,9,38,24,13.9,0.031471
2018-07-21,31,194,13,8,58,0.0,1014,9,39,23,13.9,0.029176
2018-07-22,31,202,13,6,54,0.0,1013,9,39,24,13.9,0.030824
2018-07-23,33,208,10,16,47,0.0,1011,10,42,25,13.9,0.042588
2018-07-24,31,80,13,25,54,0.0,1014,10,37,27,13.9,0.045118
2018-07-25,30,134,6,17,53,0.0,1016,10,35,25,13.8,0.060824
2018-07-26,31,174,10,8,42,0.0,1015,10,37,25,13.8,0.06029400000000001
2018-07-27,31,180,13,4,40,0.0,1015,10,38,24,13.8,0.056875
2018-07-28,30,182,10,6,53,0.0,1016,10,37,24,13.8,0.038363999999999995
2018-07-29,31,180,12,8,54,0.0,1014,10,38,25,13.8,0.032529
2018-07-30,31,135,12,14,54,0.0,1014,10,36,25,13.8,0.041588
2018-07-31,29,160,10,28,64,0.6,1015,9,33,25,13.8,0.057529
2018-08-01,29,79,11,10,48,0.0,1015,10,35,23,13.8,0.053412
2018-08-02,29,142,8,9,44,0.0,1015,10,35,23,13.7,0.063118
2018-08-03,29,155,12,8,48,0.0,1015,10,36,23,13.7,0.05675
2018-08-04,28,156,14,27,65,0.0,1015,10,33,23,13.3,0.031043
2018-08-05,28,158,13,22,63,0.1,1018,10,34,23,13.7,0.026000000000000002
2018-08-06,28,132,10,31,69,0.0,1018,9,32,23,13.3,0.029706
2018-08-07,28,170,12,36,67,0.0,1016,10,33,23,13.3,0.028352999999999996
2018-08-08,30,180,14,15,61,0.0,1015,10,36,24,13.7,0.032
2018-08-09,29,189,11,18,61,0.1,1015,10,36,24,13.6,0.031824
2018-08-10,28,152,9,23,66,0.2,1016,9,34,25,13.6,0.032175999999999996
2018-08-11,27,181,8,53,76,0.4,1015,9,32,24,13.3,0.019348
2018-08-12,26,151,12,49,80,0.6,1016,9,29,24,12.1,0.016412
2018-08-13,28,165,18,30,70,0.1,1015,9,34,24,13.6,0.019118
2018-08-14,28,172,18,39,69,0.0,1014,10,33,24,13.3,0.021765
2018-08-15,29,178,14,30,65,0.0,1014,10,35,24,13.6,0.025412
2018-08-16,30,179,15,31,65,0.0,1016,10,35,25,13.5,0.025118
2018-08-17,30,186,14,8,58,0.0,1017,10,37,24,13.5,0.024412
2018-08-18,31,188,13,9,55,0.0,1015,10,37,24,13.1,0.027176
2018-08-19,30,187,16,12,59,0.0,1012,10,36,25,13.1,0.026294
2018-08-20,30,181,10,21,62,0.1,1014,10,36,25,11.6,0.032353
2018-08-21,31,188,8,18,59,0.1,1017,10,37,25,11.6,0.035352999999999996
2018-08-22,31,145,8,19,58,0.1,1018,10,36,25,11.6,0.037353
2018-08-23,31,176,11,13,54,0.1,1016,10,37,25,11.6,0.044588
2018-08-24,30,179,15,8,56,0.0,1013,10,37,25,11.6,0.032353
2018-08-25,30,165,13,19,61,0.0,1015,10,36,24,11.6,0.035352999999999996
2018-08-26,30,169,13,29,62,0.0,1016,10,35,25,11.6,0.034941
2018-08-27,30,174,16,25,62,0.0,1014,10,36,24,11.6,0.026875
2018-08-28,30,171,17,24,62,0.0,1013,10,36,25,11.6,0.024588
2018-08-29,29,159,15,21,65,0.0,1015,10,36,25,11.6,0.024647
2018-08-30,29,127,9,19,65,0.0,1015,10,35,23,11.6,0.035176
2018-08-31,29,153,10,15,63,0.0,1013,10,35,23,11.6,0.037941
2018-09-01,29,139,9,24,65,0.1,1012,10,34,24,11.6,0.037706
2018-09-02,28,137,9,26,70,0.1,1012,10,34,24,11.6,0.025882
2018-09-03,27,148,9,39,79,0.8,1013,9,32,23,11.6,0.018234999999999998
2018-09-04,27,124,9,58,80,0.5,1014,8,31,23,11.6,0.022234999999999998
2018-09-05,27,99,8,42,80,0.9,1015,8,31,23,10.2,0.024412
2018-09-06,27,96,6,30,76,0.2,1016,10,32,24,11.6,0.028176
2018-09-07,26,194,6,34,81,0.5,1015,9,29,23,11.6,0.021765
2018-09-08,26,195,7,39,81,0.5,1012,9,29,23,11.6,0.019471000000000002
2018-09-09,23,33,10,84,91,0.5,1012,8,24,21,6.2,0.020706
2018-09-10,22,38,10,75,85,0.0,1013,9,24,21,8.9,0.020333
2018-09-11,23,43,9,65,83,0.0,1014,9,27,21,8.9,0.021059
2018-09-12,25,94,10,55,86,0.4,1014,7,29,22,11.6,0.024941
2018-09-13,25,71,11,50,86,0.2,1015,6,29,22,10.2,0.023528999999999998
2018-09-14,24,71,12,64,88,0.1,1014,9,27,22,7.5,0.018353
2018-09-15,24,82,15,65,88,0.0,1014,10,27,22,6.1,0.017130000000000003
2018-09-16,25,121,7,31,83,0.2,1014,9,29,22,11.6,0.018529
2018-09-17,27,223,5,15,73,0.1,1014,10,32,22,11.6,0.023118
2018-09-18,28,199,9,17,69,0.0,1014,10,33,24,11.6,0.020588
2018-09-19,27,187,9,19,71,0.0,1013,10,32,23,11.6,0.023294
2018-09-20,26,158,12,47,82,0.2,1013,10,30,24,10.2,0.013916999999999999
2018-09-21,27,164,13,58,83,0.5,1013,8,31,24,10.2,0.011706
2018-09-22,23,282,14,66,81,0.0,1013,10,26,20,7.4,0.017529
2018-09-23,21,275,7,83,81,0.0,1013,10,24,19,6.0,0.015083000000000001
2018-09-24,24,182,4,49,79,0.0,1012,10,28,21,10.2,0.027058999999999996
2018-09-25,26,175,12,16,77,0.1,1013,10,32,22,11.6,0.019913
2018-09-26,25,143,12,30,82,0.3,1016,8,29,21,10.2,0.030294
2018-09-27,20,209,13,35,67,0.0,1017,10,25,17,11.6,0.031208
2018-09-28,22,131,6,43,83,0.1,1017,9,27,18,7.4,0.029235
2018-09-29,23,114,7,63,89,0.2,1019,5,26,21,11.6,0.019478
2018-09-30,24,97,8,65,86,0.0,1018,7,28,21,10.2,0.023235
2018-10-01,24,118,7,43,85,0.3,1019,6,29,21,11.6,0.023059
2018-10-02,25,146,9,46,85,0.2,1018,6,29,21,10.2,0.021059
2018-10-03,26,175,11,46,82,0.0,1016,8,31,22,11.6,0.022118000000000002
2018-10-04,26,171,10,33,78,0.0,1015,8,31,22,11.6,0.022529
2018-10-05,26,167,12,53,83,0.0,1014,8,30,23,10.2,0.025353
