date,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,Ozone(ppm)
2016-11-07,19,97,7,73,92,0.4,1018,6,23,17,5.6,0.022234999999999998
2016-11-08,19,57,11,98,93,0.1,1020,7,21,17,4.1,0.022417
2016-11-09,17,18,17,97,92,0.2,1023,10,17,16,4.1,0.02
2016-11-10,16,105,12,35,80,0.0,1025,10,20,14,8.7,0.025176
2016-11-11,16,251,8,20,79,0.0,1023,10,21,14,8.7,0.017
2016-11-12,17,171,11,15,76,0.0,1023,10,22,14,8.7,0.034235
2016-11-13,17,103,8,27,77,0.0,1022,10,22,13,8.7,0.031667
2016-11-14,18,217,12,10,79,0.0,1018,8,25,14,8.7,0.023824
2016-11-15,20,254,8,0,50,0.0,1017,10,27,14,8.7,0.030529
2016-11-16,20,205,13,0,53,0.0,1015,10,27,15,8.7,0.038941
2016-11-17,20,179,21,21,77,0.0,1012,10,26,15,8.7,0.037118
2016-11-18,18,234,21,56,71,0.2,1019,9,22,12,7.1,0.029582999999999998
2016-11-19,10,18,20,0,49,0.0,1033,10,14,7,8.7,0.032045
2016-11-20,9,133,9,0,49,0.0,1028,10,16,4,8.7,0.033824
2016-11-21,14,181,15,2,73,0.0,1019,10,21,8,8.7,0.037000000000000005
2016-11-22,19,178,18,87,91,0.1,1014,10,22,16,3.9,0.025208
2016-11-23,16,251,13,12,71,0.2,1019,10,20,13,8.7,0.019875
2016-11-24,15,127,7,7,74,0.0,1022,10,22,9,8.7,0.027000000000000003
2016-11-25,15,51,11,81,93,0.2,1026,8,18,13,3.8,0.020176
2016-11-26,15,88,9,79,80,0.0,1026,10,20,11,5.5,0.030118000000000002
2016-11-27,17,166,18,71,85,0.0,1015,10,21,13,5.5,0.033059
2016-11-28,20,244,21,41,66,0.0,1002,10,23,14,8.7,0.037587999999999996
2016-11-29,17,255,10,3,45,0.0,1004,10,23,12,8.7,0.036118
2016-11-30,12,197,14,8,47,0.0,1016,10,16,9,8.7,0.030833
2016-12-01,11,126,11,3,52,0.0,1018,10,18,6,8.7,0.033294
2016-12-02,13,96,13,86,78,0.0,1018,9,16,10,3.8,0.027167
2016-12-03,10,35,18,100,93,0.4,1015,8,11,10,3.8,0.028738999999999997
2016-12-04,10,55,18,94,90,0.0,1016,10,11,9,3.8,0.020875
2016-12-05,9,187,12,82,91,0.1,1012,9,10,8,3.8,0.017083
2016-12-06,11,174,17,17,83,0.0,1014,10,15,8,8.7,0.014333000000000002
2016-12-07,8,30,11,42,84,0.0,1019,10,12,5,5.4,0.015824
2016-12-08,5,12,30,54,68,0.0,1032,10,8,2,7.1,0.022059
2016-12-09,2,36,13,24,45,0.0,1036,10,7,0,8.7,0.020041999999999997
2016-12-10,6,133,8,69,67,0.0,1029,10,9,1,3.8,0.019294
2016-12-11,13,197,19,79,90,0.0,1016,9,18,9,5.4,0.02225
2016-12-12,11,203,10,2,76,0.0,1017,10,17,8,8.7,0.014353
2016-12-13,15,160,12,31,82,0.0,1016,8,21,11,8.7,0.022059
2016-12-14,10,145,11,32,82,0.0,1021,9,16,7,8.7,0.011956999999999999
2016-12-15,10,62,12,84,78,0.0,1026,10,12,7,3.8,0.015412
2016-12-16,13,188,17,78,82,0.0,1014,10,18,10,3.8,0.016791999999999998
2016-12-17,17,220,22,73,85,0.0,1008,9,23,4,5.4,0.017063
2016-12-18,-1,182,31,27,38,0.0,1031,10,2,-3,7.1,0.031471
2016-12-19,-1,9,18,14,33,0.0,1038,10,5,-4,7.1,0.027864
2016-12-20,5,150,7,32,35,0.0,1031,10,12,0,8.7,0.021824
2016-12-21,11,211,14,14,48,0.0,1023,10,17,5,8.7,0.038
2016-12-22,12,121,15,19,62,0.0,1024,10,16,9,8.7,0.033529
2016-12-23,15,133,7,99,81,0.0,1019,8,18,12,3.8,0.017792
2016-12-24,20,171,19,99,94,0.0,1016,9,23,19,3.8,0.022824
2016-12-25,21,166,23,91,92,0.0,1014,9,22,19,3.8,0.024125
2016-12-26,22,177,13,82,88,0.1,1019,9,26,20,5.4,0.018042
2016-12-27,19,100,7,82,89,0.1,1022,8,21,17,3.8,0.016708
2016-12-28,21,198,14,64,89,0.0,1018,6,25,18,7.1,0.021235
2016-12-29,14,92,22,30,52,0.0,1027,10,19,9,8.7,0.034352999999999995
2016-12-30,10,85,10,76,40,0.0,1028,10,11,9,5.4,0.028375
2016-12-31,15,209,16,54,79,0.0,1013,9,22,9,5.4,0.028222000000000004
2017-01-01,15,172,8,8,75,0.0,1011,10,21,11,8.7,0.026000000000000002
2017-01-02,17,265,12,23,73,0.0,1012,9,21,15,8.7,0.026824
2017-01-03,15,222,14,4,50,0.0,1017,10,21,10,8.7,0.028375
2017-01-04,5,34,15,25,58,0.0,1021,10,9,3,7.1,0.016458
2017-01-05,8,158,17,18,75,0.0,1014,9,14,3,8.7,0.019471000000000002
2017-01-06,-1,95,28,42,47,0.0,1025,10,2,-3,7.1,0.031176
2017-01-07,-2,193,16,3,42,0.0,1040,10,4,-6,8.7,0.03113
2017-01-08,1,151,11,1,39,0.0,1037,10,8,-4,8.7,0.035412
2017-01-09,10,183,17,55,88,0.0,1026,9,17,3,3.8,0.034235
2017-01-10,17,193,24,14,81,0.0,1017,10,23,14,8.7,0.032
2017-01-11,18,184,27,51,85,0.0,1014,10,23,15,7.1,0.034118
2017-01-12,20,170,19,90,88,0.0,1017,10,21,19,3.8,0.03175
2017-01-13,20,138,15,57,87,0.2,1024,8,24,17,8.7,0.020833
2017-01-14,11,26,11,84,79,0.0,1027,10,13,10,3.8,0.0032380000000000004
2017-01-15,15,91,15,95,91,0.3,1018,9,19,9,3.8,0.018647
2017-01-16,17,193,8,73,78,0.1,1014,8,18,16,5.5,0.024588
2017-01-17,11,28,19,100,86,0.2,1019,8,15,9,3.9,0.014708
2017-01-18,11,133,12,81,91,0.2,1018,10,15,9,3.9,0.011588
2017-01-19,13,222,12,12,83,0.0,1011,10,18,9,8.7,0.021353
2017-01-20,15,211,10,20,65,0.0,1007,10,22,11,7.1,0.025412
2017-01-21,17,234,14,44,74,0.0,1002,9,24,13,7.1,0.037706
2017-01-22,14,296,29,3,53,0.0,1007,10,18,11,8.7,0.040917
2017-01-23,13,252,11,0,50,0.0,1014,10,20,8,10.7,0.039647
2017-01-24,17,188,21,57,67,0.0,1007,10,24,11,6.9,0.039833
2017-01-25,15,285,17,20,51,0.0,1013,9,19,11,10.8,0.034292
2017-01-26,8,76,11,9,46,0.0,1024,10,12,5,10.8,0.029824
2017-01-27,7,45,12,27,48,0.0,1027,10,12,3,10.8,0.039588
2017-01-28,9,303,15,39,51,0.0,1027,9,14,5,10.8,0.03787
2017-01-29,11,302,14,0,40,0.0,1026,10,18,5,10.8,0.037647
2017-01-30,15,253,13,0,33,0.0,1023,10,23,9,10.8,0.04
2017-01-31,15,204,17,0,49,0.0,1017,10,22,9,10.9,0.043176
2017-02-01,17,197,18,18,76,0.0,1015,10,24,13,10.9,0.042470999999999995
2017-02-02,12,223,16,5,56,0.0,1023,10,16,9,10.9,0.032708
2017-02-03,8,26,18,85,66,0.0,1028,10,9,7,5.5,0.027000000000000003
2017-02-04,9,99,7,99,75,0.0,1025,9,11,8,5.5,0.019609
2017-02-05,16,191,13,88,90,0.0,1018,8,22,10,5.5,0.018529
2017-02-06,20,187,20,91,88,0.0,1013,10,22,19,5.5,0.020625
2017-02-07,21,232,14,33,62,0.0,1009,9,28,18,11.0,0.034294
2017-02-08,20,200,19,1,40,0.0,1011,10,27,15,11.0,0.034118
2017-02-09,12,90,16,0,42,0.0,1025,10,17,7,11.0,0.028765
2017-02-10,16,181,16,54,79,0.0,1021,10,22,9,7.0,0.038667
2017-02-11,21,192,20,54,84,0.0,1016,10,27,18,8.6,0.026591000000000004
2017-02-12,21,154,13,69,81,0.0,1019,9,25,18,8.6,0.035118
2017-02-13,19,78,18,90,78,0.1,1018,10,23,16,5.5,0.028832999999999998
2017-02-14,13,280,21,61,80,0.1,1014,10,18,9,11.1,0.026941000000000003
2017-02-15,10,254,17,18,58,0.0,1021,10,15,6,11.1,0.035792000000000004
2017-02-16,11,252,8,8,51,0.0,1019,10,18,4,11.1,0.040941000000000005
2017-02-17,15,190,16,14,67,0.0,1012,10,22,9,11.1,0.039958
2017-02-18,19,186,17,45,73,0.0,1008,10,27,14,11.1,0.039739
2017-02-19,20,147,19,95,93,0.0,1010,9,22,18,5.6,0.024824000000000002
2017-02-20,17,164,10,65,85,0.3,1014,9,20,14,8.6,0.030667000000000003
2017-02-21,16,302,16,1,56,0.0,1015,10,24,12,11.2,0.039294
2017-02-22,19,254,9,0,49,0.0,1012,10,27,11,11.2,0.048294
2017-02-23,20,189,19,0,60,0.0,1005,10,28,14,11.2,0.048529
2017-02-24,18,254,16,1,60,0.0,1009,10,24,13,11.2,0.036235
2017-02-25,10,40,16,1,50,0.0,1020,10,15,7,11.3,0.037118
2017-02-26,12,150,9,66,81,0.1,1015,8,18,7,5.6,0.034059
2017-02-27,20,164,13,81,92,0.0,1013,7,23,17,5.8,0.031176
2017-02-28,22,185,19,63,88,0.0,1012,9,24,19,8.7,0.027042
2017-03-01,17,143,19,15,63,0.0,1018,10,19,12,11.6,0.043470999999999996
2017-03-02,12,36,15,24,42,0.0,1028,10,17,8,11.6,0.043941
2017-03-03,12,102,12,37,48,0.0,1032,10,17,6,11.6,0.044471
2017-03-04,13,130,14,83,81,0.0,1027,10,14,11,5.9,0.035261
2017-03-05,17,150,11,92,93,0.1,1019,7,21,14,5.9,0.027833
2017-03-06,21,177,23,91,89,0.0,1014,10,25,19,5.9,0.024235
2017-03-07,18,116,17,79,77,0.0,1019,9,21,14,7.3,0.039824
2017-03-08,17,106,9,86,68,0.1,1024,10,22,13,5.9,0.035538
2017-03-09,20,179,13,89,92,0.0,1020,7,24,17,5.9,0.028714
2017-03-10,20,145,8,61,89,0.1,1019,5,24,18,10.2,0.026941000000000003
2017-03-11,17,115,8,99,95,0.3,1018,5,18,17,6.0,0.025824
2017-03-12,11,37,19,87,85,0.0,1022,9,16,8,6.0,0.024041999999999997
2017-03-13,12,76,11,29,79,0.0,1020,10,18,7,11.6,0.029824
2017-03-14,12,109,10,0,65,0.0,1024,10,20,5,11.6,0.034352999999999995
2017-03-15,14,147,11,16,74,0.0,1024,10,21,8,10.2,0.041588
2017-03-16,17,161,17,83,88,0.0,1022,9,23,13,6.0,0.035294
2017-03-17,20,179,23,74,84,0.0,1020,10,25,17,8.8,0.035352999999999996
2017-03-18,21,172,12,76,86,0.0,1023,9,25,18,7.4,0.033294
2017-03-19,21,193,15,49,85,0.0,1023,9,25,17,8.8,0.036529
2017-03-20,21,192,18,29,79,0.0,1020,10,27,17,11.6,0.038471
2017-03-21,20,183,17,21,80,0.0,1018,9,27,15,11.6,0.037647
2017-03-22,21,177,15,61,83,0.0,1018,10,25,18,8.8,0.039471
2017-03-23,20,170,26,32,76,0.0,1017,10,26,17,11.6,0.042470999999999995
2017-03-24,20,192,20,58,79,0.2,1013,10,25,18,8.8,0.038588
2017-03-25,18,249,11,2,55,0.0,1015,10,25,12,11.6,0.037412
2017-03-26,21,162,18,27,77,0.0,1011,9,28,14,11.6,0.039235
2017-03-27,22,149,11,57,83,0.0,1011,9,26,18,11.6,0.035882
2017-03-28,22,148,21,68,84,0.0,1008,7,27,19,8.9,0.039471
2017-03-29,21,232,12,22,65,0.4,1008,8,26,17,11.6,0.041667
2017-03-30,17,268,15,3,56,0.0,1012,10,25,11,11.6,0.042706
2017-03-31,20,176,19,0,63,0.0,1008,10,27,13,11.6,0.048294
2017-04-01,20,137,18,77,89,0.1,1010,10,23,16,6.2,0.038167
2017-04-02,19,159,13,60,89,0.6,1007,9,23,16,10.2,0.034
2017-04-03,19,234,15,2,64,0.0,1007,10,28,11,11.6,0.043470999999999996
2017-04-04,21,195,16,18,59,0.0,1006,10,29,14,11.6,0.049352999999999994
2017-04-05,15,340,19,5,54,0.0,1017,10,21,9,11.6,0.040083
2017-04-06,16,222,5,5,49,0.0,1023,10,23,8,11.6,0.043588
2017-04-07,17,186,13,10,56,0.0,1022,10,24,10,11.6,0.055764999999999995
2017-04-08,19,183,22,13,76,0.0,1016,10,24,14,11.6,0.047353
2017-04-09,20,177,22,78,85,0.0,1012,10,24,17,6.2,0.040999999999999995
2017-04-10,22,162,14,77,92,0.6,1015,7,23,20,7.6,0.028582999999999997
2017-04-11,21,108,10,64,89,0.6,1019,7,25,17,10.3,0.035588
2017-04-12,18,87,10,68,89,0.0,1021,7,22,13,6.3,0.036333
2017-04-13,20,138,13,59,85,0.0,1020,6,25,17,10.3,0.035
2017-04-14,20,159,11,55,82,0.0,1018,7,26,16,10.3,0.035
2017-04-15,21,161,15,70,84,0.0,1016,9,26,17,7.6,0.032
2017-04-16,22,167,14,72,86,0.0,1016,7,26,18,8.9,0.029058999999999998
2017-04-17,20,133,9,77,91,0.0,1016,5,24,17,7.8,0.031588
2017-04-18,19,95,8,62,86,0.0,1016,7,25,16,10.7,0.033176
2017-04-19,22,148,12,55,84,0.0,1016,6,26,19,13.3,0.035352999999999996
2017-04-20,22,170,14,64,84,0.0,1015,8,27,19,10.8,0.029542000000000002
2017-04-21,23,181,18,62,84,0.0,1011,10,28,19,9.6,0.028765
2017-04-22,17,140,20,75,81,0.0,1015,10,21,14,9.6,0.032
2017-04-23,15,144,16,1,61,0.0,1019,10,21,9,13.5,0.039471
2017-04-24,17,173,13,14,67,0.0,1012,10,25,10,13.3,0.052765
2017-04-25,21,181,21,54,85,0.0,1002,10,26,16,10.9,0.038708
2017-04-26,24,219,23,36,67,0.0,1002,9,30,18,13.3,0.040235
2017-04-27,18,134,14,1,63,0.0,1007,10,26,10,13.6,0.048412000000000004
2017-04-28,25,173,20,49,80,0.0,1002,9,32,19,12.1,0.042773
2017-04-29,24,207,25,86,82,0.1,1002,10,27,17,8.5,0.04
2017-04-30,17,272,18,16,43,0.0,1013,10,22,12,13.6,0.045875
2017-05-01,20,193,18,0,53,0.0,1014,10,28,13,13.6,0.058117999999999996
2017-05-02,22,178,17,3,65,0.0,1013,9,30,15,13.6,0.054333000000000006
2017-05-03,23,192,19,74,80,0.1,1009,6,29,18,9.7,0.044176
2017-05-04,18,259,20,4,53,0.0,1017,10,23,14,13.7,0.045167
2017-05-05,19,270,10,1,47,0.0,1017,10,26,13,13.7,0.045824000000000004
2017-05-06,21,174,10,2,53,0.0,1015,10,28,13,13.7,0.059352999999999996
2017-05-07,21,170,14,2,66,0.0,1014,10,28,14,13.7,0.056625
2017-05-08,21,143,15,66,81,0.0,1015,8,25,16,9.8,0.042294
2017-05-09,21,139,15,82,92,0.0,1014,9,24,18,8.6,0.030083
2017-05-10,22,161,18,76,88,0.0,1013,10,25,20,8.6,0.035082999999999996
2017-05-11,24,167,11,59,84,0.3,1012,6,28,21,12.1,0.026529
2017-05-12,22,282,15,7,67,0.0,1012,9,28,16,13.8,0.050118
2017-05-13,21,43,9,0,67,0.0,1013,10,28,15,13.8,0.050294
2017-05-14,23,160,13,2,70,0.0,1013,10,31,17,13.8,0.054059
2017-05-15,23,166,16,52,75,0.0,1012,9,30,18,12.2,0.049412
2017-05-16,23,160,23,89,83,0.0,1010,9,27,20,8.6,0.040833
2017-05-17,24,171,14,63,79,0.1,1008,10,29,21,12.2,0.031
2017-05-18,26,159,21,69,81,0.0,1008,10,30,23,11.0,0.030118000000000002
2017-05-19,26,151,21,71,79,0.0,1008,10,30,22,11.0,0.029882
2017-05-20,24,74,11,71,83,0.1,1011,10,28,22,13.3,0.032293999999999996
2017-05-21,20,37,19,81,89,0.0,1017,9,22,17,9.8,0.035765
2017-05-22,19,41,13,87,88,0.1,1015,10,23,17,8.7,0.033
2017-05-23,20,249,12,41,82,0.1,1012,8,25,14,12.2,0.037353
2017-05-24,20,280,12,2,57,0.0,1011,10,28,13,13.9,0.042588
2017-05-25,24,190,23,0,61,0.0,1007,10,31,17,13.9,0.04875
2017-05-26,25,187,17,75,85,0.0,1010,10,30,22,9.9,0.034042
2017-05-27,28,178,19,61,79,0.0,1011,9,33,25,12.2,0.026913
2017-05-28,26,179,12,52,82,0.4,1011,8,32,23,13.3,0.029235
2017-05-29,24,208,9,33,82,0.1,1015,9,27,21,13.3,0.035470999999999996
2017-05-30,24,100,7,28,76,0.0,1017,9,30,20,13.3,0.037176
2017-05-31,24,104,7,35,79,0.0,1016,9,29,21,14.0,0.031176
2017-06-01,24,125,7,36,83,0.1,1014,10,29,19,13.3,0.026059
2017-06-02,25,135,8,64,83,0.3,1012,6,30,21,12.2,0.027353
2017-06-03,25,105,7,53,85,0.2,1012,7,29,22,12.2,0.029412
2017-06-04,24,201,7,22,79,0.1,1010,10,30,21,14.0,0.029058999999999998
2017-06-05,24,146,11,26,82,0.2,1007,8,29,20,14.0,0.035824
2017-06-06,25,97,16,28,78,0.1,1010,9,30,21,13.4,0.047412
2017-06-07,26,113,8,10,61,0.0,1013,10,32,21,14.0,0.057529
2017-06-08,26,96,9,27,70,0.0,1013,10,31,21,14.0,0.059294000000000006
2017-06-09,25,154,13,57,80,0.3,1011,8,29,21,9.9,0.051471
2017-06-10,25,159,15,31,77,0.0,1011,10,30,20,14.0,0.045957
2017-06-11,25,153,14,25,73,0.0,1012,9,31,21,14.0,0.038583
2017-06-12,26,159,12,54,76,0.0,1012,8,31,21,12.2,0.031764999999999995
2017-06-13,27,163,17,56,78,0.0,1012,9,32,23,11.1,0.025
2017-06-14,27,171,18,63,77,0.0,1013,10,32,23,11.1,0.022412
2017-06-15,28,177,17,46,73,0.0,1013,10,34,23,12.2,0.025294
2017-06-16,28,185,17,34,74,0.0,1011,10,34,23,12.2,0.024941
2017-06-17,29,179,20,45,71,0.0,1007,10,35,25,13.4,0.024529
2017-06-18,29,170,19,43,73,0.0,1008,10,35,25,12.2,0.022353
2017-06-19,27,134,8,46,76,0.0,1012,9,31,24,13.4,0.025529
2017-06-20,28,41,13,19,73,0.0,1013,9,33,23,14.1,0.043882
2017-06-21,27,31,16,3,64,0.0,1009,10,33,23,14.1,0.044529
2017-06-22,28,224,10,35,67,0.0,1006,10,34,23,12.2,0.030292000000000003
2017-06-23,30,168,14,10,66,0.0,1008,10,37,24,14.1,0.034352999999999995
2017-06-24,26,87,12,54,83,0.1,1016,8,28,24,12.2,0.045588
2017-06-25,25,56,11,53,83,0.2,1019,7,29,21,11.1,0.030042000000000003
2017-06-26,25,102,8,40,82,0.4,1018,8,30,21,13.4,0.025882
2017-06-27,25,90,8,58,85,0.1,1015,7,29,22,12.2,0.024529
2017-06-28,26,99,9,72,79,0.0,1012,6,31,22,9.9,0.029882
2017-06-29,28,166,13,41,76,0.0,1011,8,34,22,13.4,0.026352999999999998
2017-06-30,29,176,21,65,74,0.0,1012,10,34,26,11.1,0.020235
2017-07-01,29,158,16,46,72,0.0,1016,10,35,25,12.2,0.020294
2017-07-02,29,175,15,55,71,0.0,1018,10,34,25,11.1,0.022882
2017-07-03,29,183,16,43,71,0.0,1016,9,35,23,13.4,0.022059
2017-07-04,29,176,17,48,69,0.1,1015,10,36,25,13.4,0.020941
2017-07-05,29,179,13,43,69,0.0,1016,10,35,24,13.4,0.022941
2017-07-06,28,168,7,34,71,0.1,1018,10,33,23,13.4,0.025764999999999996
2017-07-07,28,179,8,21,70,0.0,1018,10,34,23,14.0,0.026706
2017-07-08,29,209,9,13,64,0.0,1017,10,35,24,14.0,0.028706
2017-07-09,29,196,10,16,62,0.1,1016,9,35,24,14.0,0.029235
2017-07-10,29,181,13,12,57,0.0,1015,10,35,23,14.0,0.02475
2017-07-11,29,177,14,17,64,0.1,1014,9,36,23,14.0,0.020529
2017-07-12,28,183,13,26,68,0.1,1016,10,34,23,14.0,0.021176
2017-07-13,28,173,10,29,70,0.1,1018,9,34,23,14.0,0.025235
2017-07-14,29,178,7,22,67,0.0,1018,9,35,24,14.0,0.032588
2017-07-15,29,156,9,17,70,0.0,1017,10,35,24,13.9,0.025588
2017-07-16,28,155,8,22,71,0.3,1014,9,34,23,13.9,0.038824000000000004
2017-07-17,28,153,9,34,73,0.4,1013,9,32,24,13.3,0.038647
2017-07-18,28,167,9,34,73,0.1,1016,9,33,24,13.9,0.025059
2017-07-19,29,178,9,27,68,0.0,1018,9,35,24,13.9,0.026882
2017-07-20,30,188,11,12,62,0.1,1018,10,36,24,13.9,0.027000000000000003
2017-07-21,30,184,12,12,60,0.0,1015,10,36,25,13.9,0.025588
2017-07-22,30,182,13,9,58,0.0,1013,10,37,25,13.9,0.027412
2017-07-23,30,208,10,16,64,0.1,1012,10,37,25,13.9,0.028824000000000002
2017-07-24,30,178,13,14,59,0.0,1014,10,36,24,13.9,0.022234999999999998
2017-07-25,29,171,15,42,67,0.1,1017,10,35,24,13.3,0.021471
2017-07-26,30,177,15,18,63,0.0,1017,9,37,24,13.8,0.028412
2017-07-27,30,187,14,10,59,0.0,1015,10,37,23,13.8,0.030706
2017-07-28,31,195,13,4,52,0.0,1013,10,38,24,13.8,0.028412
2017-07-29,32,179,11,6,49,0.0,1012,10,39,25,13.8,0.034294
2017-07-30,31,90,12,16,54,0.0,1014,10,37,26,13.8,0.044529
2017-07-31,29,73,14,20,52,0.1,1015,10,35,25,13.8,0.052471000000000004
2017-08-01,29,113,8,16,51,0.0,1015,10,35,24,13.8,0.057412
2017-08-02,27,143,10,52,76,0.3,1015,10,30,25,10.9,0.040083
2017-08-03,27,72,9,52,76,0.1,1016,9,31,23,13.3,0.045529
2017-08-04,29,147,8,24,66,0.2,1016,10,34,24,13.7,0.051235
2017-08-05,29,176,12,29,70,0.2,1014,9,34,24,13.3,0.028765
2017-08-06,29,184,17,37,73,0.3,1011,9,34,24,13.3,0.024412
2017-08-07,26,229,11,51,82,1.3,1012,8,28,24,10.9,0.028875
2017-08-08,27,94,13,40,75,0.0,1014,10,31,23,13.3,0.036294
2017-08-09,27,36,8,38,70,0.0,1016,10,32,23,13.6,0.037058999999999995
2017-08-10,29,192,10,30,68,0.1,1017,10,34,24,13.6,0.025706
2017-08-11,30,203,11,14,66,0.0,1016,10,35,25,13.6,0.023824
2017-08-12,30,186,14,7,62,0.0,1014,10,36,25,13.6,0.024588
2017-08-13,30,186,16,5,61,0.0,1012,10,36,25,13.6,0.023176
2017-08-14,30,186,18,18,62,0.0,1010,10,36,25,13.6,0.020824000000000002
2017-08-15,30,176,18,20,65,0.0,1010,10,36,24,13.5,0.021882
2017-08-16,30,177,20,35,65,0.0,1012,10,36,26,13.3,0.022824
2017-08-17,31,182,15,31,62,0.0,1015,10,37,25,13.5,0.023471000000000002
2017-08-18,30,179,11,28,60,0.0,1015,10,37,25,13.1,0.025471
2017-08-19,31,185,12,8,57,0.0,1015,10,37,25,11.6,0.024471
2017-08-20,30,179,13,10,55,0.0,1015,10,36,25,11.6,0.021353
2017-08-21,30,161,10,18,60,0.0,1017,10,35,25,11.6,0.029588
2017-08-22,30,180,9,12,59,0.0,1016,10,36,24,11.6,0.030529
2017-08-23,29,138,9,27,60,0.2,1014,10,35,25,11.6,0.031647
2017-08-24,28,107,7,31,73,0.8,1011,9,32,25,11.6,0.037176
2017-08-25,26,55,18,55,83,0.3,1011,10,29,23,9.0,0.025958
2017-08-26,23,40,39,100,90,1.4,1007,8,24,22,6.5,0.025908999999999998
2017-08-27,22,35,40,100,91,1.0,1007,8,23,22,6.3,0.03
2017-08-28,23,15,30,53,81,0.2,1009,10,26,21,10.3,0.034412
2017-08-29,25,55,23,28,70,0.0,1011,10,30,21,11.6,0.047777999999999994
2017-08-30,26,263,16,18,63,0.0,1012,10,31,21,11.6,0.042824
2017-08-31,26,267,8,15,55,0.0,1014,10,31,21,11.6,0.038058999999999996
2017-09-01,27,95,6,21,56,0.0,1016,10,33,22,11.6,0.050857
2017-09-02,28,187,9,9,58,0.0,1017,10,33,23,11.6,0.045824000000000004
2017-09-03,27,167,9,11,59,0.0,1018,10,32,23,11.6,0.046294
2017-09-04,27,186,8,2,62,0.0,1016,10,32,22,11.6,0.033043
2017-09-05,28,165,8,15,66,0.0,1015,10,33,23,11.6,0.039118
2017-09-06,24,46,19,15,51,0.1,1018,10,28,20,11.6,0.043470999999999996
2017-09-07,22,63,11,0,45,0.0,1020,10,28,16,11.6,0.040824
2017-09-08,22,85,10,30,54,0.0,1019,10,28,16,8.9,0.044118
2017-09-09,23,60,12,16,57,0.0,1020,10,29,17,11.6,0.039412
2017-09-10,23,52,13,6,58,0.0,1019,10,29,18,11.6,0.046706
2017-09-11,23,34,11,11,56,0.0,1017,10,29,18,11.6,0.05
2017-09-12,24,180,8,1,44,0.0,1012,10,31,19,11.6,0.047917
2017-09-13,26,181,8,29,49,0.0,1009,10,33,20,8.9,0.052940999999999995
2017-09-14,27,163,15,15,68,0.0,1010,9,34,21,11.6,0.046294
2017-09-15,26,161,13,26,71,0.0,1012,9,33,21,10.2,0.038125
2017-09-16,27,172,12,31,71,0.0,1014,10,33,23,10.2,0.029824
2017-09-17,27,161,10,15,67,0.0,1015,10,33,22,11.6,0.031764999999999995
2017-09-18,28,171,9,30,70,0.0,1014,10,34,23,10.2,0.027471
2017-09-19,28,174,15,36,73,0.0,1012,9,33,24,11.6,0.021529
2017-09-20,29,174,18,34,70,0.0,1012,10,35,24,11.6,0.021588
2017-09-21,28,162,15,44,76,0.0,1013,9,32,24,11.6,0.021
2017-09-22,26,145,13,33,76,0.2,1013,8,31,22,11.6,0.027235000000000002
2017-09-23,26,134,11,33,75,0.0,1012,9,31,22,11.6,0.035059
2017-09-24,26,136,13,32,77,0.2,1011,7,31,22,11.6,0.032667
2017-09-25,26,133,12,47,80,0.1,1011,7,30,22,10.2,0.027824
2017-09-26,24,128,8,78,87,0.1,1012,9,26,23,6.0,0.019208000000000003
2017-09-27,25,104,7,55,83,0.0,1014,10,28,22,8.8,0.029412
2017-09-28,24,13,14,75,87,0.3,1016,9,28,22,8.8,0.029235
2017-09-29,21,60,16,75,91,0.5,1018,9,22,20,8.8,0.031353
2017-09-30,22,31,12,19,65,0.0,1018,10,28,18,11.6,0.044765
2017-10-01,24,105,6,9,60,0.0,1014,10,29,19,11.6,0.045588
2017-10-02,25,144,9,25,74,0.0,1013,10,30,21,11.6,0.039
2017-10-03,25,112,10,64,86,0.2,1017,9,29,22,8.8,0.020291999999999998
2017-10-04,26,87,11,54,82,0.0,1021,8,30,23,10.2,0.030118000000000002
2017-10-05,25,95,7,37,77,0.0,1018,9,29,21,11.6,0.037824
2017-10-06,27,128,9,20,65,0.0,1013,10,29,24,11.6,0.035941
2017-10-07,25,246,9,33,72,0.0,1008,10,29,20,7.3,0.031609
2017-10-08,25,268,9,6,56,0.0,1006,10,31,21,11.6,0.040059
2017-10-09,27,172,14,8,73,0.0,1008,10,33,22,11.6,0.030412
2017-10-10,19,220,20,36,61,0.0,1019,10,24,15,11.6,0.027941000000000004
2017-10-11,18,34,13,41,54,0.0,1021,10,24,14,11.6,0.032529
2017-10-12,23,164,6,18,59,0.0,1018,10,30,18,11.6,0.036765
2017-10-13,25,176,9,5,73,0.0,1017,9,31,21,11.6,0.025471
2017-10-14,26,179,11,30,78,0.0,1016,9,30,21,11.6,0.03013
2017-10-15,22,135,18,32,71,0.1,1020,10,23,19,8.7,0.034941
2017-10-16,17,15,18,3,44,0.0,1025,10,22,13,8.7,0.038647
2017-10-17,17,74,7,0,50,0.0,1023,10,23,11,8.7,0.036765
2017-10-18,18,164,8,17,48,0.0,1020,10,26,12,8.7,0.043824
2017-10-19,21,134,9,29,72,0.0,1019,10,27,15,8.7,0.035706
2017-10-20,22,121,8,67,80,0.0,1016,10,27,18,4.2,0.026588
2017-10-21,24,173,16,41,79,0.0,1012,7,30,20,7.2,0.024136
