date,avgtempC,avgtempF,winddirDegree,windspeedKmph,windspeedMiles,cloudcover,humidity,precipInches,precipMM,pressure,visibility,maxtempC,maxtempF,mintempC,mintempF,sunHour,uvIndex
2017-01-22,14,56,296,29,18,3,53,0.0,0.0,1007,10,18,64,11,51,8.7,1
2017-01-23,13,56,252,11,7,0,50,0.0,0.0,1014,10,20,69,8,47,10.7,1
2017-01-24,17,62,188,21,13,57,67,0.0,0.0,1007,10,24,75,11,52,6.9,1
2017-01-25,15,60,285,17,11,20,51,0.0,0.2,1013,9,19,66,11,51,10.8,1
2017-01-26,8,46,76,11,7,9,46,0.0,0.0,1024,10,12,54,5,40,10.8,1
2017-01-27,7,45,45,12,7,27,48,0.0,0.0,1027,10,12,54,3,38,10.8,1
2017-01-28,9,48,303,15,9,39,51,0.0,0.7,1027,9,14,57,5,42,10.8,1
2017-01-29,11,51,302,14,9,0,40,0.0,0.0,1026,10,18,65,5,42,10.8,1
2017-01-30,15,58,253,13,8,0,33,0.0,0.0,1023,10,23,73,9,48,10.8,1
2017-01-31,15,59,204,17,11,0,49,0.0,0.0,1017,10,22,71,9,49,10.9,1
2017-02-01,17,63,197,18,11,18,76,0.0,0.0,1015,10,24,75,13,55,10.9,1
2017-02-02,12,54,223,16,10,5,56,0.0,0.1,1023,10,16,60,9,49,10.9,1
2017-02-03,8,46,26,18,11,85,66,0.0,0.0,1028,10,9,48,7,44,5.5,1
2017-02-04,9,48,99,7,4,99,75,0.0,0.2,1025,9,11,51,8,46,5.5,1
2017-02-05,16,61,191,13,8,88,90,0.0,0.2,1018,8,22,71,10,51,5.5,1
2017-02-06,20,69,187,20,12,91,88,0.0,0.2,1013,10,22,72,19,65,5.5,1
2017-02-07,21,71,232,14,9,33,62,0.0,0.0,1009,9,28,82,18,65,11.0,1
2017-02-08,20,68,200,19,12,1,40,0.0,0.0,1011,10,27,81,15,60,11.0,1
2017-02-09,12,53,90,16,10,0,42,0.0,0.0,1025,10,17,63,7,44,11.0,1
2017-02-10,16,60,181,16,10,54,79,0.0,0.0,1021,10,22,71,9,49,7.0,1
2017-02-11,21,70,192,20,12,54,84,0.0,0.2,1016,10,27,80,18,65,8.6,1
2017-02-12,21,69,154,13,8,69,81,0.0,0.2,1019,9,25,77,18,64,8.6,1
2017-02-13,19,66,78,18,11,90,78,0.1,1.9,1018,10,23,74,16,61,5.5,1
2017-02-14,13,56,280,21,13,61,80,0.1,2.0,1014,10,18,64,9,48,11.1,1
2017-02-15,10,50,254,17,11,18,58,0.0,0.0,1021,10,15,60,6,43,11.1,1
2017-02-16,11,52,252,8,5,8,51,0.0,0.0,1019,10,18,64,4,40,11.1,1
2017-02-17,15,59,190,16,10,14,67,0.0,0.0,1012,10,22,72,9,49,11.1,1
2017-02-18,19,67,186,17,10,45,73,0.0,0.1,1008,10,27,81,14,58,11.1,1
2017-02-19,20,69,147,19,12,95,93,0.0,1.0,1010,9,22,72,18,65,5.6,1
2017-02-20,17,63,164,10,6,65,85,0.3,6.4,1014,9,20,68,14,57,8.6,1
2017-02-21,16,62,302,16,10,1,56,0.0,0.0,1015,10,24,74,12,53,11.2,1
2017-02-22,19,65,254,9,6,0,49,0.0,0.0,1012,10,27,80,11,51,11.2,1
2017-02-23,20,68,189,19,12,0,60,0.0,0.0,1005,10,28,82,14,57,11.2,1
2017-02-24,18,64,254,16,10,1,60,0.0,0.0,1009,10,24,76,13,56,11.2,1
2017-02-25,10,50,40,16,10,1,50,0.0,0.0,1020,10,15,59,7,44,11.3,1
2017-02-26,12,54,150,9,6,66,81,0.1,2.4,1015,8,18,64,7,45,5.6,1
2017-02-27,20,68,164,13,8,81,92,0.0,0.9,1013,7,23,74,17,63,5.8,1
2017-02-28,22,71,185,19,12,63,88,0.0,0.8,1012,9,24,76,19,67,8.7,1
2017-03-01,17,63,143,19,12,15,63,0.0,0.1,1018,10,19,67,12,54,11.6,1
2017-03-02,12,53,36,15,9,24,42,0.0,0.0,1028,10,17,62,8,46,11.6,1
2017-03-03,12,53,102,12,7,37,48,0.0,0.0,1032,10,17,63,6,43,11.6,1
2017-03-04,13,55,130,14,8,83,81,0.0,0.8,1027,10,14,57,11,51,5.9,1
2017-03-05,17,62,150,11,7,92,93,0.1,2.9,1019,7,21,69,14,57,5.9,1
2017-03-06,21,70,177,23,15,91,89,0.0,0.4,1014,10,25,76,19,66,5.9,1
2017-03-07,18,65,116,17,10,79,77,0.0,0.4,1019,9,21,69,14,57,7.3,1
2017-03-08,17,63,106,9,6,86,68,0.1,3.1,1024,10,22,72,13,56,5.9,1
2017-03-09,20,68,179,13,8,89,92,0.0,0.1,1020,7,24,75,17,63,5.9,1
2017-03-10,20,68,145,8,5,61,89,0.1,2.8,1019,5,24,75,18,64,10.2,1
2017-03-11,17,63,115,8,5,99,95,0.3,7.0,1018,5,18,64,17,62,6.0,1
2017-03-12,11,51,37,19,12,87,85,0.0,0.3,1022,9,16,61,8,46,6.0,1
2017-03-13,12,53,76,11,7,29,79,0.0,0.0,1020,10,18,65,7,44,11.6,1
2017-03-14,12,54,109,10,6,0,65,0.0,0.0,1024,10,20,67,5,41,11.6,1
2017-03-15,14,58,147,11,7,16,74,0.0,0.0,1024,10,21,70,8,46,10.2,1
2017-03-16,17,63,161,17,11,83,88,0.0,0.6,1022,9,23,73,13,56,6.0,1
2017-03-17,20,69,179,23,14,74,84,0.0,0.1,1020,10,25,77,17,63,8.8,1
2017-03-18,21,69,172,12,7,76,86,0.0,0.3,1023,9,25,78,18,64,7.4,1
2017-03-19,21,69,193,15,9,49,85,0.0,0.1,1023,9,25,77,17,63,8.8,1
2017-03-20,21,69,192,18,11,29,79,0.0,0.0,1020,10,27,80,17,62,11.6,1
2017-03-21,20,68,183,17,11,21,80,0.0,0.0,1018,9,27,80,15,59,11.6,1
2017-03-22,21,69,177,15,9,61,83,0.0,0.1,1018,10,25,77,18,64,8.8,1
2017-03-23,20,69,170,26,16,32,76,0.0,0.0,1017,10,26,79,17,62,11.6,1
2017-03-24,20,69,192,20,12,58,79,0.2,4.3,1013,10,25,77,18,65,8.8,1
2017-03-25,18,65,249,11,7,2,55,0.0,0.1,1015,10,25,77,12,54,11.6,1
2017-03-26,21,69,162,18,11,27,77,0.0,0.1,1011,9,28,82,14,58,11.6,1
2017-03-27,22,72,149,11,7,57,83,0.0,0.2,1011,9,26,80,18,65,11.6,1
2017-03-28,22,72,148,21,13,68,84,0.0,0.1,1008,7,27,81,19,67,8.9,1
2017-03-29,21,70,232,12,8,22,65,0.4,9.2,1008,8,26,79,17,63,11.6,1
2017-03-30,17,63,268,15,10,3,56,0.0,0.0,1012,10,25,76,11,52,11.6,1
2017-03-31,20,67,176,19,12,0,63,0.0,0.0,1008,10,27,81,13,55,11.6,1
2017-04-01,20,67,137,18,11,77,89,0.1,1.6,1010,10,23,74,16,61,6.2,1
2017-04-02,19,67,159,13,8,60,89,0.6,16.3,1007,9,23,74,16,60,10.2,1
2017-04-03,19,65,234,15,9,2,64,0.0,0.0,1007,10,28,82,11,52,11.6,1
2017-04-04,21,70,195,16,10,18,59,0.0,0.0,1006,10,29,84,14,58,11.6,1
2017-04-05,15,60,340,19,12,5,54,0.0,0.0,1017,10,21,69,9,49,11.6,1
2017-04-06,16,60,222,5,3,5,49,0.0,0.0,1023,10,23,73,8,46,11.6,1
2017-04-07,17,63,186,13,8,10,56,0.0,0.0,1022,10,24,75,10,51,11.6,1
2017-04-08,19,67,183,22,14,13,76,0.0,0.0,1016,10,24,76,14,57,11.6,1
2017-04-09,20,68,177,22,14,78,85,0.0,0.0,1012,10,24,75,17,62,6.2,1
2017-04-10,22,71,162,14,9,77,92,0.6,16.3,1015,7,23,74,20,69,7.6,1
2017-04-11,21,69,108,10,7,64,89,0.6,16.1,1019,7,25,77,17,63,10.3,1
2017-04-12,18,65,87,10,6,68,89,0.0,0.0,1021,7,22,72,13,56,6.3,1
2017-04-13,20,69,138,13,8,59,85,0.0,0.4,1020,6,25,77,17,62,10.3,1
2017-04-14,20,68,159,11,7,55,82,0.0,0.1,1018,7,26,79,16,61,10.3,1
2017-04-15,21,70,161,15,9,70,84,0.0,0.1,1016,9,26,79,17,63,7.6,1
2017-04-16,22,72,167,14,9,72,86,0.0,0.2,1016,7,26,79,18,65,8.9,1
2017-04-17,20,69,133,9,6,77,91,0.0,0.0,1016,5,24,75,17,63,7.8,1
2017-04-18,19,67,95,8,5,62,86,0.0,0.6,1016,7,25,77,16,60,10.7,1
2017-04-19,22,71,148,12,7,55,84,0.0,0.5,1016,6,26,79,19,66,13.3,1
2017-04-20,22,72,170,14,8,64,84,0.0,0.8,1015,8,27,80,19,65,10.8,1
2017-04-21,23,73,181,18,11,62,84,0.0,0.3,1011,10,28,83,19,66,9.6,1
2017-04-22,17,62,140,20,13,75,81,0.0,0.2,1015,10,21,69,14,57,9.6,1
2017-04-23,15,59,144,16,10,1,61,0.0,0.0,1019,10,21,71,9,49,13.5,1
2017-04-24,17,63,173,13,8,14,67,0.0,0.0,1012,10,25,76,10,50,13.3,1
2017-04-25,21,70,181,21,13,54,85,0.0,0.1,1002,10,26,80,16,61,10.9,1
2017-04-26,24,75,219,23,14,36,67,0.0,0.4,1002,9,30,86,18,64,13.3,1
2017-04-27,18,65,134,14,9,1,63,0.0,0.0,1007,10,26,79,10,50,13.6,1
2017-04-28,25,76,173,20,12,49,80,0.0,0.2,1002,9,32,89,19,66,12.1,1
2017-04-29,24,75,207,25,16,86,82,0.1,2.2,1002,10,27,81,17,62,8.5,1
2017-04-30,17,62,272,18,11,16,43,0.0,0.2,1013,10,22,72,12,54,13.6,1
2017-05-01,20,68,193,18,11,0,53,0.0,0.0,1014,10,28,83,13,55,13.6,1
2017-05-02,22,72,178,17,11,3,65,0.0,0.0,1013,9,30,85,15,59,13.6,1
2017-05-03,23,74,192,19,12,74,80,0.1,1.6,1009,6,29,84,18,64,9.7,1
2017-05-04,18,64,259,20,12,4,53,0.0,0.0,1017,10,23,74,14,57,13.7,1
2017-05-05,19,65,270,10,6,1,47,0.0,0.0,1017,10,26,79,13,55,13.7,1
2017-05-06,21,69,174,10,6,2,53,0.0,0.0,1015,10,28,83,13,56,13.7,1
2017-05-07,21,70,170,14,9,2,66,0.0,0.0,1014,10,28,83,14,58,13.7,1
2017-05-08,21,69,143,15,9,66,81,0.0,0.2,1015,8,25,76,16,61,9.8,1
2017-05-09,21,70,139,15,10,82,92,0.0,0.5,1014,9,24,75,18,64,8.6,1
2017-05-10,22,72,161,18,11,76,88,0.0,0.6,1013,10,25,77,20,68,8.6,1
2017-05-11,24,75,167,11,7,59,84,0.3,8.0,1012,6,28,83,21,69,12.1,1
2017-05-12,22,71,282,15,10,7,67,0.0,0.8,1012,9,28,82,16,61,13.8,1
2017-05-13,21,70,43,9,6,0,67,0.0,0.0,1013,10,28,83,15,60,13.8,1
2017-05-14,23,74,160,13,8,2,70,0.0,0.0,1013,10,31,87,17,62,13.8,1
2017-05-15,23,74,166,16,10,52,75,0.0,0.0,1012,9,30,87,18,64,12.2,1
2017-05-16,23,74,160,23,14,89,83,0.0,0.3,1010,9,27,80,20,69,8.6,1
2017-05-17,24,75,171,14,8,63,79,0.1,1.6,1008,10,29,85,21,70,12.2,1
2017-05-18,26,78,159,21,13,69,81,0.0,0.4,1008,10,30,86,23,74,11.0,1
2017-05-19,26,78,151,21,13,71,79,0.0,0.7,1008,10,30,86,22,72,11.0,1
2017-05-20,24,75,74,11,7,71,83,0.1,2.1,1011,10,28,82,22,72,13.3,1
2017-05-21,20,68,37,19,12,81,89,0.0,1.1,1017,9,22,71,17,63,9.8,1
2017-05-22,19,67,41,13,8,87,88,0.1,2.5,1015,10,23,74,17,62,8.7,1
2017-05-23,20,68,249,12,7,41,82,0.1,2.5,1012,8,25,78,14,58,12.2,1
2017-05-24,20,68,280,12,8,2,57,0.0,0.0,1011,10,28,82,13,55,13.9,1
2017-05-25,24,74,190,23,14,0,61,0.0,0.0,1007,10,31,88,17,62,13.9,1
2017-05-26,25,78,187,17,11,75,85,0.0,0.2,1010,10,30,85,22,72,9.9,1
2017-05-27,28,82,178,19,12,61,79,0.0,0.3,1011,9,33,92,25,76,12.2,1
2017-05-28,26,80,179,12,7,52,82,0.4,9.9,1011,8,32,89,23,73,13.3,1
2017-05-29,24,75,208,9,5,33,82,0.1,2.2,1015,9,27,81,21,70,13.3,1
2017-05-30,24,76,100,7,4,28,76,0.0,0.6,1017,9,30,86,20,67,13.3,1
2017-05-31,24,76,104,7,4,35,79,0.0,0.6,1016,9,29,84,21,69,14.0,1
2017-06-01,24,75,125,7,4,36,83,0.1,3.2,1014,10,29,84,19,67,13.3,1
2017-06-02,25,77,135,8,5,64,83,0.3,7.7,1012,6,30,86,21,70,12.2,1
2017-06-03,25,77,105,7,5,53,85,0.2,6.3,1012,7,29,85,22,72,12.2,1
2017-06-04,24,76,201,7,4,22,79,0.1,2.0,1010,10,30,87,21,69,14.0,1
2017-06-05,24,75,146,11,7,26,82,0.2,4.3,1007,8,29,84,20,69,14.0,1
2017-06-06,25,77,97,16,10,28,78,0.1,1.7,1010,9,30,86,21,69,13.4,1
2017-06-07,26,79,113,8,5,10,61,0.0,0.0,1013,10,32,90,21,71,14.0,1
2017-06-08,26,78,96,9,6,27,70,0.0,0.7,1013,10,31,87,21,70,14.0,1
2017-06-09,25,77,154,13,8,57,80,0.3,7.8,1011,8,29,85,21,69,9.9,1
2017-06-10,25,77,159,15,9,31,77,0.0,0.9,1011,10,30,86,20,68,14.0,1
2017-06-11,25,78,153,14,8,25,73,0.0,0.1,1012,9,31,88,21,69,14.0,1
2017-06-12,26,79,159,12,8,54,76,0.0,0.2,1012,8,31,88,21,71,12.2,1
2017-06-13,27,80,163,17,10,56,78,0.0,0.4,1012,9,32,90,23,73,11.1,1
2017-06-14,27,81,171,18,11,63,77,0.0,0.1,1013,10,32,90,23,73,11.1,1
2017-06-15,28,83,177,17,10,46,73,0.0,0.1,1013,10,34,93,23,74,12.2,1
2017-06-16,28,82,185,17,11,34,74,0.0,0.1,1011,10,34,93,23,74,12.2,1
2017-06-17,29,84,179,20,13,45,71,0.0,0.0,1007,10,35,96,25,76,13.4,1
2017-06-18,29,83,170,19,12,43,73,0.0,0.1,1008,10,35,95,25,76,12.2,1
2017-06-19,27,80,134,8,5,46,76,0.0,0.5,1012,9,31,87,24,74,13.4,1
2017-06-20,28,82,41,13,8,19,73,0.0,0.0,1013,9,33,92,23,73,14.1,1
2017-06-21,27,81,31,16,10,3,64,0.0,0.0,1009,10,33,91,23,73,14.1,1
2017-06-22,28,82,224,10,6,35,67,0.0,0.2,1006,10,34,93,23,74,12.2,1
2017-06-23,30,86,168,14,9,10,66,0.0,0.0,1008,10,37,99,24,74,14.1,1
2017-06-24,26,78,87,12,7,54,83,0.1,1.5,1016,8,28,82,24,75,12.2,1
2017-06-25,25,77,56,11,7,53,83,0.2,5.9,1019,7,29,84,21,70,11.1,1
2017-06-26,25,77,102,8,5,40,82,0.4,9.1,1018,8,30,86,21,70,13.4,1
2017-06-27,25,77,90,8,5,58,85,0.1,2.6,1015,7,29,84,22,72,12.2,1
2017-06-28,26,79,99,9,6,72,79,0.0,0.4,1012,6,31,88,22,71,9.9,1
2017-06-29,28,82,166,13,8,41,76,0.0,0.1,1011,8,34,93,22,72,13.4,1
2017-06-30,29,84,176,21,13,65,74,0.0,0.4,1012,10,34,92,26,78,11.1,1
2017-07-01,29,84,158,16,10,46,72,0.0,0.5,1016,10,35,94,25,77,12.2,1
2017-07-02,29,84,175,15,9,55,71,0.0,0.3,1018,10,34,94,25,77,11.1,1
2017-07-03,29,84,183,16,10,43,71,0.0,0.0,1016,9,35,95,23,74,13.4,1
2017-07-04,29,85,176,17,11,48,69,0.1,1.6,1015,10,36,96,25,77,13.4,1
2017-07-05,29,83,179,13,8,43,69,0.0,0.6,1016,10,35,95,24,75,13.4,1
2017-07-06,28,82,168,7,5,34,71,0.1,3.1,1018,10,33,91,23,74,13.4,1
2017-07-07,28,83,179,8,5,21,70,0.0,0.6,1018,10,34,94,23,73,14.0,1
2017-07-08,29,84,209,9,6,13,64,0.0,0.3,1017,10,35,95,24,75,14.0,1
2017-07-09,29,84,196,10,6,16,62,0.1,3.8,1016,9,35,95,24,74,14.0,1
2017-07-10,29,84,181,13,8,12,57,0.0,0.1,1015,10,35,96,23,73,14.0,1
2017-07-11,29,83,177,14,9,17,64,0.1,1.5,1014,9,36,96,23,73,14.0,1
2017-07-12,28,83,183,13,8,26,68,0.1,1.7,1016,10,34,93,23,74,14.0,1
2017-07-13,28,83,173,10,6,29,70,0.1,2.3,1018,9,34,93,23,73,14.0,1
2017-07-14,29,84,178,7,5,22,67,0.0,0.8,1018,9,35,96,24,75,14.0,1
2017-07-15,29,84,156,9,5,17,70,0.0,1.0,1017,10,35,96,24,76,13.9,1
2017-07-16,28,82,155,8,5,22,71,0.3,8.4,1014,9,34,94,23,74,13.9,1
2017-07-17,28,82,153,9,6,34,73,0.4,9.1,1013,9,32,90,24,75,13.3,1
2017-07-18,28,82,167,9,6,34,73,0.1,2.9,1016,9,33,91,24,74,13.9,1
2017-07-19,29,84,178,9,6,27,68,0.0,0.1,1018,9,35,95,24,75,13.9,1
2017-07-20,30,86,188,11,7,12,62,0.1,1.4,1018,10,36,97,24,76,13.9,1
2017-07-21,30,86,184,12,7,12,60,0.0,0.4,1015,10,36,97,25,76,13.9,1
2017-07-22,30,87,182,13,8,9,58,0.0,0.0,1013,10,37,98,25,76,13.9,1
2017-07-23,30,86,208,10,6,16,64,0.1,1.4,1012,10,37,98,25,77,13.9,1
2017-07-24,30,85,178,13,8,14,59,0.0,0.1,1014,10,36,97,24,76,13.9,1
2017-07-25,29,84,171,15,10,42,67,0.1,2.0,1017,10,35,94,24,75,13.3,1
2017-07-26,30,85,177,15,9,18,63,0.0,0.0,1017,9,37,98,24,75,13.8,1
2017-07-27,30,86,187,14,9,10,59,0.0,0.0,1015,10,37,98,23,74,13.8,1
2017-07-28,31,87,195,13,8,4,52,0.0,0.0,1013,10,38,100,24,75,13.8,1
2017-07-29,32,89,179,11,7,6,49,0.0,0.0,1012,10,39,103,25,76,13.8,1
2017-07-30,31,88,90,12,7,16,54,0.0,0.3,1014,10,37,99,26,78,13.8,1
2017-07-31,29,84,73,14,8,20,52,0.1,2.1,1015,10,35,95,25,76,13.8,1
2017-08-01,29,85,113,8,5,16,51,0.0,0.0,1015,10,35,96,24,75,13.8,1
2017-08-02,27,80,143,10,6,52,76,0.3,8.0,1015,10,30,86,25,76,10.9,1
2017-08-03,27,80,72,9,5,52,76,0.1,2.8,1016,9,31,87,23,73,13.3,1
2017-08-04,29,83,147,8,5,24,66,0.2,4.7,1016,10,34,93,24,75,13.7,1
2017-08-05,29,84,176,12,7,29,70,0.2,5.7,1014,9,34,93,24,75,13.3,1
2017-08-06,29,84,184,17,11,37,73,0.3,6.8,1011,9,34,94,24,76,13.3,1
2017-08-07,26,79,229,11,7,51,82,1.3,33.9,1012,8,28,83,24,75,10.9,1
2017-08-08,27,80,94,13,8,40,75,0.0,0.7,1014,10,31,88,23,74,13.3,1
2017-08-09,27,81,36,8,5,38,70,0.0,0.0,1016,10,32,89,23,73,13.6,1
2017-08-10,29,84,192,10,6,30,68,0.1,3.4,1017,10,34,93,24,76,13.6,1
2017-08-11,30,85,203,11,7,14,66,0.0,0.0,1016,10,35,95,25,76,13.6,1
2017-08-12,30,87,186,14,8,7,62,0.0,0.3,1014,10,36,97,25,77,13.6,1
2017-08-13,30,86,186,16,10,5,61,0.0,0.0,1012,10,36,97,25,77,13.6,1
2017-08-14,30,86,186,18,11,18,62,0.0,0.0,1010,10,36,97,25,76,13.6,1
2017-08-15,30,85,176,18,11,20,65,0.0,0.0,1010,10,36,97,24,75,13.5,1
2017-08-16,30,86,177,20,13,35,65,0.0,0.0,1012,10,36,97,26,78,13.3,1
2017-08-17,31,87,182,15,10,31,62,0.0,0.0,1015,10,37,98,25,78,13.5,1
2017-08-18,30,87,179,11,7,28,60,0.0,0.0,1015,10,37,98,25,77,13.1,1
2017-08-19,31,87,185,12,7,8,57,0.0,0.0,1015,10,37,98,25,76,11.6,1
2017-08-20,30,87,179,13,8,10,55,0.0,0.0,1015,10,36,97,25,77,11.6,1
2017-08-21,30,85,161,10,6,18,60,0.0,0.1,1017,10,35,95,25,76,11.6,1
2017-08-22,30,86,180,9,6,12,59,0.0,0.0,1016,10,36,96,24,76,11.6,1
2017-08-23,29,85,138,9,6,27,60,0.2,5.0,1014,10,35,95,25,77,11.6,1
2017-08-24,28,82,107,7,5,31,73,0.8,19.3,1011,9,32,90,25,77,11.6,1
2017-08-25,26,78,55,18,11,55,83,0.3,8.3,1011,10,29,84,23,74,9.0,1
2017-08-26,23,74,40,39,25,100,90,1.4,36.1,1007,8,24,75,22,72,6.5,1
2017-08-27,22,72,35,40,25,100,91,1.0,25.8,1007,8,23,73,22,71,6.3,1
2017-08-28,23,73,15,30,19,53,81,0.2,5.3,1009,10,26,79,21,70,10.3,1
2017-08-29,25,77,55,23,14,28,70,0.0,0.1,1011,10,30,85,21,70,11.6,1
2017-08-30,26,79,263,16,10,18,63,0.0,0.0,1012,10,31,88,21,70,11.6,1
2017-08-31,26,79,267,8,5,15,55,0.0,0.0,1014,10,31,88,21,70,11.6,1
2017-09-01,27,81,95,6,4,21,56,0.0,0.0,1016,10,33,91,22,72,11.6,1
2017-09-02,28,82,187,9,6,9,58,0.0,0.0,1017,10,33,91,23,73,11.6,1
2017-09-03,27,81,167,9,6,11,59,0.0,0.0,1018,10,32,90,23,74,11.6,1
2017-09-04,27,80,186,8,5,2,62,0.0,0.0,1016,10,32,89,22,72,11.6,1
2017-09-05,28,82,165,8,5,15,66,0.0,0.2,1015,10,33,92,23,73,11.6,1
2017-09-06,24,75,46,19,12,15,51,0.1,1.8,1018,10,28,82,20,68,11.6,1
2017-09-07,22,71,63,11,7,0,45,0.0,0.0,1020,10,28,82,16,61,11.6,1
2017-09-08,22,72,85,10,6,30,54,0.0,0.0,1019,10,28,82,16,61,8.9,1
2017-09-09,23,73,60,12,7,16,57,0.0,0.0,1020,10,29,84,17,63,11.6,1
2017-09-10,23,73,52,13,8,6,58,0.0,0.0,1019,10,29,84,18,64,11.6,1
2017-09-11,23,74,34,11,7,11,56,0.0,0.0,1017,10,29,84,18,65,11.6,1
2017-09-12,24,76,180,8,5,1,44,0.0,0.0,1012,10,31,89,19,65,11.6,1
2017-09-13,26,78,181,8,5,29,49,0.0,0.0,1009,10,33,91,20,68,8.9,1
2017-09-14,27,80,163,15,9,15,68,0.0,0.0,1010,9,34,93,21,69,11.6,1
2017-09-15,26,79,161,13,8,26,71,0.0,0.0,1012,9,33,92,21,70,10.2,1
2017-09-16,27,81,172,12,7,31,71,0.0,0.2,1014,10,33,91,23,73,10.2,1
2017-09-17,27,81,161,10,6,15,67,0.0,0.0,1015,10,33,91,22,72,11.6,1
2017-09-18,28,82,171,9,6,30,70,0.0,0.3,1014,10,34,93,23,74,10.2,1
2017-09-19,28,82,174,15,9,36,73,0.0,0.5,1012,9,33,92,24,75,11.6,1
2017-09-20,29,84,174,18,11,34,70,0.0,0.0,1012,10,35,94,24,76,11.6,1
2017-09-21,28,82,162,15,9,44,76,0.0,0.3,1013,9,32,90,24,76,11.6,1
2017-09-22,26,79,145,13,8,33,76,0.2,4.8,1013,8,31,87,22,72,11.6,1
2017-09-23,26,79,134,11,7,33,75,0.0,0.9,1012,9,31,89,22,72,11.6,1
2017-09-24,26,79,136,13,8,32,77,0.2,5.5,1011,7,31,88,22,72,11.6,1
2017-09-25,26,78,133,12,7,47,80,0.1,3.0,1011,7,30,87,22,72,10.2,1
2017-09-26,24,75,128,8,5,78,87,0.1,2.5,1012,9,26,78,23,73,6.0,1
2017-09-27,25,76,104,7,5,55,83,0.0,0.0,1014,10,28,82,22,72,8.8,1
2017-09-28,24,75,13,14,8,75,87,0.3,8.2,1016,9,28,82,22,71,8.8,1
2017-09-29,21,70,60,16,10,75,91,0.5,12.9,1018,9,22,72,20,68,8.8,1
2017-09-30,22,72,31,12,8,19,65,0.0,0.0,1018,10,28,82,18,64,11.6,1
2017-10-01,24,74,105,6,4,9,60,0.0,0.0,1014,10,29,84,19,66,11.6,1
2017-10-02,25,77,144,9,6,25,74,0.0,0.1,1013,10,30,85,21,69,11.6,1
2017-10-03,25,77,112,10,7,64,86,0.2,4.1,1017,9,29,85,22,72,8.8,1
2017-10-04,26,78,87,11,7,54,82,0.0,0.5,1021,8,30,86,23,74,10.2,1
2017-10-05,25,77,95,7,4,37,77,0.0,0.0,1018,9,29,84,21,70,11.6,1
2017-10-06,27,80,128,9,6,20,65,0.0,0.0,1013,10,29,84,24,74,11.6,1
2017-10-07,25,76,246,9,6,33,72,0.0,0.0,1008,10,29,84,20,68,7.3,1
2017-10-08,25,78,268,9,5,6,56,0.0,0.0,1006,10,31,89,21,70,11.6,1
2017-10-09,27,80,172,14,9,8,73,0.0,0.2,1008,10,33,91,22,71,11.6,1
2017-10-10,19,66,220,20,12,36,61,0.0,0.2,1019,10,24,75,15,59,11.6,1
2017-10-11,18,65,34,13,8,41,54,0.0,0.0,1021,10,24,75,14,57,11.6,1
2017-10-12,23,73,164,6,4,18,59,0.0,0.0,1018,10,30,85,18,64,11.6,1
2017-10-13,25,77,176,9,6,5,73,0.0,0.0,1017,9,31,88,21,69,11.6,1
2017-10-14,26,78,179,11,7,30,78,0.0,0.0,1016,9,30,86,21,71,11.6,1
