date_local,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,PM2.5
2018-02-12,3,32,15,12,64,0.0,1029,10,8,-1,11.0,13.458332999999998
2018-02-13,6,40,7,100,81,0.0,1029,9,8,4,5.5,19.041667
2018-02-14,13,171,10,84,87,0.0,1024,10,21,7,8.6,14.166667000000002
2018-02-15,19,189,19,87,92,0.0,1018,10,21,16,5.5,9.958333
2018-02-16,18,118,15,83,79,0.0,1019,9,20,15,7.1,8.958333
2018-02-17,12,95,9,74,70,0.0,1019,10,14,10,7.1,10.875
2018-02-18,14,108,13,79,85,0.0,1018,10,21,10,7.1,14.0
2018-02-19,20,171,26,98,87,0.0,1012,10,23,18,5.6,12.166667
2018-02-20,21,166,23,97,91,0.1,1013,7,21,20,5.6,13.0
2018-02-21,9,201,20,98,90,0.5,1022,9,20,5,5.6,3.8260870000000002
2018-02-22,4,135,14,99,84,0.1,1024,9,6,3,5.6,6.375
2018-02-23,12,77,8,92,91,0.1,1020,8,18,6,5.6,11.416667
2018-02-24,20,203,17,73,90,0.0,1012,7,24,18,7.1,14.75
2018-02-25,14,46,11,19,78,0.1,1016,10,18,12,11.3,6.1666669999999995
2018-02-26,14,137,10,11,74,0.0,1021,10,20,9,11.3,9.5
2018-02-27,19,147,16,71,88,0.1,1017,10,25,15,7.3,13.75
2018-02-28,22,176,17,78,86,0.0,1010,9,26,19,7.3,14.333332999999998
2018-03-01,17,158,17,34,68,0.0,1016,9,20,13,11.6,10.291667
2018-03-02,15,70,11,20,73,0.0,1024,10,21,10,11.6,15.75
2018-03-03,16,135,11,62,87,0.0,1021,9,21,12,5.9,17.583333
2018-03-04,20,162,16,74,88,0.0,1016,8,24,17,8.7,11.956522
2018-03-05,20,132,15,56,77,0.1,1013,8,25,16,10.2,7.826086999999999
2018-03-06,15,37,12,19,39,0.0,1019,10,20,10,10.2,4.2916669999999995
2018-03-07,12,30,13,41,37,0.0,1025,10,16,7,11.6,7.0833330000000005
2018-03-08,13,125,11,35,50,0.0,1022,10,19,8,11.6,10.083333
2018-03-09,15,176,18,65,83,0.0,1014,10,20,10,5.9,9.666667
2018-03-10,22,200,15,48,75,0.0,1008,9,30,17,10.2,12.083333
2018-03-11,18,128,25,54,65,0.0,1014,10,20,15,7.4,11.0
2018-03-12,12,74,17,22,50,0.0,1025,10,17,7,11.6,10.958333
2018-03-13,13,48,9,14,52,0.0,1024,10,19,8,11.6,12.416667
2018-03-14,13,86,9,6,46,0.0,1024,10,20,7,11.6,18.208333
2018-03-15,15,180,18,54,78,0.0,1016,10,21,10,7.4,15.125
2018-03-16,22,218,12,47,68,0.0,1012,9,28,17,11.6,11.541667
2018-03-17,21,179,15,73,87,0.2,1011,7,25,18,7.4,17.041667
2018-03-18,22,177,9,54,84,0.0,1009,8,28,19,10.2,18.5
2018-03-19,20,297,18,22,50,0.0,1008,10,25,16,11.6,13.291667000000002
2018-03-20,14,227,15,4,49,0.0,1017,10,21,9,11.6,4.0
2018-03-21,15,128,12,3,50,0.0,1021,10,22,9,11.6,8.958333
2018-03-22,17,169,18,15,69,0.0,1023,10,24,11,11.6,10.791667
2018-03-23,19,178,21,60,83,0.0,1018,10,23,14,8.8,12.416667
2018-03-24,22,192,16,70,82,0.0,1013,10,27,18,8.8,14.125
2018-03-25,21,159,13,82,88,0.0,1012,7,23,20,6.1,13.875
2018-03-26,23,168,22,67,78,0.0,1011,10,28,19,10.2,16.791667
2018-03-27,21,121,18,79,83,0.2,1014,9,25,17,8.9,12.75
2018-03-28,18,114,11,87,91,1.1,1010,8,22,17,7.5,5.1666669999999995
2018-03-29,19,187,12,16,73,0.0,1012,9,26,13,11.6,8.208333
2018-03-30,17,58,15,6,70,0.0,1023,10,21,12,11.6,10.583333
2018-03-31,19,178,19,17,78,0.0,1019,9,25,13,11.6,15.458332999999998
2018-04-01,20,165,16,81,86,0.0,1014,10,23,17,6.2,14.083332999999998
2018-04-02,20,129,15,82,84,0.0,1010,8,25,14,7.5,14.5
2018-04-03,21,153,19,83,83,0.1,1009,9,25,16,6.2,16.25
2018-04-04,14,51,19,6,51,0.0,1023,10,18,9,11.6,7.3478259999999995
2018-04-05,18,160,14,41,66,0.0,1017,10,24,12,10.2,10.75
2018-04-06,23,184,20,60,85,0.0,1009,10,27,19,10.2,14.083332999999998
2018-04-07,10,226,26,69,70,0.0,1016,10,19,4,8.9,7.125
2018-04-08,10,137,11,38,75,0.0,1013,10,18,3,10.3,14.0
2018-04-09,14,50,13,83,86,0.0,1015,8,16,11,6.2,18.0
2018-04-10,16,79,12,13,63,0.0,1024,10,22,10,11.6,13.416667000000002
2018-04-11,18,166,15,2,63,0.0,1020,10,25,11,11.6,13.583332999999998
2018-04-12,20,179,23,46,83,0.0,1012,10,27,16,10.3,12.041667
2018-04-13,23,176,21,65,84,0.2,1005,9,28,21,8.9,20.916667
2018-04-14,15,335,23,15,41,0.0,1016,10,19,12,11.6,9.125
2018-04-15,14,271,11,0,41,0.0,1022,10,21,7,11.6,12.25
2018-04-16,17,166,17,0,57,0.0,1021,10,26,9,11.6,12.458333
2018-04-17,20,182,24,1,71,0.0,1014,10,27,13,11.6,12.083333
2018-04-18,20,114,16,50,71,0.0,1015,9,26,17,9.1,16.208333
2018-04-19,17,41,18,12,46,0.0,1024,10,23,13,13.4,7.8333330000000005
2018-04-20,15,102,15,30,63,0.0,1021,10,20,12,13.4,13.125
2018-04-21,17,137,10,77,92,0.0,1014,8,22,14,9.6,19.25
2018-04-22,16,264,16,4,65,0.0,1018,10,23,10,13.5,6.6666669999999995
2018-04-23,19,228,8,5,55,0.0,1018,10,27,12,13.5,10.083333
2018-04-24,21,135,8,6,63,0.0,1017,10,29,14,13.5,13.375
2018-04-25,20,217,12,22,69,0.0,1018,10,28,15,13.5,11.083333
2018-04-26,17,175,7,9,58,0.0,1017,10,24,10,13.5,8.416667
2018-04-27,19,118,6,18,57,0.0,1017,10,25,14,13.5,12.0
2018-04-28,21,181,9,9,55,0.0,1017,10,27,15,13.6,15.458332999999998
2018-04-29,20,167,13,4,67,0.0,1018,10,26,15,13.6,13.208332999999998
2018-04-30,19,150,18,82,89,0.0,1017,8,23,17,8.5,13.25
2018-05-01,22,156,19,97,93,0.0,1014,10,24,19,8.5,12.0
2018-05-02,24,159,22,76,86,0.0,1014,7,28,22,9.7,15.7
2018-05-03,25,164,19,83,83,0.1,1014,9,29,23,8.5,18.333333
2018-05-04,20,133,13,88,92,0.1,1018,8,22,18,8.5,9.875
2018-05-05,21,195,11,14,69,0.0,1020,10,27,16,13.7,10.708333
2018-05-06,22,191,6,0,60,0.0,1020,10,29,16,13.7,14.0
2018-05-07,24,194,9,3,54,0.0,1019,10,31,17,13.7,14.428571
2018-05-08,24,190,17,24,57,0.0,1017,10,30,17,13.3,8.8
2018-05-11,25,171,21,30,73,0.0,1013,10,30,20,13.3,11.2
2018-05-14,26,167,15,62,75,0.0,1014,10,31,23,12.2,10.5
2018-05-16,27,182,5,11,64,0.0,1012,9,34,20,13.8,11.846153999999999
2018-05-17,27,178,10,4,56,0.0,1011,10,34,21,13.8,12.3125
2018-05-18,26,173,18,15,67,0.0,1009,9,33,21,13.3,14.904762
2018-05-20,24,149,11,44,82,0.2,1014,9,29,22,13.3,5.1
2018-05-21,23,88,9,52,83,0.1,1015,8,29,20,11.0,9.5
2018-05-22,25,147,9,48,79,0.3,1014,6,30,21,13.3,8.083333
2018-05-23,25,151,10,28,78,0.1,1015,8,29,21,13.3,7.0
2018-05-24,26,139,7,28,76,0.0,1016,8,31,21,13.9,7.5
2018-05-25,27,168,9,19,73,0.0,1013,8,33,22,13.9,5.3333330000000005
2018-05-26,28,182,12,4,63,0.0,1009,10,35,22,13.9,6.7
2018-05-29,28,177,12,4,63,0.0,1008,10,35,23,14.0,7.8
2018-05-30,28,172,18,8,69,0.0,1008,10,35,22,14.0,5.5
2018-05-31,28,173,21,33,70,0.0,1010,10,35,23,13.3,8.375
2018-06-01,29,175,17,44,70,0.0,1011,9,36,24,12.2,16.833333
2018-06-02,29,181,15,28,68,0.0,1011,10,37,23,13.3,13.583332999999998
2018-06-03,29,153,9,47,72,0.1,1015,9,35,24,11.1,11.625
2018-06-04,27,160,7,12,68,0.1,1015,10,33,24,14.0,9.583333
2018-06-05,29,174,13,24,65,0.0,1010,10,37,23,13.4,9.458333
2018-06-06,29,166,14,22,66,0.0,1010,10,37,24,13.4,9.291667
2018-06-07,29,161,16,22,66,0.0,1013,10,36,23,13.4,8.2
2018-06-08,28,166,12,36,70,0.1,1016,9,33,23,13.4,8.333333
2018-06-09,27,170,12,41,75,0.2,1016,7,33,22,13.4,11.583333
2018-06-10,28,176,18,37,70,0.0,1012,8,35,23,13.4,22.291667
2018-06-11,29,174,22,38,67,0.0,1010,10,35,24,13.4,15.333332999999998
2018-06-12,29,166,18,48,68,0.0,1012,9,34,24,12.2,9.208333
2018-06-13,29,160,13,34,66,0.0,1015,8,34,23,13.4,10.083333
2018-06-14,28,178,14,30,68,0.0,1015,8,33,23,13.4,6.5
2018-06-15,27,164,15,36,71,0.0,1013,10,32,23,12.2,6.75
2018-06-16,27,148,15,37,75,0.2,1012,9,31,23,13.4,9.9
2018-06-17,27,98,11,44,79,0.0,1012,8,32,23,13.4,6.875
2018-06-18,26,87,15,59,82,0.1,1012,8,31,23,11.1,3.708333
2018-06-19,24,91,14,90,90,0.0,1012,7,27,22,8.8,6.3
2018-06-20,24,89,11,82,89,0.0,1010,7,27,22,9.9,4.5833330000000005
2018-06-21,27,106,8,58,79,0.0,1012,6,33,23,13.4,10.208333
2018-06-22,29,203,15,27,72,0.0,1011,9,36,23,13.4,17.166667
2018-06-23,29,174,21,19,70,0.0,1009,10,35,23,14.1,11.666667
2018-06-24,29,169,24,33,68,0.0,1010,10,35,25,14.1,9.416667
2018-06-25,28,163,18,46,72,0.0,1014,10,33,24,13.4,8.9
2018-06-26,29,167,16,43,71,0.0,1015,9,34,24,13.4,8.958333
2018-06-27,29,179,15,24,66,0.0,1015,10,36,23,14.1,8.125
2018-06-28,29,180,17,30,68,0.0,1014,10,35,24,13.4,9.9
2018-06-29,29,169,19,50,71,0.0,1014,10,35,24,12.2,19.958333
2018-06-30,29,170,20,30,67,0.0,1013,9,36,24,13.4,35.833333
2018-07-01,30,174,19,27,63,0.0,1013,10,38,24,14.0,36.6
2018-07-02,29,175,13,20,64,0.0,1014,10,37,24,13.4,23.130435000000002
2018-07-03,30,182,11,17,63,0.0,1014,8,37,23,13.4,22.5
2018-07-04,26,148,8,50,77,0.1,1015,10,31,23,12.2,16.208333
2018-07-05,26,77,10,36,71,0.0,1020,8,33,21,14.0,15.833332999999998
2018-07-06,28,152,9,26,65,0.2,1019,9,33,24,14.0,10.958333
2018-07-07,27,60,9,25,76,0.3,1017,9,32,23,14.0,7.7916669999999995
2018-07-08,26,111,8,24,77,0.2,1017,10,31,23,14.0,6.2916669999999995
2018-07-09,26,188,9,46,82,0.1,1020,10,30,23,12.2,12.458333
2018-07-10,27,185,9,22,72,0.0,1019,9,33,23,14.0,18.920833
2018-07-11,28,191,11,13,67,0.0,1016,10,34,23,14.0,15.245833
2018-07-12,29,184,11,10,61,0.0,1016,10,35,23,14.0,14.1125
2018-07-13,29,183,14,19,63,0.0,1017,10,35,24,14.0,13.8
2018-07-14,29,185,14,21,66,0.0,1017,10,35,24,13.3,10.195833
2018-07-15,29,186,15,27,66,0.0,1016,10,35,24,13.3,30.020833000000003
2018-07-16,29,188,15,15,62,0.0,1016,9,37,23,13.3,38.3
2018-07-17,29,199,12,3,59,0.0,1017,10,37,22,13.9,23.233333
2018-07-18,30,195,13,6,58,0.0,1014,10,38,24,13.9,18.41
2018-07-19,31,189,14,7,57,0.0,1013,10,38,24,13.9,16.7
2018-07-20,31,188,14,9,57,0.0,1013,9,38,24,13.9,16.254167000000002
2018-07-21,31,194,13,8,58,0.0,1014,9,39,23,13.9,18.7875
2018-07-22,31,202,13,6,54,0.0,1013,9,39,24,13.9,22.1
2018-07-23,33,208,10,16,47,0.0,1011,10,42,25,13.9,14.891667000000002
2018-07-24,31,80,13,25,54,0.0,1014,10,37,27,13.9,14.166667000000002
2018-07-25,30,134,6,17,53,0.0,1016,10,35,25,13.8,18.2
2018-07-26,31,174,10,8,42,0.0,1015,10,37,25,13.8,14.5625
2018-07-27,31,180,13,4,40,0.0,1015,10,38,24,13.8,13.904167000000001
2018-07-28,30,182,10,6,53,0.0,1016,10,37,24,13.8,18.8125
2018-07-29,31,180,12,8,54,0.0,1014,10,38,25,13.8,19.8875
2018-07-30,31,135,12,14,54,0.0,1014,10,36,25,13.8,11.566667
2018-07-31,29,160,10,28,64,0.6,1015,9,33,25,13.8,11.8
2018-08-01,29,79,11,10,48,0.0,1015,10,35,23,13.8,8.563636
2018-08-02,29,142,8,9,44,0.0,1015,10,35,23,13.7,12.033333
2018-08-03,29,155,12,8,48,0.0,1015,10,36,23,13.7,14.4
2018-08-04,28,156,14,27,65,0.0,1015,10,33,23,13.3,10.808333
2018-08-05,28,158,13,22,63,0.1,1018,10,34,23,13.7,11.983333
2018-08-06,28,132,10,31,69,0.0,1018,9,32,23,13.3,6.1
2018-08-07,28,170,12,36,67,0.0,1016,10,33,23,13.3,6.804167
2018-08-08,30,180,14,15,61,0.0,1015,10,36,24,13.7,4.545833
2018-08-09,29,189,11,18,61,0.1,1015,10,36,24,13.6,6.6
2018-08-10,28,152,9,23,66,0.2,1016,9,34,25,13.6,9.516667
2018-08-11,27,181,8,53,76,0.4,1015,9,32,24,13.3,11.354167
2018-08-12,26,151,12,49,80,0.6,1016,9,29,24,12.1,20.670833
2018-08-13,28,165,18,30,70,0.1,1015,9,34,24,13.6,28.508333
2018-08-14,28,172,18,39,69,0.0,1014,10,33,24,13.3,26.670833000000002
2018-08-15,29,178,14,30,65,0.0,1014,10,35,24,13.6,12.1
2018-08-16,30,179,15,31,65,0.0,1016,10,35,25,13.5,12.1375
2018-08-17,30,186,14,8,58,0.0,1017,10,37,24,13.5,12.741667
2018-08-18,31,188,13,9,55,0.0,1015,10,37,24,13.1,11.979167
2018-08-19,30,187,16,12,59,0.0,1012,10,36,25,13.1,7.595833
2018-08-20,30,181,10,21,62,0.1,1014,10,36,25,11.6,8.275
2018-08-21,31,188,8,18,59,0.1,1017,10,37,25,11.6,8.9
2018-08-22,31,145,8,19,58,0.1,1018,10,36,25,11.6,7.316667
2018-08-23,31,176,11,13,54,0.1,1016,10,37,25,11.6,10.041667
2018-08-24,30,179,15,8,56,0.0,1013,10,37,25,11.6,9.4
2018-08-25,30,165,13,19,61,0.0,1015,10,36,24,11.6,8.2
2018-08-26,30,169,13,29,62,0.0,1016,10,35,25,11.6,10.745833
2018-08-27,30,174,16,25,62,0.0,1014,10,36,24,11.6,8.3
2018-08-28,30,171,17,24,62,0.0,1013,10,36,25,11.6,6.825
2018-08-29,29,159,15,21,65,0.0,1015,10,36,25,11.6,6.966667
2018-08-30,29,127,9,19,65,0.0,1015,10,35,23,11.6,7.5
2018-08-31,29,153,10,15,63,0.0,1013,10,35,23,11.6,5.383333
2018-09-01,29,139,9,24,65,0.1,1012,10,34,24,11.6,4.754167
2018-09-02,28,137,9,26,70,0.1,1012,10,34,24,11.6,4.6
2018-09-03,27,148,9,39,79,0.8,1013,9,32,23,11.6,8.7125
2018-09-04,27,124,9,58,80,0.5,1014,8,31,23,11.6,6.618182000000001
2018-09-05,27,99,8,42,80,0.9,1015,8,31,23,10.2,6.0
2018-09-06,27,96,6,30,76,0.2,1016,10,32,24,11.6,6.1666669999999995
2018-09-07,26,194,6,34,81,0.5,1015,9,29,23,11.6,8.291667
2018-09-08,26,195,7,39,81,0.5,1012,9,29,23,11.6,5.7916669999999995
2018-09-09,23,33,10,84,91,0.5,1012,8,24,21,6.2,3.291667
2018-09-10,22,38,10,75,85,0.0,1013,9,24,21,8.9,4.25
2018-09-11,23,43,9,65,83,0.0,1014,9,27,21,8.9,5.2083330000000005
2018-09-12,25,94,10,55,86,0.4,1014,7,29,22,11.6,5.9166669999999995
2018-09-13,25,71,11,50,86,0.2,1015,6,29,22,10.2,6.2083330000000005
2018-09-14,24,71,12,64,88,0.1,1014,9,27,22,7.5,5.9166669999999995
2018-09-15,24,82,15,65,88,0.0,1014,10,27,22,6.1,5.8333330000000005
2018-09-16,25,121,7,31,83,0.2,1014,9,29,22,11.6,4.2083330000000005
2018-09-17,27,223,5,15,73,0.1,1014,10,32,22,11.6,5.4
2018-09-18,28,199,9,17,69,0.0,1014,10,33,24,11.6,7.375
2018-09-19,27,187,9,19,71,0.0,1013,10,32,23,11.6,7.75
2018-09-20,26,158,12,47,82,0.2,1013,10,30,24,10.2,7.3
2018-09-21,27,164,13,58,83,0.5,1013,8,31,24,10.2,5.9583330000000005
2018-09-22,23,282,14,66,81,0.0,1013,10,26,20,7.4,3.041667
2018-09-23,21,275,7,83,81,0.0,1013,10,24,19,6.0,2.7
2018-09-24,24,182,4,49,79,0.0,1012,10,28,21,10.2,5.5416669999999995
2018-09-25,26,175,12,16,77,0.1,1013,10,32,22,11.6,5.5
2018-09-26,25,143,12,30,82,0.3,1016,8,29,21,10.2,8.708333
2018-09-27,20,209,13,35,67,0.0,1017,10,25,17,11.6,4.7083330000000005
2018-09-28,22,131,6,43,83,0.1,1017,9,27,18,7.4,9.333333
2018-09-29,23,114,7,63,89,0.2,1019,5,26,21,11.6,5.0833330000000005
2018-09-30,24,97,8,65,86,0.0,1018,7,28,21,10.2,6.625
2018-10-01,24,118,7,43,85,0.3,1019,6,29,21,11.6,5.0833330000000005
2018-10-02,25,146,9,46,85,0.2,1018,6,29,21,10.2,6.571428999999999
2018-10-03,26,175,11,46,82,0.0,1016,8,31,22,11.6,6.285714
2018-10-05,26,167,12,53,83,0.0,1014,8,30,23,10.2,8.538461999999999
2018-10-06,25,156,11,50,84,0.4,1013,7,29,23,11.6,5.6666669999999995
2018-10-07,25,149,15,44,86,0.1,1012,6,29,23,11.6,6.0
2018-10-08,24,130,13,65,89,0.2,1010,9,27,22,8.8,7.4
2018-10-09,24,171,12,41,85,0.2,1007,9,28,22,11.6,5.5
2018-10-10,20,154,10,9,79,0.0,1012,9,24,19,11.6,3.125
2018-10-11,18,49,12,35,73,0.0,1017,10,20,15,10.2,4.9
2018-10-12,22,138,10,45,78,0.1,1014,10,28,17,10.2,7.3333330000000005
2018-10-13,25,182,17,51,86,0.3,1009,9,30,22,10.2,5.7083330000000005
2018-10-14,25,132,11,46,84,0.1,1010,10,31,19,10.2,7.25
2018-10-15,10,223,29,97,89,0.3,1021,9,21,7,5.8,1.166667
2018-10-16,9,175,22,100,91,0.1,1022,9,10,7,4.2,1.458333
2018-10-17,11,54,19,100,92,0.1,1025,9,13,10,4.2,2.9
2018-10-18,13,19,17,100,89,0.1,1025,10,15,11,4.2,7.3333330000000005
2018-10-19,15,186,12,98,94,0.3,1021,9,16,14,4.2,6.2916669999999995
2018-10-20,17,141,16,67,87,0.0,1021,8,19,15,5.7,4.4583330000000005
2018-10-21,16,32,15,28,61,0.0,1024,10,20,12,8.7,5.4583330000000005
2018-10-22,14,83,6,64,70,0.0,1022,10,17,12,7.2,7.3333330000000005
2018-10-23,14,80,9,68,81,0.0,1021,10,17,12,4.2,5.9
2018-10-24,14,161,10,98,92,0.3,1017,8,15,12,4.2,6.5
2018-10-25,15,322,11,60,84,0.0,1014,7,19,14,5.7,3.325
2018-10-26,18,213,8,4,75,0.0,1015,10,24,14,8.7,9.583333
2018-10-27,21,230,12,3,71,0.0,1017,10,27,15,8.7,11.5
2018-10-28,21,216,13,0,66,0.0,1020,10,27,16,8.7,9.416667
2018-10-29,21,198,15,30,78,0.0,1018,10,26,17,7.2,8.0
2018-10-30,22,186,20,41,83,0.0,1014,10,27,19,5.7,6.9583330000000005
2018-10-31,22,229,17,77,87,0.9,1010,6,27,18,4.1,5.4583330000000005
2018-11-01,14,296,15,9,65,0.0,1015,10,18,10,8.7,3.916667
2018-11-02,15,228,9,2,55,0.0,1018,10,22,10,8.7,5.823529
2018-11-03,18,189,21,17,69,0.0,1014,10,23,12,8.7,5.3333330000000005
2018-11-04,17,153,13,20,72,0.1,1017,9,20,13,8.7,4.3333330000000005
2018-11-05,19,198,15,43,83,0.0,1010,10,24,14,5.6,11.666667
2018-11-06,21,172,6,42,89,0.0,1011,10,25,18,5.6,14.125
2018-11-07,23,134,10,80,87,0.1,1013,7,27,18,4.1,13.833332999999998
2018-11-08,15,19,15,100,88,0.2,1016,10,16,14,4.1,8.458333
2018-11-09,11,13,27,70,78,0.0,1024,10,13,9,5.6,3.75
2018-11-10,8,59,12,48,56,0.0,1028,10,11,7,8.7,4.4166669999999995
2018-11-11,8,76,8,89,73,0.1,1020,10,10,6,4.1,6.6666669999999995
2018-11-12,8,229,24,94,84,0.1,1021,8,10,3,4.1,3.083333
2018-11-13,3,346,23,39,59,0.0,1033,10,6,1,8.7,5.2916669999999995
2018-11-14,4,273,10,0,46,0.0,1032,10,11,-1,8.7,5.875
2018-11-15,8,190,9,32,53,0.0,1025,10,16,2,8.7,11.833333
2018-11-16,12,209,12,11,53,0.0,1022,10,18,6,8.7,11.625
2018-11-17,14,184,12,39,83,0.0,1019,9,20,8,7.1,11.625
2018-11-18,11,177,15,97,81,0.0,1023,10,16,7,4.0,6.6666669999999995
2018-11-19,8,19,13,93,72,0.0,1023,10,10,6,3.9,5.375
2018-11-20,9,66,13,0,65,0.0,1026,10,15,6,8.7,11.75
2018-11-21,9,124,7,44,71,0.0,1027,9,11,5,5.5,12.5
2018-11-22,12,103,6,41,76,0.0,1024,10,17,9,8.7,10.375
2018-11-23,16,231,14,34,69,0.0,1014,10,23,10,7.1,9.041667
2018-11-24,17,222,11,18,47,0.0,1010,10,23,13,8.7,8.75
2018-11-25,15,289,22,36,62,0.0,1012,10,18,10,8.7,5.5416669999999995
2018-11-26,8,187,15,27,44,0.0,1026,10,13,6,8.7,4.7083330000000005
2018-11-27,9,170,10,13,46,0.0,1023,10,16,4,8.7,8.583333
2018-11-28,13,199,20,40,65,0.0,1015,10,19,8,7.1,5.625
2018-11-29,17,196,18,50,87,0.0,1012,10,23,14,7.1,7.625
2018-11-30,19,184,17,85,88,0.0,1008,9,22,17,3.8,8.208333
2018-12-01,18,275,16,9,49,0.0,1005,9,23,15,8.7,6.875
2018-12-02,15,166,12,3,48,0.0,1010,10,19,12,8.7,4.75
2018-12-03,11,30,17,11,58,0.0,1019,10,14,8,8.7,2.809524
2018-12-04,7,36,13,7,60,0.0,1027,10,12,4,8.7,4.0416669999999995
2018-12-05,8,85,10,27,53,0.0,1029,10,13,4,8.7,8.458333
2018-12-06,11,115,8,95,82,0.1,1023,9,14,9,3.8,8.458333
2018-12-07,10,50,19,100,92,0.2,1023,10,12,8,3.8,2.583333
2018-12-08,7,345,23,94,84,0.0,1022,10,8,5,3.8,1.583333
2018-12-09,6,344,16,48,77,0.0,1027,10,10,3,5.4,6.4583330000000005
2018-12-10,7,278,7,2,58,0.0,1029,10,14,3,8.7,6.875
2018-12-11,9,194,13,30,67,0.0,1027,10,14,5,8.7,12.272727
2018-12-12,14,188,15,77,89,0.0,1016,8,18,10,3.8,7.5
2018-12-13,15,250,23,42,72,0.1,1008,9,20,9,8.7,4.125
2018-12-14,8,321,31,70,64,0.0,1017,10,9,6,3.8,1.666667
2018-12-15,11,326,13,1,43,0.0,1023,10,17,6,8.7,6.9166669999999995
2018-12-16,12,230,6,40,37,0.0,1025,10,18,8,5.4,9.7
2018-12-17,14,209,8,55,41,0.0,1023,10,19,11,5.4,10.958333
2018-12-18,12,139,7,56,75,0.0,1018,9,17,8,7.1,11.291667
2018-12-19,14,112,7,71,92,0.2,1011,8,16,12,7.1,11.125
2018-12-20,12,321,23,18,58,0.0,1016,10,16,10,8.7,2.190476
2018-12-21,11,258,12,1,43,0.0,1018,10,17,7,8.7,2.791667
2018-12-22,15,212,17,34,48,0.0,1014,10,23,9,8.7,10.166667
2018-12-23,12,69,15,4,57,0.0,1024,10,15,9,8.7,4.1666669999999995
2018-12-24,9,111,9,30,70,0.0,1023,9,15,6,7.1,16.25
2018-12-25,16,155,13,82,91,0.0,1017,8,20,13,5.4,7.1666669999999995
2018-12-26,18,148,24,99,93,0.4,1011,7,20,16,3.8,5.2083330000000005
2018-12-27,16,247,12,12,66,0.3,1009,9,19,12,8.7,2.708333
2018-12-28,7,21,20,11,63,0.0,1019,10,10,5,8.7,4.3333330000000005
2018-12-29,6,100,21,82,66,0.0,1024,10,6,5,5.4,5.9583330000000005
2018-12-30,5,153,10,100,82,0.2,1019,9,6,4,3.8,11.541667
2018-12-31,9,232,10,25,71,0.0,1014,10,16,4,8.7,22.625
2019-01-01,7,15,13,41,72,0.0,1022,10,10,3,5.4,41.041667
2019-01-02,4,121,13,97,84,2.0,1021,7,4,3,3.8,6.625
2019-01-03,5,315,11,59,74,0.4,1018,8,8,2,5.4,7.125
2019-01-04,9,308,5,2,66,0.0,1019,10,14,1,8.7,10.875
2019-01-05,12,216,5,0,67,0.0,1020,10,17,3,8.7,14.958332999999998
2019-01-06,14,182,7,45,79,0.0,1018,10,19,6,7.1,10.916667
2019-01-07,17,221,6,59,76,0.0,1019,8,21,12,5.4,7.9565220000000005
2019-01-08,16,225,5,19,70,0.0,1023,8,20,11,8.7,8.6
2019-01-09,12,40,9,25,56,0.0,1030,10,14,8,8.7,3.058824
2019-01-10,10,125,3,49,60,0.0,1026,10,13,6,7.1,6.5833330000000005
2019-01-11,11,150,6,88,85,0.2,1018,9,14,8,3.8,6.9166669999999995
2019-01-12,12,319,12,30,78,0.1,1021,10,13,10,8.7,4.375
2019-01-13,8,19,9,4,70,0.0,1028,10,12,2,8.7,7.5416669999999995
2019-01-14,7,35,6,24,69,0.0,1030,10,11,2,8.7,14.5
2019-01-15,9,153,4,84,73,0.0,1026,10,12,5,3.8,14.375
2019-01-16,14,168,6,90,78,0.0,1021,9,18,8,3.8,15.0
2019-01-17,17,287,6,25,74,0.0,1020,8,23,10,8.7,5.6666669999999995
2019-01-18,18,200,9,33,79,0.0,1013,10,22,11,8.7,10.041667
2019-01-19,9,335,22,11,51,0.0,1019,10,11,7,8.7,3.291667
2019-01-20,6,54,7,8,52,0.0,1028,10,12,0,8.7,3.875
2019-01-21,9,167,12,18,68,0.0,1020,10,15,1,8.7,6.4583330000000005
2019-01-22,15,187,13,93,72,0.1,1012,10,19,11,3.9,6.5
2019-01-23,6,338,15,31,52,0.3,1021,9,8,2,10.7,5.3333330000000005
2019-01-24,9,182,5,1,55,0.0,1021,10,15,1,10.8,10.076922999999999
2019-01-25,7,116,7,76,64,0.0,1026,10,12,3,5.4,7.375
2019-01-26,11,74,4,52,76,0.0,1023,10,14,6,10.0,6.9583330000000005
2019-01-27,11,342,3,39,73,0.8,1022,8,16,5,10.8,8.375
2019-01-28,13,211,14,28,63,0.0,1013,10,19,7,10.8,7.3333330000000005
2019-01-29,5,36,14,24,43,0.0,1026,10,8,1,10.8,2.958333
2019-01-30,7,131,6,80,50,0.0,1024,10,12,2,5.4,5.375
2019-01-31,11,130,6,100,76,0.0,1020,6,15,5,5.4,7.7083330000000005
2019-02-01,15,84,7,97,87,0.1,1018,8,19,11,5.4,7.9583330000000005
2019-02-02,16,136,7,92,87,0.0,1016,6,19,13,5.4,11.833333
2019-02-03,18,196,10,94,80,0.0,1011,7,22,13,5.4,11.25
2019-02-04,20,216,8,76,80,0.0,1010,11,25,15,7.0,17.5
2019-02-05,20,187,12,84,90,0.0,1012,9,21,18,5.5,22.090909
2019-02-06,21,192,18,100,92,0.1,1011,8,23,20,5.5,19.0
