date,avgtempC,avgtempF,winddirDegree,windspeedKmph,windspeedMiles,cloudcover,humidity,precipInches,precipMM,pressure,visibility,maxtempC,maxtempF,mintempC,mintempF,sunHour,uvIndex
2019-03-22,20,68,164,14,9,26,58,0.0,0.0,1019,10,25,76,14,57,10.2,1
2019-03-23,18,65,166,15,9,86,74,0.0,1.0,1018,9,20,68,12,54,6.1,1
2019-03-24,21,69,194,16,10,78,84,0.0,1.0,1017,8,23,74,14,58,6.1,1
2019-03-25,22,72,124,13,8,56,75,0.0,0.3,1019,10,25,78,18,65,8.8,1
2019-03-26,19,66,63,14,9,10,60,0.0,0.0,1025,10,24,76,13,56,11.6,1
2019-03-27,19,66,149,15,9,17,67,0.0,0.0,1024,11,24,76,12,54,11.6,1
2019-03-28,20,68,168,20,12,26,69,0.0,0.1,1020,20,26,78,13,55,11.6,1
2019-03-29,20,69,175,20,13,79,80,0.0,0.3,1015,19,25,78,16,61,6.1,1
2019-03-30,19,67,168,19,12,81,79,0.1,1.8,1015,19,24,75,16,61,6.1,1
2019-03-31,11,51,19,22,14,21,46,0.0,0.0,1026,10,14,57,8,47,11.6,1
2019-04-01,12,54,27,9,6,17,50,0.0,0.0,1024,10,19,65,6,42,11.6,1
2019-04-02,15,59,164,12,7,29,52,0.0,0.0,1022,10,21,71,7,44,11.6,1
2019-04-03,16,60,151,17,10,98,85,0.1,2.5,1019,9,18,64,10,49,6.2,1
2019-04-04,24,76,229,14,8,52,74,0.1,1.8,1014,8,31,88,18,65,8.9,1
2019-04-05,23,73,113,9,6,74,81,0.0,0.5,1014,10,27,81,19,66,7.5,1
2019-04-06,23,73,183,13,8,90,85,0.5,13.2,1011,7,25,78,20,68,6.2,1
2019-04-07,24,75,146,10,6,52,71,0.3,8.1,1013,6,31,88,20,68,10.3,1
2019-04-08,24,75,309,14,8,41,51,0.0,0.9,1014,10,30,86,17,62,11.6,1
2019-04-09,26,79,162,9,5,0,50,0.0,0.0,1013,10,31,88,20,68,11.6,1
2019-04-10,26,79,186,25,15,0,53,0.0,0.0,1004,10,33,91,18,64,11.6,1
2019-04-11,25,77,289,18,11,8,34,0.0,0.0,1004,10,29,84,18,65,11.6,1
2019-04-12,20,68,91,13,8,23,57,0.1,3.6,1009,10,27,80,12,54,11.6,1
2019-04-13,24,76,237,25,15,61,65,0.5,13.7,1003,7,28,82,19,65,8.9,1
2019-04-14,16,61,325,18,11,2,46,0.0,0.0,1017,10,23,73,9,49,11.6,1
2019-04-15,20,68,180,20,13,18,56,0.0,0.0,1016,10,26,79,12,54,11.6,1
2019-04-16,21,70,170,23,14,85,81,0.0,0.8,1015,9,25,77,16,61,6.3,1
2019-04-17,25,76,187,24,15,86,82,0.1,2.1,1009,8,28,83,20,68,6.5,1
2019-04-18,23,73,320,19,12,53,58,1.5,38.6,1008,8,27,80,19,65,10.3,1
2019-04-19,20,69,344,19,12,8,38,0.0,0.0,1018,10,23,74,16,62,13.0,1
2019-04-20,21,69,186,12,7,0,50,0.0,0.0,1018,10,27,80,13,56,13.4,1
2019-04-21,23,74,177,24,15,6,67,0.0,0.0,1014,10,29,84,15,59,13.4,1
2019-04-22,22,72,161,20,12,88,79,0.0,0.6,1015,9,27,81,19,65,9.6,1
2019-04-23,23,73,156,19,12,84,82,0.1,3.7,1014,10,26,80,19,66,8.4,1
2019-04-24,22,72,151,19,12,91,85,1.2,31.1,1010,8,25,77,19,66,8.4,1
2019-04-25,23,74,298,12,7,4,57,0.0,0.0,1012,10,31,87,14,58,13.5,1
2019-04-26,23,73,41,12,8,3,55,0.0,0.0,1019,10,27,81,17,63,13.5,1
2019-04-27,24,76,190,19,12,4,63,0.0,0.0,1013,10,29,85,18,64,13.5,1
2019-04-28,23,74,161,19,12,52,78,0.0,0.2,1012,10,29,84,18,65,10.9,1
2019-04-29,24,75,165,21,13,73,79,0.0,0.8,1012,8,30,85,19,67,9.7,1
2019-04-30,25,77,171,24,15,90,83,0.1,3.2,1012,10,28,82,23,73,8.5,1
2019-05-01,25,76,150,20,12,84,84,0.2,3.9,1012,9,27,81,23,74,8.5,1
2019-05-02,26,79,161,19,12,80,82,1.4,36.0,1013,9,30,85,20,69,8.5,1
2019-05-03,24,75,175,13,8,88,85,3.4,85.9,1011,5,26,80,20,69,8.5,1
2019-05-04,24,76,31,9,6,61,74,1.1,27.3,1011,9,29,83,19,66,9.7,1
2019-05-05,24,76,151,12,7,13,71,0.0,0.0,1012,10,30,85,18,64,13.7,1
2019-05-06,23,74,145,14,9,62,81,0.0,0.2,1013,10,26,78,20,67,9.7,1
2019-05-07,25,78,141,15,9,71,82,0.5,13.5,1012,7,29,85,21,69,9.8,1
2019-05-08,27,80,191,22,13,76,83,0.7,17.1,1006,7,30,86,22,71,9.8,1
2019-05-09,28,82,89,15,9,76,77,0.0,0.4,1009,7,31,88,22,71,10.9,1
2019-05-10,15,59,18,22,13,99,77,0.1,3.8,1014,9,20,67,13,56,8.6,1
2019-05-11,19,67,244,11,7,81,80,0.2,6.0,1012,10,23,73,16,60,9.8,1
2019-05-12,21,70,136,10,6,2,67,0.0,0.0,1012,10,26,79,15,58,13.8,1
2019-05-13,23,73,110,9,6,8,67,0.0,0.0,1013,10,28,82,16,61,13.8,1
2019-05-14,25,76,122,9,6,68,69,0.4,10.8,1015,9,28,83,20,67,9.8,1
2019-05-15,25,78,125,9,6,44,71,0.2,5.6,1015,9,29,84,19,67,12.2,1
2019-05-16,26,78,161,12,8,15,70,0.0,0.0,1015,10,30,87,19,66,13.8,1
2019-05-17,27,80,166,19,12,81,79,0.1,1.6,1010,9,31,88,22,71,8.6,1
2019-05-18,26,79,193,22,14,91,84,0.2,4.9,1006,10,28,82,21,69,8.7,1
2019-05-19,29,85,166,12,7,57,76,0.1,2.0,1009,10,33,92,24,75,12.2,1
2019-05-20,28,82,161,26,16,80,78,0.1,1.4,1008,8,32,90,25,77,8.7,1
2019-05-21,29,84,264,20,12,53,55,0.7,18.9,1005,8,33,91,25,77,11.0,1
2019-05-22,27,81,166,20,13,64,78,0.0,1.1,1008,7,32,90,22,72,11.0,1
2019-05-23,28,83,155,26,16,76,75,0.1,1.4,1013,9,33,91,25,77,9.9,1
2019-05-24,28,83,155,25,15,75,72,0.1,1.5,1014,8,32,89,25,77,8.7,1
2019-05-25,28,83,154,22,14,71,74,0.1,1.6,1015,10,32,90,23,74,8.7,1
2019-05-26,28,82,160,20,12,57,73,0.0,0.6,1015,10,32,90,22,72,11.0,1
2019-05-27,27,81,170,22,14,59,72,0.0,0.4,1012,10,32,89,22,72,11.0,1
2019-05-28,28,82,177,23,15,84,74,0.0,0.5,1008,10,33,91,24,75,9.9,1
2019-05-29,29,84,175,24,15,82,76,0.1,2.2,1007,10,32,89,24,76,8.7,1
2019-05-30,27,80,29,11,7,84,79,0.5,12.2,1012,9,30,86,24,74,8.7,1
2019-05-31,28,83,131,9,6,84,74,0.5,13.0,1014,9,33,92,23,73,8.7,1
2019-06-01,29,84,150,9,6,71,74,0.1,1.6,1013,10,33,92,24,75,8.7,1
2019-06-02,28,83,158,12,8,39,72,0.0,0.1,1013,10,33,92,24,74,12.2,1
2019-06-03,29,84,148,13,8,45,70,0.0,0.2,1014,10,33,92,24,76,11.0,1
2019-06-04,29,84,148,12,8,69,70,0.1,3.1,1013,10,33,91,24,75,11.1,1
2019-06-05,30,85,66,8,5,79,74,0.3,6.7,1009,10,33,92,24,74,8.8,1
2019-06-06,31,88,277,6,4,69,68,0.4,10.7,1008,9,39,101,22,72,11.1,1
2019-06-07,30,86,320,13,8,10,45,0.0,0.0,1008,10,34,94,24,74,14.0,1
2019-06-08,32,89,230,8,5,2,52,0.0,0.0,1009,11,37,99,25,78,14.0,1
2019-06-09,32,90,166,9,6,4,59,0.0,0.0,1012,19,37,98,26,80,14.0,1
2019-06-10,26,79,19,20,13,47,66,0.5,12.9,1020,9,30,86,24,74,12.2,1
2019-06-11,25,76,47,10,6,48,57,0.0,0.0,1019,16,27,81,22,72,13.4,1
2019-06-12,28,82,41,8,5,11,55,0.0,0.0,1016,20,33,91,21,71,14.0,1
2019-06-13,28,82,93,13,8,12,43,0.0,0.0,1018,20,32,89,21,71,14.1,1
2019-06-14,29,85,180,19,12,22,56,0.0,0.0,1015,20,34,94,22,72,14.1,1
2019-06-15,30,86,184,24,15,65,67,0.0,0.2,1011,20,36,96,23,74,11.1,1
2019-06-16,31,87,183,22,14,70,66,0.8,19.3,1010,20,35,96,25,77,9.9,1
2019-06-17,30,86,186,11,7,48,67,0.0,0.5,1011,20,36,96,24,75,12.2,1
2019-06-18,31,88,172,9,6,47,63,0.0,0.2,1012,18,35,96,24,76,13.4,1
2019-06-19,33,91,197,20,12,18,59,0.0,0.6,1009,10,39,101,25,77,14.1,1
2019-06-20,32,90,190,20,12,45,66,0.0,0.0,1008,10,39,102,25,77,12.2,1
2019-06-21,33,91,179,25,16,67,66,0.0,0.3,1010,10,39,101,26,79,11.1,1
2019-06-22,31,88,175,26,16,68,68,0.1,1.4,1011,10,36,96,27,80,11.1,1
2019-06-23,30,87,180,26,16,80,69,0.0,0.9,1010,10,34,93,27,81,9.9,1
2019-06-24,32,89,177,17,10,64,66,0.1,2.0,1010,10,37,99,27,80,11.1,1
2019-06-25,30,86,137,13,8,57,65,0.1,2.3,1014,10,34,94,24,75,8.8,1
2019-06-26,27,81,142,14,9,43,69,0.0,1.1,1018,10,32,90,22,72,14.1,1
2019-06-27,31,87,155,13,8,51,66,0.0,0.7,1020,10,36,97,24,75,13.4,1
2019-06-28,31,88,182,10,6,45,63,0.1,2.4,1019,10,37,98,24,75,14.1,1
2019-06-29,31,88,204,10,6,58,57,0.0,1.2,1017,10,37,98,24,75,12.2,1
2019-06-30,29,83,237,17,10,74,61,0.7,17.5,1016,8,32,90,25,77,9.9,1
2019-07-01,29,84,195,15,9,59,63,0.3,7.4,1015,9,35,94,24,74,12.2,1
2019-07-02,30,86,171,16,10,56,67,0.2,4.1,1014,9,35,94,23,74,13.4,1
2019-07-03,29,85,183,15,10,59,69,0.0,0.3,1012,10,34,92,23,74,11.1,1
2019-07-04,31,87,177,22,13,56,66,0.3,8.0,1013,9,36,97,25,77,11.1,1
2019-07-05,31,88,177,20,13,59,65,0.0,0.2,1016,10,37,99,26,78,12.2,1
2019-07-06,32,90,168,16,10,48,59,0.0,0.2,1017,10,38,101,25,77,13.4,1
2019-07-07,32,90,201,14,9,35,59,0.0,0.1,1015,10,38,101,25,77,14.0,1
2019-07-08,32,90,205,15,9,37,59,0.0,0.5,1013,10,39,101,25,77,13.4,1
2019-07-09,33,92,189,16,10,42,58,0.0,0.7,1012,10,39,102,26,79,14.0,1
2019-07-10,34,93,141,12,8,48,60,0.1,1.8,1013,9,39,103,26,79,14.0,1
2019-07-11,33,92,30,12,7,49,54,0.2,4.0,1013,10,37,98,28,83,12.2,1
2019-07-12,32,90,21,15,10,31,47,0.0,0.4,1010,10,36,97,27,81,13.3,1
2019-07-13,31,88,8,16,10,75,53,0.0,0.9,1010,10,34,94,26,79,8.7,1
2019-07-14,31,88,12,13,8,50,59,0.2,4.5,1012,10,35,94,27,80,12.2,1
2019-07-15,33,92,216,7,4,51,58,0.2,4.6,1012,10,37,99,27,80,14.0,1
2019-07-16,32,90,190,19,12,36,64,0.0,0.2,1014,10,37,99,26,78,13.9,1
2019-07-17,31,88,172,19,12,58,66,0.0,0.1,1015,10,37,98,25,78,11.0,1
2019-07-18,31,88,180,20,12,42,64,0.0,0.0,1014,10,38,100,25,76,12.2,1
2019-07-19,32,89,171,21,13,25,63,0.0,0.0,1013,10,37,99,24,75,13.9,1
2019-07-20,32,89,174,19,12,15,57,0.0,0.0,1013,10,38,100,24,75,13.9,1
2019-07-21,32,90,180,17,11,6,53,0.0,0.0,1013,10,38,101,24,75,13.9,1
2019-07-22,33,91,92,10,6,32,54,0.0,0.2,1014,10,38,100,25,78,13.9,1
2019-07-23,30,85,25,20,12,40,48,0.2,5.5,1017,10,33,92,25,78,13.3,1
2019-07-24,29,84,33,16,10,4,38,0.0,0.0,1018,10,33,92,23,74,13.9,1
2019-07-25,28,83,64,12,7,2,38,0.0,0.0,1018,10,34,93,21,71,13.9,1
2019-07-26,30,86,112,9,6,5,43,0.0,0.0,1018,10,35,95,23,73,13.8,1
2019-07-27,31,88,108,11,7,24,49,0.0,0.0,1018,10,37,99,25,77,13.3,1
2019-07-28,31,88,189,17,11,30,57,0.0,0.1,1016,10,36,96,25,76,13.8,1
2019-07-29,32,89,193,17,11,59,59,0.0,0.4,1015,10,38,100,25,77,11.0,1
2019-07-30,33,91,250,12,7,66,59,0.1,2.6,1015,10,39,102,26,78,9.8,1
2019-07-31,34,92,125,9,6,30,53,0.1,1.5,1015,10,39,102,26,80,13.8,1
2019-08-01,33,92,128,12,7,14,50,0.0,0.0,1015,10,39,102,26,79,13.8,1
2019-08-02,34,92,106,10,6,30,52,0.0,0.9,1014,10,39,102,27,80,13.3,1
2019-08-03,27,81,142,10,6,54,64,0.1,2.6,1013,10,29,84,21,69,10.9,1
2019-08-04,28,82,179,12,7,69,68,0.7,17.8,1012,9,33,91,26,78,10.9,1
2019-08-05,33,91,151,10,6,67,60,0.4,9.6,1013,9,37,99,26,79,10.9,1
2019-08-06,33,91,141,10,6,49,60,0.1,1.6,1012,10,38,100,26,79,13.3,1
2019-08-07,33,91,192,14,9,25,57,0.0,0.2,1012,10,39,102,26,79,13.7,1
2019-08-08,33,92,191,17,10,22,55,0.0,0.0,1012,10,39,103,27,80,13.7,1
2019-08-09,33,92,186,20,12,15,55,0.0,0.0,1012,10,40,104,26,79,13.6,1
2019-08-10,33,92,184,18,11,29,56,0.0,0.0,1013,10,40,104,26,78,13.3,1
2019-08-11,33,92,195,16,10,25,55,0.0,0.0,1014,10,39,103,26,80,13.3,1
2019-08-12,34,93,191,16,10,13,52,0.0,0.0,1012,10,41,105,27,80,13.6,1
2019-08-13,35,95,144,15,9,17,49,0.0,0.0,1011,10,41,106,27,81,13.6,1
2019-08-14,34,94,130,12,7,27,54,0.1,3.1,1013,10,39,102,28,82,13.6,1
2019-08-15,34,93,91,7,4,56,53,0.2,5.7,1014,9,39,101,28,83,10.9,1
2019-08-16,35,94,223,10,6,9,52,0.0,0.0,1012,10,41,106,28,82,13.5,1
2019-08-17,33,91,180,16,10,38,56,0.0,1.2,1010,10,39,102,27,80,13.3,1
2019-08-18,33,92,187,19,12,30,56,0.0,0.0,1011,10,40,103,27,80,13.1,1
2019-08-19,33,92,171,16,10,31,57,0.0,0.0,1013,10,39,102,27,80,13.1,1
2019-08-20,33,91,174,13,8,29,53,0.0,0.2,1015,10,37,98,27,81,11.6,1
2019-08-21,33,91,172,13,8,41,50,0.0,0.5,1014,10,38,100,26,79,11.6,1
2019-08-22,32,90,155,15,9,32,55,0.2,6.0,1013,10,39,101,26,78,11.6,1
2019-08-23,32,89,140,11,7,48,62,0.3,7.1,1012,10,36,96,26,79,11.6,1
2019-08-24,33,91,207,10,6,55,62,0.6,14.9,1012,9,38,101,27,80,9.1,1
2019-08-25,32,90,216,10,6,46,60,0.1,3.3,1009,10,36,98,27,80,11.6,1
2019-08-26,32,89,182,16,10,7,58,0.0,0.0,1008,10,38,100,26,79,11.6,1
2019-08-27,33,91,167,16,10,27,58,0.0,0.1,1011,10,38,101,27,80,11.6,1
2019-08-28,33,91,95,8,5,57,56,0.4,9.8,1015,9,37,98,28,82,10.3,1
2019-08-29,31,88,169,10,6,67,62,1.0,25.9,1015,8,33,92,27,81,7.6,1
2019-08-30,31,89,147,12,8,32,60,0.1,2.4,1015,10,36,97,26,80,11.6,1
2019-08-31,31,89,146,9,5,44,60,0.1,1.5,1015,9,36,96,26,79,10.3,1
2019-09-01,30,87,86,8,5,70,58,0.5,11.8,1016,9,34,92,27,80,7.6,1
2019-09-02,32,90,65,11,7,6,46,0.0,0.0,1016,10,36,96,27,81,11.6,1
2019-09-03,33,91,66,11,7,14,46,0.0,0.0,1014,10,35,96,28,83,11.6,1
2019-09-04,32,90,75,12,8,48,51,0.1,3.8,1015,10,36,97,28,82,8.9,1
2019-09-05,32,90,109,11,7,10,50,0.0,0.0,1017,10,37,98,28,82,11.6,1
2019-09-06,34,92,192,10,6,11,49,0.0,0.0,1016,10,39,102,27,81,11.6,1
2019-09-07,32,90,169,13,8,5,42,0.0,0.0,1015,10,37,98,27,80,11.6,1
2019-09-08,32,89,172,18,11,26,58,0.0,0.0,1014,10,38,100,25,77,11.6,1
2019-09-09,30,87,162,17,10,52,65,0.1,2.1,1014,10,34,94,25,76,10.2,1
2019-09-10,30,86,152,15,10,68,63,0.5,13.8,1016,9,34,94,25,77,8.9,1
2019-09-11,30,86,177,16,10,63,67,0.7,16.9,1017,8,35,94,25,76,8.9,1
2019-09-12,29,84,173,12,7,56,67,0.1,2.2,1016,10,34,94,24,75,10.2,1
2019-09-13,30,86,124,11,7,23,60,0.1,1.7,1018,10,35,94,25,76,11.6,1
2019-09-14,32,89,93,9,5,47,49,0.1,1.7,1018,10,36,96,27,81,10.2,1
2019-09-15,0,32,0,11,7,81,42,0.0,0.1,1015,10,0,32,0,32,11.6,1
2019-09-16,9,48,158,11,7,34,49,0.0,0.1,1015,10,35,95,0,32,11.6,1
2019-09-17,29,85,45,11,7,55,64,0.2,3.9,1012,10,33,91,25,78,8.8,1
2019-09-18,29,85,333,8,5,71,64,0.1,1.4,1011,10,33,92,25,77,7.5,1
2019-09-19,32,90,200,10,6,67,59,0.5,12.0,1010,9,36,97,27,81,7.5,1
2019-09-20,30,85,168,23,14,75,71,1.7,43.0,1013,7,34,92,26,79,6.1,1
2019-09-21,29,85,153,19,12,74,73,0.2,4.7,1016,9,33,91,25,77,6.1,1
2019-09-22,29,84,188,15,9,55,70,0.0,0.4,1015,10,33,91,24,75,8.8,1
2019-09-23,29,85,185,12,8,31,69,0.0,1.1,1015,10,33,92,24,76,11.6,1
2019-09-24,29,85,174,14,9,57,70,0.3,6.7,1012,10,33,91,25,76,6.0,1
2019-09-25,28,83,199,13,8,35,69,0.2,5.6,1011,10,33,91,24,75,11.6,1
2019-09-26,30,86,162,12,8,14,61,0.0,0.0,1011,10,35,95,24,76,11.6,1
2019-09-27,29,83,179,15,9,52,72,0.0,0.1,1010,10,33,91,24,75,8.8,1
2019-09-28,29,85,161,17,11,68,73,0.1,1.5,1011,10,33,91,25,77,8.8,1
2019-09-29,30,85,156,19,12,74,71,0.1,1.5,1014,10,33,91,25,78,6.0,1
2019-09-30,30,86,151,19,12,80,73,0.2,4.0,1015,10,33,91,25,77,7.4,1
2019-10-01,29,84,160,18,11,69,71,0.1,1.4,1014,10,34,92,24,75,8.8,1
2019-10-02,29,85,147,15,9,52,68,0.0,0.6,1014,10,34,93,24,75,10.2,1
2019-10-03,29,85,123,12,7,35,64,0.0,1.0,1015,10,34,93,24,75,11.6,1
2019-10-04,29,85,83,9,6,40,56,0.0,1.2,1017,10,33,91,25,78,11.6,1
2019-10-05,30,85,189,9,5,16,57,0.0,0.0,1015,10,33,92,25,77,11.6,1
2019-10-06,31,88,156,10,6,11,53,0.0,0.0,1014,10,36,97,25,77,11.6,1
2019-10-07,22,72,9,20,13,53,60,0.5,12.7,1018,9,26,78,20,67,8.8,1
2019-10-08,23,73,38,13,8,5,48,0.0,0.0,1018,10,28,82,18,65,11.6,1
2019-10-09,25,77,178,14,8,11,57,0.0,0.0,1013,10,30,86,19,66,11.6,1
2019-10-10,29,84,184,24,15,75,70,0.0,1.0,1010,10,33,92,25,77,8.7,1
2019-10-11,14,56,5,26,16,85,56,1.2,31.2,1019,9,14,58,9,49,5.9,1
2019-10-12,16,61,32,14,9,32,32,0.0,0.0,1022,10,20,68,12,54,11.6,1
2019-10-13,20,69,171,8,5,53,43,0.0,0.5,1016,10,24,76,15,59,10.2,1
2019-10-14,26,78,168,7,5,88,76,0.3,7.5,1014,10,30,86,21,69,5.8,1
