date,avgtempC,avgtempF,winddirDegree,windspeedKmph,windspeedMiles,cloudcover,humidity,precipInches,precipMM,pressure,visibility,maxtempC,maxtempF,mintempC,mintempF,sunHour,uvIndex
2019-10-15,29,84,219,13,8,73,73,0.2,4.2,1011,9,33,91,24,75,8.7,1
2019-10-16,20,68,20,23,14,67,50,0.0,0.2,1017,10,22,71,18,65,7.2,1
2019-10-17,19,67,75,10,7,36,43,0.0,0.0,1016,10,24,75,16,61,8.7,1
2019-10-18,21,70,151,8,5,4,53,0.0,0.0,1010,10,26,79,16,60,8.7,1
2019-10-19,27,81,259,13,8,35,62,0.0,0.0,1008,10,33,92,19,67,7.2,1
2019-10-20,27,80,162,13,8,28,61,0.1,3.2,1008,10,30,87,23,73,8.7,1
2019-10-21,24,76,6,17,11,31,42,0.3,8.4,1010,9,27,80,21,69,8.7,1
2019-10-22,0,32,0,13,8,0,37,0.0,0.0,1020,10,0,32,20,67,8.7,1
2019-10-23,21,70,170,18,11,7,53,0.0,0.0,1018,10,27,80,15,58,8.7,1
2019-10-24,23,73,142,17,10,84,79,0.9,22.5,1014,9,27,80,19,67,4.2,1
2019-10-25,13,56,340,31,19,54,68,3.1,79.1,1018,8,15,60,10,50,8.7,1
2019-10-26,16,60,308,15,9,2,53,0.0,0.0,1014,10,21,70,10,49,8.7,1
2019-10-27,18,65,185,13,8,0,40,0.0,0.0,1013,10,24,74,12,53,8.7,1
2019-10-28,20,68,149,11,7,52,78,0.0,0.2,1014,10,23,74,15,59,5.7,1
2019-10-29,15,59,31,15,9,100,80,0.1,2.2,1015,9,17,62,11,53,4.1,1
2019-10-30,12,54,352,20,13,100,76,0.4,9.7,1017,10,13,55,9,48,4.1,1
2019-10-31,8,46,237,21,13,16,43,0.0,0.2,1029,10,12,54,4,38,8.7,1
2019-11-01,10,51,168,7,5,5,40,0.0,0.0,1027,10,15,59,6,43,8.7,1
2019-11-02,14,57,31,8,5,18,39,0.0,0.0,1027,10,18,64,10,50,7.2,1
2019-11-04,19,66,186,12,8,42,76,0.0,0.5,1016,10,25,76,13,55,5.6,1
2019-11-05,20,67,44,7,4,78,84,0.0,0.1,1020,8,22,71,17,63,4.1,1
2019-11-06,23,74,157,14,9,77,79,0.0,0.5,1021,10,26,79,20,67,4.1,1
2019-11-07,19,66,177,17,11,75,82,0.5,11.5,1021,9,21,69,10,49,4.1,1
2019-11-08,9,49,7,16,10,84,73,0.3,7.2,1027,9,11,51,4,39,4.1,1
2019-11-09,15,59,152,7,5,6,58,0.0,0.0,1024,10,20,68,10,49,8.7,1
2019-11-10,17,62,191,14,9,28,68,0.0,0.0,1018,10,22,71,11,52,8.7,1
2019-11-11,19,66,281,23,14,93,76,0.0,1.1,1018,8,22,71,9,48,4.1,1
2019-11-12,3,38,8,24,15,49,36,0.0,0.9,1033,9,7,45,0,33,7.2,1
2019-11-13,4,40,191,11,7,65,37,0.0,0.1,1025,10,7,45,2,35,5.6,1
2019-11-14,6,43,19,10,6,83,75,0.4,9.1,1024,7,6,44,-0,32,4.0,1
2019-11-15,11,52,21,8,5,0,60,0.0,0.0,1028,10,17,63,6,42,8.7,1
2019-11-16,12,54,167,6,4,42,57,0.0,0.0,1023,10,17,62,7,45,5.6,1
2019-11-17,15,58,203,9,5,28,72,0.0,0.0,1017,10,19,66,9,49,7.1,1
2019-11-18,19,65,203,6,4,0,54,0.0,0.0,1015,10,24,76,12,54,8.7,1
2019-11-19,19,66,178,10,6,42,65,0.0,0.0,1014,10,23,73,14,58,5.5,1
2019-11-20,21,70,167,22,13,81,83,0.0,0.7,1014,10,25,78,17,62,5.5,1
2019-11-21,22,72,174,18,11,85,84,0.1,3.6,1014,10,24,75,19,67,3.9,1
2019-11-22,16,61,235,15,9,66,76,0.1,2.3,1016,9,18,65,12,53,5.5,1
2019-11-23,15,58,329,11,7,6,52,0.0,0.0,1019,10,22,71,9,47,8.7,1
2019-11-24,16,61,202,9,6,25,59,0.0,0.0,1017,10,21,71,11,51,8.7,1
2019-11-25,19,66,208,19,12,5,73,0.0,0.0,1008,10,24,75,12,54,8.7,1
2019-11-26,22,71,197,16,10,73,85,0.0,0.3,1006,10,23,74,19,66,3.8,1
2019-11-27,15,59,33,20,12,86,37,0.0,0.0,1023,10,15,59,12,54,7.1,1
2019-11-28,12,54,49,12,8,97,65,0.0,0.8,1023,7,13,56,7,45,3.8,1
2019-11-29,18,64,128,13,8,97,90,0.3,6.4,1017,8,22,72,13,56,3.8,1
2019-11-30,24,75,256,18,11,78,74,0.1,2.2,1010,10,26,79,20,69,3.8,1
2019-12-01,14,58,6,19,12,1,25,0.0,0.0,1019,10,17,62,12,54,8.7,1
2019-12-02,13,56,15,10,6,1,33,0.0,0.0,1025,10,17,62,10,49,8.7,1
2019-12-03,15,59,213,12,8,0,48,0.0,0.0,1017,10,20,69,9,48,8.7,1
2019-12-04,17,62,47,10,6,17,48,0.0,0.0,1017,10,21,69,12,53,8.7,1
2019-12-05,17,62,193,12,7,51,75,0.0,0.0,1015,10,21,69,12,54,3.8,1
2019-12-06,18,64,349,18,11,10,57,0.0,0.0,1021,10,20,67,15,59,8.7,1
2019-12-07,15,59,56,9,6,8,60,0.0,0.0,1024,10,20,68,11,51,8.7,1
2019-12-08,17,63,192,15,9,16,73,0.0,0.0,1016,10,23,73,12,53,8.7,1
2019-12-09,23,73,173,12,8,48,70,0.0,0.1,1011,9,27,81,17,63,8.7,1
2019-12-10,8,47,9,22,14,92,68,0.3,8.3,1023,8,9,49,1,34,3.8,1
2019-12-11,9,48,54,11,7,4,61,0.0,0.0,1031,10,14,56,5,40,8.7,1
2019-12-12,11,51,168,9,5,8,62,0.0,0.0,1024,10,16,61,6,43,8.7,1
2019-12-13,17,63,270,12,7,15,54,0.0,0.0,1014,10,24,74,10,49,7.1,1
2019-12-14,17,63,139,7,4,3,49,0.0,0.0,1011,10,21,71,13,56,8.7,1
2019-12-15,0,32,0,10,6,57,95,0.0,0.0,1008,2,0,32,19,66,7.1,1
2019-12-16,16,61,342,19,12,60,66,0.0,0.5,1014,8,19,65,8,46,5.4,1
2019-12-17,7,45,121,22,14,7,44,0.0,0.0,1027,10,11,52,4,39,8.7,1
2019-12-18,11,52,310,6,4,0,32,0.0,0.0,1031,10,17,63,6,43,8.7,1
2019-12-19,9,49,166,10,6,29,38,0.0,0.0,1028,10,13,56,5,41,7.1,1
2019-12-20,10,50,116,10,6,90,77,0.1,1.6,1025,9,10,51,6,43,3.8,1
2019-12-21,13,55,326,8,5,44,65,0.0,0.3,1026,9,17,62,9,48,7.1,1
2019-12-22,12,53,240,6,4,2,61,0.0,0.0,1025,10,17,63,7,45,8.7,1
2019-12-23,15,58,125,4,2,3,50,0.0,0.0,1020,10,21,70,10,49,8.7,1
2019-12-24,15,60,183,8,5,0,47,0.0,0.0,1017,10,20,68,11,52,8.7,1
2019-12-25,16,61,190,11,7,20,69,0.0,0.0,1014,10,22,71,10,51,8.7,1
2019-12-26,18,64,149,9,5,71,80,0.0,0.2,1016,10,21,69,14,58,5.4,1
2019-12-27,18,65,131,10,7,66,79,0.0,0.3,1016,9,22,72,15,58,7.1,1
2019-12-28,20,68,195,18,11,85,78,0.1,2.8,1009,10,22,71,16,60,3.8,1
2019-12-29,16,61,299,17,10,18,39,0.0,0.0,1012,10,18,64,12,53,8.7,1
2019-12-30,12,54,352,11,7,0,29,0.0,0.0,1021,10,16,61,9,48,8.7,1
2019-12-31,13,55,71,6,3,10,32,0.0,0.0,1023,10,17,62,9,47,8.7,1
