date_local,PM2.5
2017-06-20,11.1625
2017-06-21,8.4
2017-06-22,6.05
2017-06-23,11.745833
2017-06-24,12.8
2017-06-25,7.404167
2017-06-26,7.320833
2017-06-27,7.4
2017-06-28,5.2875
2017-06-29,7.3
2017-06-30,13.958333
2017-07-01,27.479167
2017-07-02,15.6375
2017-07-03,9.8875
2017-07-04,9.954167
2017-07-05,9.6
2017-07-06,8.305
2017-07-07,6.666667
2017-07-08,4.625
2017-07-09,4.75
2017-07-10,9.041667
2017-07-11,9.916667
2017-07-12,8.5
2017-07-13,7.375
2017-07-14,6.791667
2017-07-15,10.954545
2017-07-16,9.565217
2017-07-17,10.652174
2017-07-18,7.1
2017-07-19,6.7
2017-07-20,12.1
2017-07-21,13.5
2017-07-22,8.818182
2017-07-23,13.090909
2017-07-24,25.4
2017-07-25,21.916667
2017-07-26,11.318182
2017-07-27,6.2
2017-07-28,11.047619
2017-07-29,8.0
2017-07-30,12.428571
2017-07-31,11.863636
2017-08-01,11.0
2017-08-02,11.5
2017-08-03,9.608696
2017-08-04,16.1
2017-08-05,11.409091
2017-08-06,14.041667
2017-08-07,6.136364
2017-08-08,4.857143
2017-08-09,17.888889
2017-08-10,10.909091
2017-08-11,8.8
2017-08-12,9.954545
2017-08-13,10.318182
2017-08-14,14.652174
2017-08-15,9.826087
2017-08-16,10.956522
2017-08-17,13.826087
2017-08-18,10.826087
2017-08-19,9.136364
2017-08-20,10.142857
2017-08-21,8.454545
2017-08-22,7.966667
2017-08-23,11.47619
2017-08-24,11.545455
2017-08-25,10.478261
2017-08-26,5.086957
2017-08-27,3.695652
2017-08-28,6.238095
2017-08-29,9.62
2017-08-30,11.222727
2017-08-31,12.619048
2017-09-01,16.9
2017-09-02,17.286957
2017-09-03,17.890909
2017-09-04,12.440909
2017-09-05,9.190909
2017-09-06,11.0
2017-09-07,14.1
2017-09-08,11.508333
2017-09-09,14.286364
2017-09-10,12.6
2017-09-11,11.195833
2017-09-12,13.454545
2017-09-13,16.304545
2017-09-14,14.259091
2017-09-15,11.781818
2017-09-16,10.931818
2017-09-17,10.754545
2017-09-18,8.9
2017-09-19,10.5
2017-09-20,8.843478
2017-09-21,9.804348
2017-09-22,8.7
2017-09-23,10.243478
2017-09-24,10.569565
2017-09-25,8.4
2017-09-26,6.013043
2017-09-27,7.643478
2017-09-28,13.1
2017-09-29,12.666667
2017-09-30,13.958333
2017-10-01,20.5
2017-10-02,14.333333
2017-10-03,7.833333
2017-10-04,8.4
2017-10-05,11.333333
2017-10-06,11.0
2017-10-07,9.833333
2017-10-08,9.583333
2017-10-09,7.25
2017-10-10,5.0
2017-10-11,4.5
2017-10-12,12.333333
2017-10-13,18.7
2017-10-14,14.5
2017-10-15,3.791667
2017-10-16,5.1
2017-10-17,8.583333
2017-10-18,14.333333
2017-10-19,12.333333
2017-10-20,9.125
2017-10-21,5.5
2017-10-22,4.7
2017-10-24,3.125
2017-10-25,4.5
2017-10-26,6.875
2017-10-27,4.333333
2017-10-28,8.041667
2017-10-29,8.291667
2017-10-30,8.125
2017-10-31,5.541667
2017-11-01,13.541667
2017-11-02,19.583333
2017-11-03,16.5
2017-11-04,11.416667
2017-11-05,13.416667
2017-11-06,7.6
2017-11-08,1.571429
2017-11-09,10.208333
2017-11-10,10.625
2017-11-11,11.041667
2017-11-12,7.25
2017-11-13,13.166667
2017-11-14,9.590909
2017-11-15,10.541667
2017-11-16,10.791667
2017-11-17,10.125
2017-11-18,4.916667
2017-11-19,7.333333
2017-11-20,12.0
2017-11-21,11.066667
2017-11-22,7.25
2017-11-24,8.8
2017-11-27,14.2
2017-11-28,9.9375
2017-11-29,8.666667
2017-11-30,10.0
2017-12-01,14.25
2017-12-02,19.0
2017-12-03,18.416667
2017-12-04,7.833333
2017-12-05,4.5
2017-12-06,5.333333
2017-12-07,4.541667
2017-12-08,8.708333
2017-12-09,11.291667
2017-12-10,9.583333
2017-12-11,8.695652
2017-12-12,6.291667
2017-12-13,9.291667
2017-12-14,9.5
2017-12-15,8.666667
2017-12-16,12.375
2017-12-17,12.583333
2017-12-18,14.291667
2017-12-19,7.416667
2017-12-20,7.541667
2017-12-21,12.75
2017-12-22,8.086957
2017-12-23,10.958333
2017-12-24,13.541667
2017-12-25,11.875
2017-12-26,7.0
2017-12-27,10.0
2017-12-28,11.708333
2017-12-29,14.791667
2017-12-30,16.958333
2017-12-31,10.625
