date_local,Ozone(ppm)
2017-06-30,0.020235
2017-07-01,0.020294
2017-07-02,0.022882
2017-07-03,0.022059
2017-07-04,0.020941
2017-07-05,0.022941
2017-07-06,0.025765
2017-07-07,0.026706
2017-07-08,0.028706
2017-07-09,0.029235
2017-07-10,0.02475
2017-07-11,0.020529
2017-07-12,0.021176
2017-07-13,0.025235
2017-07-14,0.032588
2017-07-15,0.025588
2017-07-16,0.038824
2017-07-17,0.038647
2017-07-18,0.025059
2017-07-19,0.026882
2017-07-20,0.027
2017-07-21,0.025588
2017-07-22,0.027412
2017-07-23,0.028824
2017-07-24,0.022235
2017-07-25,0.021471
2017-07-26,0.028412
2017-07-27,0.030706
2017-07-28,0.028412
2017-07-29,0.034294
2017-07-30,0.044529
2017-07-31,0.052471
2017-08-01,0.057412
2017-08-02,0.040083
2017-08-03,0.045529
2017-08-04,0.051235
2017-08-05,0.028765
2017-08-06,0.024412
2017-08-07,0.028875
2017-08-08,0.036294
2017-08-09,0.037059
2017-08-10,0.025706
2017-08-11,0.023824
2017-08-12,0.024588
2017-08-13,0.023176
2017-08-14,0.020824
2017-08-15,0.021882
2017-08-16,0.022824
2017-08-17,0.023471
2017-08-18,0.025471
2017-08-19,0.024471
2017-08-20,0.021353
2017-08-21,0.029588
2017-08-22,0.030529
2017-08-23,0.031647
2017-08-24,0.037176
2017-08-25,0.025958
2017-08-26,0.025909
2017-08-27,0.03
2017-08-28,0.034412
2017-08-29,0.047778
2017-08-30,0.042824
2017-08-31,0.038059
2017-09-01,0.050857
2017-09-02,0.045824
2017-09-03,0.046294
2017-09-04,0.033043
2017-09-05,0.039118
2017-09-06,0.043471
2017-09-07,0.040824
2017-09-08,0.044118
2017-09-09,0.039412
2017-09-10,0.046706
2017-09-11,0.05
2017-09-12,0.047917
2017-09-13,0.052941
2017-09-14,0.046294
2017-09-15,0.038125
2017-09-16,0.029824
2017-09-17,0.031765
2017-09-18,0.027471
2017-09-19,0.021529
2017-09-20,0.021588
2017-09-21,0.021
2017-09-22,0.027235
2017-09-23,0.035059
2017-09-24,0.032667
2017-09-25,0.027824
2017-09-26,0.019208
2017-09-27,0.029412
2017-09-28,0.029235
2017-09-29,0.031353
2017-09-30,0.044765
2017-10-01,0.045588
2017-10-02,0.039
2017-10-03,0.020292
2017-10-04,0.030118
2017-10-05,0.037824
2017-10-06,0.035941
2017-10-07,0.031609
2017-10-08,0.040059
2017-10-09,0.030412
2017-10-10,0.027941
2017-10-11,0.032529
2017-10-12,0.036765
2017-10-13,0.025471
2017-10-14,0.03013
2017-10-15,0.034941
2017-10-16,0.038647
2017-10-17,0.036765
2017-10-18,0.043824
2017-10-19,0.035706
2017-10-20,0.026588
2017-10-21,0.024136
2017-10-22,0.031588
2017-10-23,0.036706
2017-10-24,0.036176
2017-10-25,0.034588
2017-10-26,0.043529
2017-10-27,0.031176
2017-10-28,0.033609
2017-10-29,0.040294
2017-10-30,0.040875
2017-10-31,0.02225
2017-11-01,0.027647
2017-11-02,0.029529
2017-11-03,0.025294
2017-11-04,0.021471
2017-11-05,0.021412
2017-11-06,0.024294
2017-11-07,0.020542
2017-11-08,0.010417
2017-11-09,0.010353
2017-11-10,0.024529
2017-11-11,0.034059
2017-11-12,0.032542
2017-11-13,0.032118
2017-11-14,0.033824
2017-11-15,0.024958
2017-11-16,0.028235
2017-11-17,0.028
2017-11-18,0.035941
2017-11-19,0.031917
2017-11-20,0.035765
2017-11-21,0.033706
2017-11-22,0.032471
2017-11-23,0.033235
2017-11-24,0.044353
2017-11-25,0.044941
2017-11-26,0.03875
2017-11-27,0.042941
2017-11-28,0.036706
2017-11-29,0.029087
2017-11-30,0.034529
2017-12-01,0.039941
2017-12-02,0.038652
2017-12-03,0.024542
2017-12-04,0.02475
2017-12-05,0.026765
2017-12-06,0.020542
2017-12-07,0.024824
2017-12-08,0.020792
2017-12-09,0.033294
2017-12-10,0.029
2017-12-11,0.030588
2017-12-12,0.031043
2017-12-13,0.025118
2017-12-14,0.029941
2017-12-15,0.027
2017-12-16,0.017059
2017-12-17,0.014792
2017-12-18,0.005583
2017-12-19,0.011412
2017-12-20,0.025588
2017-12-21,0.028792
2017-12-22,0.0085
2017-12-23,0.015765
2017-12-24,0.019118
2017-12-25,0.025
2017-12-26,0.01775
2017-12-27,0.016833
2017-12-28,0.017769
2017-12-29,0.010708
2017-12-30,0.008938
2017-12-31,0.013
